0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.207 41.454
0.003 13.008 37.094
0.0025 11.691 27.028
0.002 11.599 18.388
0.0015 15.845 15.114
0.001 10.307 23.658
0.0005 9.551 30.544
0.0002 9.282 37.205
0.0001 14.963 35.608
0.005 16.169 41.465
0.003 13.0 37.084
0.0025 11.132 27.243
0.002 11.098 18.42
0.0015 11.366 14.077
0.001 10.298 24.152
0.0005 9.748 30.811
0.0002 8.975 35.962
0.0001 14.943 35.605
0.005 16.169 41.465
0.003 13.0 37.084
0.0025 11.132 27.243
0.002 11.098 18.42
0.0015 11.366 14.077
0.001 10.298 24.152
0.0005 9.748 30.811
0.0002 8.975 35.962
0.0001 14.943 35.605
0.005 16.169 41.465
0.003 13.0 37.084
0.0025 11.132 27.243
0.002 11.098 18.42
0.0015 11.366 14.077
0.001 10.298 24.152
0.0005 9.748 30.811
0.0002 8.975 35.962
