10 11.974 32.739
11 12.163 35.096
12 12.162 32.505
13 12.212 32.809
14 10.784 32.031
15 10.118 24.201
16 12.049 25.399
17 10.154 16.009
18 12.198 43.229
19 10.696 25.287
20 11.071 42.445
21 11.403 34.19
22 12.265 36.489
23 11.924 33.559
24 12.305 23.196
25 11.045 23.171
26 12.289 25.542
27 11.699 18.985
28 11.204 9.269
29 12.514 42.947
30 10.824 23.823
31 12.68 45.873
32 11.906 31.546
33 10.762 32.094
34 11.142 26.066
35 11.236 22.215
36 11.156 24.621
37 10.985 24.69
38 12.449 30.165
39 10.355 25.113
40 11.811 26.486
41 12.726 26.504
42 10.913 20.182
43 11.497 23.273
44 11.452 20.324
45 10.761 22.766
46 11.429 25.717
47 10.95 20.473
48 10.836 17.901
49 16.082 34.616
50 11.199 22.175
51 11.071 18.723
52 11.549 26.521
53 12.017 16.145
54 11.747 18.986
55 10.234 36.712
56 10.911 31.792
57 10.196 30.754
58 12.224 16.669
59 10.305 27.17
60 11.352 24.074
61 11.124 31.879
62 10.832 24.773
63 12.17 20.311
64 10.887 15.162
65 11.936 27.147
66 11.486 20.579
67 15.444 46.402
68 10.484 19.056
69 10.819 18.621
70 11.45 20.908
71 10.947 28.368
72 10.512 30.658
73 12.827 9.577
74 11.902 20.972
10 11.974 32.739
11 12.163 35.096
12 12.162 32.505
13 12.212 32.809
14 10.784 32.031
15 10.118 24.201
16 12.049 25.399
17 10.154 16.009
18 12.198 43.229
19 10.696 25.287
20 11.071 42.445
21 11.403 34.19
22 12.265 36.489
23 11.924 33.559
24 12.305 23.196
25 11.045 23.171
26 12.289 25.542
27 11.699 18.985
28 11.204 9.269
29 12.514 42.947
30 10.824 23.823
31 12.68 45.873
32 11.906 31.546
33 10.762 32.094
34 11.142 26.066
35 11.236 22.215
36 11.156 24.621
37 10.985 24.69
38 12.449 30.165
39 10.355 25.113
40 11.811 26.486
41 12.726 26.504
42 10.913 20.182
43 11.497 23.273
44 11.452 20.324
45 10.761 22.766
46 11.429 25.717
47 10.95 20.473
48 10.836 17.901
49 16.082 34.616
50 11.199 22.175
51 11.071 18.723
52 11.549 26.521
53 12.017 16.145
54 11.747 18.986
55 10.234 36.712
56 10.911 31.792
57 10.196 30.754
58 12.224 16.669
59 10.305 27.17
60 11.352 24.074
61 11.124 31.879
62 10.832 24.773
63 12.17 20.311
64 10.887 15.162
65 11.936 27.147
66 11.486 20.579
67 15.444 46.402
68 10.484 19.056
69 10.819 18.621
70 11.45 20.908
71 10.947 28.368
72 10.512 30.658
73 12.827 9.577
74 11.902 20.972
10 11.974 32.739
11 12.163 35.096
12 12.162 32.505
13 12.212 32.809
14 10.784 32.031
15 10.118 24.201
16 12.049 25.399
17 10.154 16.009
18 12.198 43.229
19 10.696 25.287
20 11.071 42.445
21 11.403 34.19
22 12.265 36.489
23 11.924 33.559
24 12.305 23.196
25 11.045 23.171
26 12.289 25.542
27 11.699 18.985
28 11.204 9.269
29 12.514 42.947
30 10.824 23.823
31 12.68 45.873
32 11.906 31.546
33 10.762 32.094
34 11.142 26.066
35 11.236 22.215
36 11.156 24.621
37 10.985 24.69
38 12.449 30.165
39 10.355 25.113
40 11.811 26.486
41 12.726 26.504
42 10.913 20.182
43 11.497 23.273
44 11.452 20.324
45 10.761 22.766
46 11.429 25.717
47 10.95 20.473
48 10.836 17.901
49 16.082 34.616
50 11.199 22.175
51 11.071 18.723
52 11.549 26.521
53 12.017 16.145
54 11.747 18.986
55 10.234 36.712
56 10.911 31.792
57 10.196 30.754
58 12.224 16.669
59 10.305 27.17
60 11.352 24.074
61 11.124 31.879
62 10.832 24.773
63 12.17 20.311
64 10.887 15.162
65 11.936 27.147
66 11.486 20.579
67 15.444 46.402
68 10.484 19.056
69 10.819 18.621
70 11.45 20.908
71 10.947 28.368
72 10.512 30.658
73 12.827 9.577
74 11.902 20.972
10 11.974 32.739
11 12.163 35.096
12 12.162 32.505
13 12.212 32.809
14 10.784 32.031
15 10.118 24.201
16 12.049 25.399
17 10.154 16.009
18 12.198 43.229
19 10.696 25.287
20 11.071 42.445
21 11.403 34.19
22 12.265 36.489
23 11.924 33.559
24 12.305 23.196
25 11.045 23.171
26 12.289 25.542
27 11.699 18.985
28 11.204 9.269
29 12.514 42.947
30 10.824 23.823
31 12.68 45.873
32 11.906 31.546
33 10.762 32.094
34 11.142 26.066
35 11.236 22.215
36 11.156 24.621
37 10.985 24.69
38 12.449 30.165
39 10.355 25.113
40 11.811 26.486
41 12.726 26.504
42 10.913 20.182
43 11.497 23.273
44 11.452 20.324
45 10.761 22.766
46 11.429 25.717
47 10.95 20.473
48 10.836 17.901
49 16.082 34.616
50 11.199 22.175
51 11.071 18.723
52 11.549 26.521
53 12.017 16.145
54 11.747 18.986
55 10.234 36.712
56 10.911 31.792
57 10.196 30.754
58 12.224 16.669
59 10.305 27.17
60 11.352 24.074
61 11.124 31.879
62 10.832 24.773
63 12.17 20.311
64 10.887 15.162
65 11.936 27.147
66 11.486 20.579
67 15.444 46.402
68 10.484 19.056
69 10.819 18.621
70 11.45 20.908
71 10.947 28.368
72 10.512 30.658
73 12.827 9.577
74 11.902 20.972
10 11.974 32.739
11 12.163 35.096
12 12.162 32.505
13 12.212 32.809
14 10.784 32.031
15 10.118 24.201
16 12.049 25.399
17 10.154 16.009
18 12.198 43.229
19 10.696 25.287
20 11.071 42.445
21 11.403 34.19
22 12.265 36.489
23 11.924 33.559
24 12.305 23.196
25 11.045 23.171
26 12.289 25.542
27 11.699 18.985
28 11.204 9.269
29 12.514 42.947
30 10.824 23.823
31 12.68 45.873
32 11.906 31.546
33 10.762 32.094
34 11.142 26.066
35 11.236 22.215
36 11.156 24.621
37 10.985 24.69
38 12.449 30.165
39 10.355 25.113
40 11.811 26.486
41 12.726 26.504
42 10.913 20.182
43 11.497 23.273
44 11.452 20.324
45 10.761 22.766
46 11.429 25.717
47 10.95 20.473
48 10.836 17.901
49 16.082 34.616
50 11.199 22.175
51 11.071 18.723
52 11.549 26.521
53 12.017 16.145
54 11.747 18.986
55 10.234 36.712
56 10.911 31.792
57 10.196 30.754
58 12.224 16.669
59 10.305 27.17
60 11.352 24.074
61 11.124 31.879
62 10.832 24.773
63 12.17 20.311
64 10.887 15.162
65 11.936 27.147
66 11.486 20.579
67 15.444 46.402
68 10.484 19.056
69 10.819 18.621
70 11.45 20.908
71 10.947 28.368
72 10.512 30.658
73 12.827 9.577
74 11.902 20.972
10 11.974 32.739
11 12.163 35.096
12 12.162 32.505
13 12.212 32.809
14 10.784 32.031
15 10.118 24.201
16 12.049 25.399
17 10.154 16.009
18 12.198 43.229
19 10.696 25.287
20 11.071 42.445
21 11.403 34.19
22 12.265 36.489
23 11.924 33.559
24 12.305 23.196
25 11.045 23.171
26 12.289 25.542
27 11.699 18.985
28 11.204 9.269
29 12.514 42.947
30 10.824 23.823
31 12.68 45.873
32 11.906 31.546
33 10.762 32.094
34 11.142 26.066
35 11.236 22.215
36 11.156 24.621
37 10.985 24.69
38 12.449 30.165
39 10.355 25.113
40 11.811 26.486
41 12.726 26.504
42 10.913 20.182
43 11.497 23.273
44 11.452 20.324
45 10.761 22.766
46 11.429 25.717
47 10.95 20.473
48 10.836 17.901
49 16.082 34.616
50 11.199 22.175
51 11.071 18.723
52 11.549 26.521
53 12.017 16.145
54 11.747 18.986
55 10.234 36.712
56 10.911 31.792
57 10.196 30.754
58 12.224 16.669
59 10.305 27.17
60 11.352 24.074
61 11.124 31.879
62 10.832 24.773
