,internal_id,avg_hardness,avg_yield,Al,B,C,Cr,Cu,Fe,Mn,Mo,N,Nb,Ni,S,Si,Ti,V,lattice_constant,atomic_mass,atomic_radius,max_min_radius
837,MINFM27487,119.5,390.0,0.0,0.0,0.47,0.0,0.0,96.9199,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8509751299999997,54.498186919999995,1.3688185999999998,0.7
841,MINFM28002,126.5,490.0,0.0,0.0,0.22,0.9,0.0,97.0199,0.5,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.87665113,55.14149717,1.3834636,0.75
859,MINFM49127,172.5,785.0,0.0,0.0,0.3,0.6,0.0,93.6599,0.4,0.0,0.0,0.0,3.2,0.0,0.17,0.0,0.0,2.87346013,54.798066184999996,1.3724085999999998,0.7
862,MINFM28558,93.5,270.0,0.7,0.0,0.0,12.0,0.0,82.3049,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,2.77954063,52.6162581752,1.3378186,0.2999999999999998
864,MINFM49292,127.0,295.0,0.0,0.0,0.0,23.0,0.0,68.4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62734263,50.193326405,1.2805085999999999,0.0
865,MINFM28446,91.5,275.0,0.0,0.0,0.09,12.0,0.0,84.1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7647761300000004,53.26060678499999,1.3471485999999997,0.7
871,MINFM28515,84.5,245.0,0.0,0.0,0.0,16.0,0.0,79.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7316846299999997,52.50667640499999,1.3317485999999998,0.0
874,MINFM29334,235.0,310.0,0.0,0.0,0.45,0.8,0.0,96.1499,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.15,2.87276713,54.655225625,1.3741735999999998,0.7
884,MINFM47051,184.5,272.5,0.0,0.0,0.0,0.0,0.0,99.7299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86224813,55.694162655,1.3962185999999999,0.0
896,MINFM48032,91.5,235.0,0.0,0.0,0.22,0.0,0.0,97.5699,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.86070513,54.831152669999994,1.3761685999999997,0.7
898,MINFM48043,95.5,137.5,0.0,0.0,0.27,0.0,0.0,97.5199,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.86105513,54.80923552,1.3758186,0.7
904,MINFM47177,194.5,307.5,0.0,0.0,0.0,0.0,0.0,99.6999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86138713,55.677409155,1.3957985999999998,0.0
906,MINFM47674,244.0,402.5,0.0,0.0,0.0,0.0,0.0,97.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80269563,54.535378905,1.3671685999999998,0.0
914,MINFM27065,238.5,325.0,0.0,0.0,0.0,0.0,0.0,99.3949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85263363,55.50708190500001,1.3915286,0.0
915,MINFM27143,134.0,400.0,0.0,0.0,0.0,0.0,0.0,99.1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84545863,55.367469405,1.3880286,0.0
919,MINFM48338,70.5,142.0,0.0,0.0,0.3,0.0,0.0,97.3299,0.6,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,2.8690651299999996,54.808041575,1.3760685999999998,0.7
920,MINFM48361,97.5,340.0,0.0,0.0,0.15,0.0,0.0,96.2949,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8571736299999997,54.33047361,1.3634285999999998,0.7
932,MINFM48942,120.0,490.0,0.0,0.0,0.15,2.7,0.0,95.1799,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.1,2.86162813,55.038932540000005,1.3820185999999999,0.75
933,MINFM48980,165.5,785.0,0.0,0.0,0.32,2.0,0.0,94.9699,0.5,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.85513013,54.67096537,1.3720935999999997,0.75
934,MINFM48983,84.5,265.0,0.0,0.0,0.0,2.5,0.0,95.4099,0.25,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.84850913,55.0008845175,1.3795136,0.34999999999999987
936,MINFM27897,115.0,172.5,0.0,0.0,0.28,0.8,0.0,96.1799,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,2.91338913,54.853537775,1.3807786,0.7
938,MINFM28292,267.0,637.0,0.0,0.0,0.14,0.8,0.0,95.6699,0.7,0.0,0.0,0.0,1.3,0.0,0.17,0.0,0.0,2.8909851300000002,55.0549653,1.3807786,0.7
943,MINFM32646,180.0,220.0,0.0,0.0,0.0,14.0,0.0,82.5149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.77875263,53.479567405,1.3547086,0.0
949,MINFM32702,140.0,550.0,0.0,0.0,0.33,15.5,0.0,77.6949,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71322463,52.255267715,1.3186385999999999,0.75
955,MINFM49019,207.5,245.0,0.0,0.0,0.18,0.0,0.0,96.2899,0.7,0.0,0.0,0.0,1.0,0.0,0.15,0.0,0.1,2.87854113,54.85928398,1.3756186,0.7
960,MINFM48458,115.0,360.0,0.0,0.0,0.12,0.0,0.0,96.4349,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.96605563,55.051500145000006,1.3822286,0.7
961,MINFM32665,180.0,320.0,0.0,0.0,0.0,10.5,0.0,83.8849,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.76490663,52.75588333,1.3324385999999997,0.04999999999999982
968,MINFM48916,142.5,635.0,0.0,0.0,0.47,0.9,0.0,96.2799,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,2.8793271299999996,54.76956141,1.3766086,0.7
975,MINFM49191,126.5,455.0,0.0,0.0,0.16,12.0,0.0,84.1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7672751300000002,53.269014275,1.3476385999999998,0.7
981,MINFM7497,75.0,240.0,0.0,0.0,0.0,17.0,0.0,65.2949,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.68036363,50.585679905,1.2736285999999999,0.04999999999999982
983,MINFM7713,100.0,485.0,0.0,0.0,0.38,0.8,0.0,98.1449,0.75,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.93290963,55.868702452499996,1.4022136,0.75
986,MINFM6762,47.5,180.0,0.0,0.0,0.08,0.0,0.0,99.2049,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87670663,55.57539909999999,1.3936285999999998,0.7
992,MINFM6867,63.0,345.0,0.0,0.0,0.28,0.0,0.0,98.6949,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89587963,55.479425135,1.3920886,0.7
993,MINFM7005,89.5,345.0,0.0,0.0,0.48,0.0,0.0,98.4849,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89699263,55.386172035,1.3905485999999998,0.7
994,MINFM6888,71.5,275.0,0.0,0.0,0.32,0.0,0.0,98.6549,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8961596299999997,55.461891415000004,1.3918085999999998,0.7
1004,MINFM7073,98.5,540.0,0.0,0.0,0.85,0.0,0.0,98.0549,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8978606300000003,55.190478125,1.3871186,0.7
1008,MINFM6968,85.0,325.0,0.0,0.0,0.43,0.0,0.0,98.4349,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90266263,55.40718223,1.3908985999999999,0.7
1024,MINFM7802,87.5,345.0,0.0,0.0,0.0,12.0,0.0,83.9299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75438813,53.110184655,1.3430186,0.0
1025,MINFM7919,77.5,310.0,0.0,0.0,0.0,16.0,0.0,77.8599,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7190041299999996,52.519787155,1.3249135999999997,0.050000000000000044
1028,MINFM7599,75.0,276.0,0.1,0.0,0.0,11.5,0.0,82.4499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7015621299999997,52.050679693599996,1.3165486,0.1499999999999999
1029,MINFM7736,100.0,485.0,0.0,0.0,0.37,0.75,0.0,97.7849,0.65,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.9118906299999994,55.585523287499996,1.3950035999999997,0.75
1030,MINFM7996,138.5,379.0,0.0,0.0,0.17,0.0,0.0,96.4549,0.45,0.2,0.0,0.0,1.65,0.0,0.15,0.0,0.0,2.8868546299999998,55.3353276475,1.3846835999999998,0.75
1034,MINFM7814,77.5,310.0,0.0,0.0,0.0,16.0,0.0,79.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7298191299999996,52.470377155,1.3308385999999999,0.0
1035,MINFM50428,77.5,310.0,0.0,0.0,0.0,14.0,0.0,78.6099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6593041299999998,51.179152654999996,1.2965385999999999,0.0
1042,MINFM6756,43.0,165.0,0.0,0.0,0.0,0.0,0.0,99.4299,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8758631300000004,55.6639727675,1.3955186,0.0
1049,MINFM8503,138.5,931.0,0.0,0.0,0.38,0.4,0.0,97.2149,0.75,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,2.9087786299999996,55.376133152499996,1.3889936,0.75
1056,MINFM66139,297.0,550.0,0.0,0.0,0.0,24.0,1.5,57.2399,0.0,2.9,0.1,0.0,4.5,0.0,0.0,0.0,0.0,2.64192413,50.835345855,1.2610586,0.7999999999999999
1058,MINFM66146,217.0,275.0,0.0,0.0,0.0,25.0,0.0,69.2349,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.7323166299999997,52.429258094999994,1.3308885999999998,0.050000000000000044
1079,MINFM53260,201.0,205.0,0.0,0.0,0.0,16.0,0.0,70.9249,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.70754463,51.448990404999996,1.2979485999999998,0.04999999999999982
1089,MINFM55332,259.0,585.0,0.9,0.0,0.0,12.25,0.0,74.0319,0.0,2.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,2.840965529999999,54.2762756524,1.3494465999999998,0.19999999999999996
1091,MINFM54250,241.0,205.0,0.0,1.5,0.0,18.0,0.0,60.2549,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.8010656299999996,50.214019905,1.2703186,0.5499999999999999
1094,MINFM21824,199.5,192.5,0.0,0.0,0.32,0.0,0.0,97.8999,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93672113,55.42482798,1.3910386,0.7
1105,MINFM21917,288.0,747.5,0.0,0.0,0.36,0.9,0.0,96.9999,0.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89277413,55.305213890000005,1.3865435999999995,0.75
1106,MINFM26632,129.5,117.5,0.0,0.0,0.0,0.0,0.0,96.9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7830361299999997,54.152840655,1.3575785999999999,0.0
1108,MINFM21670,147.5,107.5,0.0,0.0,0.16,0.0,0.0,98.8599,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8874411299999996,55.5022185,1.3921585999999997,0.7
1109,MINFM21679,159.0,122.5,0.0,0.0,0.22,0.0,0.0,98.7999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8878611299999997,55.47591791999999,1.3917385999999998,0.7
1112,MINFM21700,175.0,140.0,0.0,0.0,0.32,0.0,0.0,98.5999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89458113,55.431176665,1.3910386,0.7
1116,MINFM21771,163.0,147.5,0.0,0.0,0.15,0.0,0.0,98.3699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91747113,55.502067155,1.3922286,0.7
1120,MINFM27183,135.0,195.0,0.0,0.0,0.0,0.0,0.0,98.7849,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85290663,55.27630349499999,1.3857885999999997,0.0
1122,MINFM47939,111.0,225.0,0.0,0.0,0.13,0.0,0.0,97.5699,0.6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.86638213,54.875281085,1.3769385999999997,0.7
1140,MINFM27853,345.0,883.0,0.0,0.0,0.23,1.0,0.0,96.7699,0.8,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,2.89583813,55.095132775,1.3840185999999999,0.7
1152,MINFM27383,107.0,295.0,0.0,0.0,0.37,0.0,0.0,97.4299,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.86204213,54.77098572,1.3752585999999998,0.7
1157,MINFM27433,112.5,162.5,0.0,0.0,0.42,0.0,0.0,97.3999,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.86405213,54.76585467,1.3754086,0.7
1162,MINFM28335,139.0,637.0,0.0,0.0,0.18,1.4,0.0,94.3599,0.4,0.6,0.0,0.0,0.8,0.0,0.2,0.0,0.03,2.84926113,54.781243644999996,1.3696036,0.75
1168,MINFM28232,172.5,834.0,0.0,0.0,0.24,2.3,0.0,95.1199,0.4,0.2,0.0,0.0,0.0,0.0,0.17,0.0,0.15,2.86037013,54.880233915,1.3779535999999997,0.75
1169,MINFM28244,172.5,785.0,0.7,0.0,0.35,1.35,0.0,95.5399,0.3,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.8623461300000006,54.6435822102,1.3759036,0.75
1171,MINFM28068,142.5,317.5,0.0,0.0,0.24,2.2,0.0,95.7199,0.4,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,2.86690013,54.945957064999995,1.3813785999999997,0.7
1184,MINFM48881,98.5,171.5,0.0,0.0,0.3,0.7,0.0,96.8099,0.7,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,2.88379513,54.94674662,1.3802586,0.7
1207,MINFM47374,207.0,333.5,0.0,0.0,0.0,0.0,0.0,99.6599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8602391299999996,55.655071154999995,1.3952385999999997,0.0
1216,MINFM48132,90.0,367.5,0.0,0.001,0.32,0.0,0.0,98.3649,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8790339300000003,55.24511098000001,1.3863571,0.7
1234,MINFM49941,172.5,830.0,0.01,0.001,0.34,0.8,0.0,96.1929,0.8,0.1,0.0,0.01,0.0,0.0,0.15,0.02,0.05,2.88125153,54.80044384686,1.3758140999999997,0.75
1247,MINFM32708,145.0,550.0,0.0,0.0,0.0,12.5,0.0,79.0999,0.0,0.4,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2.76596713,53.110880655,1.3354486,0.09999999999999987
1248,MINFM48509,200.5,883.0,0.0,0.0,0.5,0.3,0.0,96.6199,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.87800113,54.642247770000004,1.3734786,0.7
1250,MINFM48513,150.0,520.0,0.0,0.0,0.52,0.3,0.0,96.9799,0.9,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.90411213,54.94152525,1.3809086,0.7
1252,MINFM48525,210.0,441.0,0.0,0.0,0.9,1.3,0.0,94.2929,0.9,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,2.8747912300000005,54.03465726,1.3610505999999998,0.7
1266,MINFM32671,200.0,320.0,0.0,0.0,0.0,17.0,0.0,75.1299,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.70252813,52.522549655000006,1.3159186,0.050000000000000044
1268,MINFM48490,176.0,343.0,0.0,0.0,0.12,0.7,0.0,97.6799,0.4,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.87264813,55.195223225,1.3856286,0.7
1280,MINFM32717,162.5,550.0,0.0,0.0,0.0,15.0,0.0,73.3999,0.0,0.8,0.0,0.0,4.5,0.0,0.0,0.0,0.0,2.7221771300000004,52.198312154999996,1.3099485999999998,0.09999999999999987
1281,MINFM48553,300.0,686.0,0.0,0.0,0.17,1.0,0.0,96.7399,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.9094351300000003,55.161902145000006,1.3854186,0.7
1282,MINFM27840,134.5,588.0,0.0,0.001,0.28,0.8,0.0,96.5249,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88339793,54.848479680000004,1.3771171,0.7
1284,MINFM48740,126.5,490.0,0.0,0.0,0.26,0.8,0.0,97.1699,0.4,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.87061413,55.123134805,1.3830435999999997,0.75
1312,MINFM6912,74.5,353.0,0.0,0.0,0.37,0.0,0.0,98.5949,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89622263,55.43438976499999,1.3913186,0.7
1313,MINFM7055,87.0,190.0,0.0,0.0,0.75,0.0,0.0,98.1549,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89716063,55.234312425,1.3878185999999997,0.7
1314,MINFM6956,81.5,310.0,0.0,0.0,0.43,0.0,0.0,98.5349,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8966426299999997,55.408089184999994,1.3908985999999997,0.7
1315,MINFM7145,58.0,220.0,0.0,0.0,0.14,0.0,0.0,98.0299,1.3,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2.94240213,55.50145922,1.3923985999999997,0.7
1316,MINFM7116,60.5,235.0,0.0,0.0,0.14,0.0,0.0,98.3299,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2.92434213,55.504180085,1.3923985999999997,0.7
1318,MINFM7170,87.0,345.0,0.0,0.0,0.32,0.0,0.0,97.7899,1.35,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2.94638513,55.4165195025,1.3909985999999999,0.7
1328,MINFM67295,192.0,205.0,0.0,0.0,0.0,18.0,0.0,66.1849,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,2.70354563,51.029734105,1.2872385999999998,0.7499999999999999
1333,MINFM67260,160.5,517.5,0.0,0.0,0.0,19.5,0.5,51.4199,0.0,6.0,0.18,0.0,17.5,0.0,0.0,0.0,0.0,2.86767133,55.225369715,1.3240485999999998,0.7999999999999999
1339,MINFM7975,127.5,192.5,0.0,0.0,0.2,0.0,0.0,97.9749,0.7,0.35,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.90041963,55.50058887000001,1.3895736,0.75
1343,MINFM8695,289.0,254.5,0.0,0.0,0.14,0.25,0.0,97.0499,0.7,0.08,0.0,0.0,0.25,0.0,0.15,0.0,0.0,2.87922513,54.99450194999999,1.3791635999999998,0.75
1344,MINFM8102,80.0,205.0,0.0,0.0,0.0,4.0,0.0,91.2799,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74753313,53.438864155000005,1.3397185999999999,0.050000000000000044
1345,MINFM8105,75.0,170.0,0.0,0.0,0.0,4.0,0.0,91.1799,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74466313,53.383019155,1.3383186,0.050000000000000044
1354,MINFM8051,321.0,475.5,0.0,0.0,0.12,0.0,0.0,94.6699,0.3,0.2,0.0,0.0,3.2,0.0,0.15,0.0,0.0,2.87506513,55.159829679999994,1.3781685999999997,0.75
1360,MINFM8034,336.0,367.5,0.0,0.0,0.16,0.35,0.0,96.8599,0.7,0.3,0.0,0.0,0.9,0.0,0.15,0.0,0.0,2.90717613,55.53536979,1.3900085999999998,0.75
1361,MINFM8662,176.0,346.5,0.0,0.0,0.19,0.35,0.0,96.5499,0.7,0.3,0.0,0.0,0.35,0.0,0.15,0.0,0.0,2.8799901299999995,55.0430398,1.3784535999999998,0.75
1362,MINFM8388,121.5,550.0,0.0,0.0,0.14,0.35,0.0,96.8499,0.6,0.15,0.0,0.0,0.35,0.0,0.15,0.0,0.0,2.8732001300000003,55.005721405,1.3787285999999999,0.75
1363,MINFM8448,176.0,346.5,0.0,0.0,0.2,0.4,0.0,97.5049,0.7,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,2.9062306300000005,55.488995370000005,1.3910936,0.75
1372,MINFM66144,192.0,275.0,0.0,0.0,0.0,17.0,0.0,78.3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7373811299999997,52.577085155000006,1.3344786,0.0
1373,MINFM66158,302.0,690.0,0.0,0.0,0.0,11.5,0.0,83.9499,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.74221213,52.907826345000004,1.3370235999999998,0.050000000000000044
1376,MINFM66092,255.0,345.0,0.0,0.0,0.0,15.0,0.0,65.5699,4.0,0.0,0.08,0.0,4.0,0.0,3.0,0.0,0.0,2.9763873299999997,49.815953815,1.2714986,0.7499999999999999
1377,MINFM66101,241.0,345.0,0.0,0.0,0.0,16.0,0.0,59.1299,7.0,0.0,0.08,0.0,8.0,0.0,3.5,0.0,0.0,3.2550093299999996,50.875801665,1.2968385999999998,0.7499999999999999
1378,MINFM66400,176.0,795.0,0.0,0.0,0.08,11.0,0.0,80.5999,0.5,1.5,0.01,0.0,2.0,0.0,0.0,0.0,0.25,2.8029270299999998,53.756606360000006,1.3421485999999998,0.7999999999999999
1382,MINFM66397,160.5,380.0,0.0,0.0,0.0,12.0,0.0,74.0049,0.5,1.5,0.06,0.0,4.0,0.0,0.0,0.0,0.0,2.7044640300000005,51.637498650000005,1.2872085999999998,0.7999999999999999
1387,MINFM55403,302.0,515.0,0.0,0.0,0.03,12.5,0.0,62.3529,1.65,1.5,0.0,0.0,14.5,0.0,0.5,0.1,0.0,2.88503423,52.3685079575,1.2956505999999999,0.75
1389,MINFM54240,201.0,205.0,0.0,0.3,0.0,18.0,0.0,61.5049,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.7321806299999998,50.782350405,1.2776185999999998,0.5499999999999999
1390,MINFM54242,201.0,205.0,0.0,0.5,0.0,18.0,0.0,61.2549,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.74246563,50.664359905,1.2758186,0.5499999999999999
1392,MINFM54245,201.0,205.0,0.0,0.75,0.0,18.0,0.0,61.0049,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.75711563,50.551774905,1.2744436000000001,0.5499999999999999
1394,MINFM54011,183.0,170.0,0.0,0.0,0.0,18.0,0.0,65.0449,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.66678863,50.379094405000004,1.2706285999999998,0.04999999999999982
1408,MINFM55357,262.0,520.0,0.0,0.0,0.0,14.0,1.25,72.1399,0.0,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.71049013,51.774676155,1.2975835999999998,0.09999999999999987
1409,MINFM66314,255.0,515.0,0.0,0.0,0.0,15.0,3.0,69.9099,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.6523141299999993,50.507780655,1.2697385999999997,0.04999999999999982
1416,MINFM53160,155.0,335.0,0.0,0.0,0.0,14.0,2.5,73.5649,0.0,0.0,0.0,0.15,4.5,0.0,0.0,0.0,0.0,2.76811263,52.730984975,1.3225835999999997,0.09999999999999987
1424,MINFM21694,163.0,122.5,0.0,0.0,0.26,0.0,0.0,98.6599,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89416113,55.45747724499999,1.3914585999999998,0.7
1425,MINFM21719,190.5,155.0,0.0,0.0,0.42,0.0,0.0,98.4999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89528113,55.387342364999995,1.3903385999999998,0.7
1426,MINFM21776,178.0,162.5,0.0,0.0,0.24,0.0,0.0,98.2799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91810113,55.462616284999996,1.3915985999999998,0.7
1427,MINFM26386,135.0,225.5,0.0,0.0,0.0,0.0,0.0,99.6299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85937813,55.638317655,1.3948186,0.0
1428,MINFM21796,176.5,162.5,0.0,0.0,0.15,0.0,0.0,98.0699,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93553113,55.499346290000005,1.3922286,0.7
1440,MINFM27017,191.0,315.0,0.0,0.0,0.0,0.0,0.0,99.4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85306413,55.515458654999996,1.3917385999999998,0.0
1441,MINFM47811,219.0,355.0,0.0,0.0,0.0,0.0,0.0,99.2599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84875913,55.431691155,1.3896385999999998,0.0
1456,MINFM27885,126.5,375.0,0.0,0.0,0.55,0.8,0.0,96.6699,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.88747613,54.894027869999995,1.3798785999999998,0.7
1472,MINFM27629,159.0,142.5,0.0,0.0,0.17,0.0,0.0,96.0399,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,2.86247913,54.296350545,1.3627485999999998,0.7
1473,MINFM27632,95.5,171.5,0.0,0.0,0.16,0.0,0.0,96.0899,1.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.88992213,54.45098736,1.3667786,0.7
1474,MINFM48386,169.5,490.0,0.0,0.0,0.7,0.0,0.0,96.5749,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.88484463,54.552898459999994,1.3711985999999998,0.7
1475,MINFM48769,98.5,294.0,0.0,0.0,0.12,0.8,0.0,96.7499,0.8,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,2.8874171299999998,54.998554505,1.3809586,0.7
1477,MINFM28051,183.0,196.0,0.0,0.0,0.17,0.0,0.0,96.4399,1.2,0.3,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.89816913,54.866485135,1.3741485999999998,0.75
1483,MINFM28234,207.5,220.5,0.0,0.0,0.2,1.4,0.0,95.6999,1.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,2.90300213,54.8929642,1.3791985999999998,0.7
1499,MINFM28261,112.5,440.0,0.0,0.0,0.18,2.7,0.0,93.4399,0.5,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.82638113,54.163694590000006,1.3594935999999997,0.75
1504,MINFM49128,150.0,735.0,0.0,0.0,0.32,1.7,0.0,94.2799,0.4,0.15,0.0,0.0,1.5,0.0,0.15,0.0,0.1,2.8704671299999998,54.910111025,1.3769836,0.75
1506,MINFM28561,122.5,490.0,0.0,0.0,0.17,10.0,0.0,83.2549,0.5,0.8,0.0,0.0,0.3,0.0,0.25,0.0,0.2,2.78330963,53.104114270000004,1.3348586,0.75
1524,MINFM47160,118.0,102.5,0.0,0.0,0.0,0.0,0.0,97.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7847581299999997,54.186347655,1.3584185999999998,0.0
1525,MINFM47257,67.5,112.5,0.0,0.0,0.0,0.0,0.0,99.7399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86253513,55.699747155000004,1.3963586,0.0
