,internal_id,avg_hardness,avg_yield,Al,B,C,Cr,Cu,Fe,Mn,Mo,N,Nb,Ni,S,Si,Ti,V,lattice_constant,atomic_mass,atomic_radius,max_min_radius
1537,MINFM47921,45.0,165.0,0.0,0.0,0.0,0.0,0.0,99.2999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8499071299999996,55.45402915499999,1.3901985999999997,0.0
1548,MINFM48313,165.0,510.0,0.0,0.0,0.57,0.0,0.0,97.8349,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.89241063,55.090160165,1.3842785999999998,0.7
1582,MINFM46994,115.0,87.5,0.0,0.0,0.0,0.0,0.0,99.8299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86511813,55.750007655,1.3976185999999997,0.0
1600,MINFM48667,85.0,290.0,0.0,0.0,0.08,0.5,0.0,97.4299,0.4,0.08,0.0,0.0,0.0,0.0,0.15,0.0,0.2,2.86575913,55.119832145000004,1.3826885999999998,0.75
1601,MINFM28473,137.5,495.0,0.0,0.0,0.26,12.0,0.0,84.0799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76797513,53.22517997499999,1.3469385999999997,0.7
1602,MINFM48822,158.5,705.0,0.0,0.0,0.24,0.6,0.0,96.8599,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,2.90687813,55.080280734999995,1.3833385999999996,0.7
1605,MINFM7312,246.0,672.0,0.0,0.0,0.37,0.0,0.0,97.1599,1.45,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.9387481299999996,55.14211564749999,1.3847785999999997,0.7
1606,MINFM7414,75.0,205.0,0.0,0.0,0.0,18.0,0.0,63.8449,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.7027486300000003,50.882822405,1.2808286,0.04999999999999982
1607,MINFM7765,286.0,797.5,0.0,0.0,0.47,0.75,0.0,96.5599,0.65,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8803031299999997,54.9134327375,1.3785535999999996,0.75
1608,MINFM7879,302.5,817.5,0.0,0.0,0.38,0.9,0.0,95.2199,0.6,0.2,0.0,0.0,1.65,0.0,0.15,0.0,0.0,2.89816213,55.22123633499999,1.3835636,0.75
1609,MINFM7959,169.0,390.0,0.0,0.0,0.17,0.0,0.0,98.0699,0.35,0.45,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.87411013,55.453695252500005,1.3872436,0.75
1612,MINFM8618,276.5,777.5,0.0,0.0,0.38,0.4,0.0,96.5949,0.75,0.2,0.0,0.0,0.4,0.0,0.15,0.0,0.0,2.89255963,55.0778641525,1.3810386,0.75
1615,MINFM8136,234.5,600.0,0.0,0.0,0.38,0.7,0.0,97.4199,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.9000521299999997,55.24045108,1.3877885999999997,0.7
1616,MINFM6780,50.5,190.0,0.0,0.0,0.13,0.0,0.0,99.1549,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8770566300000002,55.55348195,1.3932785999999997,0.7
1617,MINFM7078,96.0,380.0,0.0,0.0,0.9,0.0,0.0,98.3949,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88273363,55.221542340000006,1.3880286,0.7
1618,MINFM8463,229.0,702.5,0.0,0.0,0.28,0.4,0.0,98.3449,0.7,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,2.93319463,55.96770193,1.4034136,0.75
1619,MINFM8571,287.5,775.0,0.0,0.0,0.47,0.35,0.0,96.4099,0.7,0.15,0.0,0.0,0.35,0.0,0.15,0.0,0.0,2.88124313,54.85457675999999,1.3762785999999998,0.75
1622,MINFM52864,135.0,257.5,0.0,0.0,0.0,24.5,0.0,63.1199,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2.75059113,53.400521655000006,1.3246786,0.09999999999999987
1624,MINFM67353,192.0,205.0,0.0,0.0,0.0,18.0,0.0,58.1449,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.66885863,51.164791405,1.2580285999999998,0.09999999999999987
1628,MINFM67317,163.0,205.0,0.0,0.0,0.05,1.0,0.0,96.0499,0.3,0.44,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.85489713,54.892410639999994,1.3751285999999998,0.75
1629,MINFM52010,124.0,102.5,0.0,0.0,0.0,0.0,0.0,97.5799,0.3,0.44,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.84650313,55.108530789999996,1.3777985999999998,0.34999999999999987
1631,MINFM67320,163.0,205.0,0.0,0.0,0.15,0.8,0.0,97.4899,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.86117013,55.084161890000004,1.3829586,0.7
1632,MINFM67606,103.5,137.5,0.0,0.0,0.0,23.0,0.0,70.5599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6874691299999998,51.363279155,1.3098386,0.0
1636,MINFM52254,192.0,205.0,0.0,0.0,0.04,18.0,0.0,66.0799,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.69792113,50.961894435000005,1.2853985999999997,0.7
1637,MINFM51990,98.5,120.0,0.0,0.0,0.0,0.0,0.0,95.7619,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7741475299999996,53.6375533855,1.3447265999999998,0.0
1638,MINFM66182,241.0,310.0,0.0,0.0,0.0,16.0,0.0,67.9099,6.4,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,3.12361313,52.121437234999995,1.3189885999999995,0.7499999999999999
1639,MINFM67332,219.0,310.0,0.0,0.0,0.0,17.0,0.0,63.5099,7.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.11988413,50.77453003,1.2861386,0.04999999999999982
1640,MINFM51930,73.0,102.5,0.0,0.0,0.1,0.0,0.0,97.7999,0.3,0.44,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.8563871299999994,55.24340048999999,1.3815785999999997,0.75
1641,MINFM51952,73.0,97.5,0.0,0.0,0.0,0.0,0.0,97.8599,0.3,0.44,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.85453913,55.264896789999995,1.3817185999999997,0.34999999999999987
1646,MINFM67326,179.0,205.0,0.0,0.0,0.0,4.0,0.0,90.5499,0.3,0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8091271300000002,53.52483478999999,1.3454235999999997,0.34999999999999987
1648,MINFM53295,241.0,500.0,0.0,0.0,0.0,28.0,0.0,62.8799,0.0,1.8,0.0,0.15,3.0,0.0,0.0,0.0,0.0,2.77830313,53.301269725,1.3410936,0.09999999999999987
1649,MINFM67331,219.0,260.0,0.0,0.0,0.0,16.0,0.0,67.5099,5.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.01048413,51.09614112999999,1.2933885999999999,0.04999999999999982
1650,MINFM52744,120.5,207.5,0.0,0.0,0.0,28.0,0.0,64.8999,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77927713,54.16015715500001,1.3513486,0.050000000000000044
1652,MINFM53317,223.0,415.0,0.0,0.0,0.0,28.0,0.0,62.5499,0.0,3.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.7822321299999997,54.021667655,1.3454485999999999,0.09999999999999987
1653,MINFM67153,170.0,205.0,0.0,0.0,0.05,2.0,0.0,95.0399,0.3,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84110513,55.120451640000006,1.3757236,0.75
1654,MINFM66226,217.0,205.0,0.0,0.0,0.0,16.0,0.0,61.9849,0.0,2.0,0.1,0.0,10.0,0.0,0.0,0.0,0.0,2.65880563,50.736990105000004,1.2564385999999998,0.7999999999999999
1655,MINFM67216,299.0,655.0,0.0,0.0,0.37,0.75,0.0,96.5349,0.65,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8760156299999995,54.88746078749999,1.3775035999999996,0.75
1656,MINFM66263,183.0,205.0,0.0,0.0,0.0,17.0,0.0,78.1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7330761299999997,52.493317655,1.3323785999999997,0.0
1657,MINFM52032,98.5,157.5,0.0,0.0,0.05,1.0,0.0,96.0399,0.3,0.44,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.85461013,54.886826140000004,1.3749885999999998,0.75
1658,MINFM67385,135.0,257.5,0.0,0.0,0.0,24.5,0.0,63.0699,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2.74915613,53.372599155,1.3239785999999998,0.09999999999999987
1659,MINFM55958,192.0,205.0,0.0,0.0,0.005,17.0,0.0,64.2349,0.0,0.0,0.06,0.0,9.0,0.0,0.0,0.0,0.0,2.65254353,50.002727459999996,1.2592135999999998,0.7499999999999999
1663,MINFM66238,201.0,205.0,0.0,0.0,0.04,17.0,0.0,64.0749,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.64677763,49.909175185,1.2568285999999997,0.7
1664,MINFM66239,201.0,205.0,0.0,0.0,0.0,17.0,0.0,64.7949,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.66601363,50.306454905,1.2666285999999998,0.04999999999999982
1665,MINFM52181,163.0,102.5,0.0,0.0,0.1,0.5,0.0,97.3799,0.3,0.44,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.85873313,55.26883199,1.3826985999999999,0.75
1667,MINFM67632,120.5,155.0,0.0,0.0,0.0,25.0,0.0,68.8899,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72076513,52.190139655,1.3253335999999998,0.050000000000000044
1668,MINFM52256,192.0,205.0,0.0,0.0,0.04,16.0,0.0,62.0799,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.69412113,51.367774435,1.2708985999999998,0.75
1670,MINFM67463,147.5,310.0,0.0,0.0,0.0,11.5,0.0,78.3899,0.5,0.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2.76439013,52.565050379999995,1.3199585999999999,0.09999999999999987
1671,MINFM67528,95.0,120.0,0.0,0.0,0.0,14.0,0.0,82.8099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77984413,53.524642655,1.3553385999999998,0.0
1672,MINFM67140,124.0,450.0,0.0,0.0,0.0,4.0,0.0,91.4299,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75309813,53.561007655000004,1.3423986,0.050000000000000044
1674,MINFM53262,217.0,205.0,0.0,0.0,0.0,17.0,0.0,65.6749,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2.7646696299999998,50.772666904999994,1.2874485999999998,0.2999999999999998
1678,MINFM53298,179.0,205.0,0.0,0.0,0.0,10.5,0.0,85.5949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75897363,53.26006240499999,1.3453285999999998,0.0
1679,MINFM67149,87.0,205.0,0.0,0.0,0.05,0.8,0.0,96.7599,0.3,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8423641300000004,55.044490440000004,1.3767686,0.75
1680,MINFM53272,217.0,205.0,0.0,0.0,0.0,22.0,0.0,58.0949,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.7233236300000003,50.925446905,1.2833286,0.04999999999999982
1682,MINFM55880,103.5,189.5,0.0,0.0,0.0,28.0,0.0,64.9249,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77999463,54.174118405,1.3516985999999998,0.050000000000000044
1683,MINFM55882,103.5,189.5,0.0,0.0,0.0,28.0,0.0,62.7249,0.0,3.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.7872546299999996,54.119396405,1.3478985999999997,0.09999999999999987
1684,MINFM52353,192.0,207.0,0.0,0.0,0.0,18.0,0.0,58.8499,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.6890921299999997,51.558498654999994,1.2678985999999999,0.09999999999999987
1687,MINFM50879,264.0,345.0,0.0,0.001,0.12,1.4,0.2,95.5249,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.01,0.0,2.85279093,54.879908635,1.3742371,0.75
1688,MINFM50903,264.0,345.0,0.0,0.001,0.08,0.0,0.0,97.0299,1.2,0.45,0.0,0.0,0.0,0.0,0.4,0.0,0.03,2.93118243,55.414675315,1.3871171,0.75
1693,MINFM52344,192.0,207.0,0.0,0.0,0.08,17.0,0.0,67.7299,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.71790413,51.368180214999995,1.2947786,0.7
1694,MINFM52509,96.0,103.5,0.0,0.0,0.0,17.0,0.0,64.8099,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.70164413,50.901765655,1.2803385999999999,0.04999999999999982
1695,MINFM54878,248.0,690.0,0.0,0.0,0.0,1.5,0.0,92.4499,0.2,0.4,0.0,0.0,2.75,0.0,0.0,0.0,0.0,2.82369213,54.516292744999994,1.3610235999999998,0.09999999999999987
1696,MINFM52318,201.0,205.0,0.0,0.0,0.05,2.65,0.0,92.1549,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77482063,53.780140040000006,1.3434186,0.75
1697,MINFM54835,223.0,275.0,0.0,0.0,0.0,12.0,0.0,82.9399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72597513,52.557319155,1.3291585999999997,0.0
1700,MINFM53064,96.5,207.0,0.0,0.0,0.0,1.0,0.0,60.0199,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,2.79127113,50.753081155,1.2432786,0.2999999999999998
1701,MINFM53066,92.5,207.0,0.0,0.0,0.0,0.0,0.0,57.6199,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,2.9047911300000004,52.414444155,1.2766785999999999,0.2999999999999998
1706,MINFM67005,190.0,310.0,0.0,0.0,0.0,25.0,0.0,68.8849,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.7222716300000003,52.233800595000005,1.3259885999999999,0.050000000000000044
1715,MINFM51486,252.0,570.0,0.0,0.0,0.28,0.8,0.0,96.6699,0.4,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.85589213,54.840694844999994,1.3759636,0.75
1716,MINFM51514,252.0,570.0,0.0,0.0,0.28,2.8,0.0,94.2999,0.4,0.3,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8501981299999994,54.701000345,1.3729585999999996,0.75
1717,MINFM51337,293.0,450.0,0.0,0.0,0.0,22.0,0.0,62.9699,0.0,3.0,0.14,0.0,4.5,0.0,0.0,0.0,0.0,2.69939073,52.143695035,1.2947386,0.7999999999999999
1728,MINFM52934,120.5,207.5,0.0,0.0,0.0,28.0,0.0,62.6549,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71799563,53.002376905,1.3213685999999998,0.050000000000000044
1729,MINFM52808,103.5,102.5,0.0,0.0,0.0,10.5,0.0,85.5799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7585431299999996,53.251685654999996,1.3451185999999997,0.0
1730,MINFM67021,290.0,450.0,0.0,0.0,0.0,22.0,0.0,63.7469,0.0,3.0,0.14,0.0,4.5,0.0,0.0,0.0,0.0,2.72169063,52.577610684999996,1.3056165999999998,0.7999999999999999
1732,MINFM21361,90.0,215.0,0.0,0.0,0.0,16.5,0.0,61.8949,0.5,2.0,0.0,0.0,11.0,0.0,0.2,0.0,0.0,2.75709363,51.85049863,1.2842285999999998,0.34999999999999987
1733,MINFM21367,90.0,215.0,0.0,0.0,0.0,16.5,0.0,60.8949,0.5,2.5,0.0,0.0,11.5,0.0,0.2,0.0,0.0,2.7617436300000002,52.065215630000004,1.2842285999999998,0.34999999999999987
1734,MINFM21370,90.0,245.0,0.0,0.0,0.0,16.5,0.0,61.3549,0.5,2.5,0.0,0.0,11.0,0.0,0.2,0.0,0.0,2.75734563,52.028635630000004,1.2839186,0.34999999999999987
1735,MINFM21343,85.0,275.0,0.0,0.0,0.1,1.0,0.0,95.4199,0.3,0.45,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.83891613,54.556186489999995,1.3668035999999997,0.75
1737,MINFM22077,239.0,292.5,0.0,0.0,0.14,11.5,0.0,81.7899,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.6992731300000004,51.720033635,1.3085385999999999,0.7
1738,MINFM20507,127.5,420.0,0.0,0.0,0.0,4.0,0.0,90.9199,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7743361299999996,53.505544335,1.3410035999999999,0.050000000000000044
1739,MINFM22087,151.0,680.0,0.0,0.0,0.12,15.0,0.0,76.7299,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.7088321300000002,51.837508495,1.3120585999999996,0.7
1741,MINFM21966,322.0,847.5,0.0,0.0,0.28,2.8,0.0,95.0499,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8667281299999994,55.173649595,1.3832585999999998,0.75
1743,MINFM23028,127.5,500.0,0.0,0.0,0.36,0.9,0.0,95.8299,0.6,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.85573513,54.624974845,1.3698636,0.75
1744,MINFM23042,151.0,710.0,0.0,0.0,0.28,0.9,0.0,92.4999,0.2,0.45,0.0,0.0,2.9,0.0,0.1,0.0,0.08,2.83254413,54.470717405,1.3602135999999998,0.75
1745,MINFM21120,103.5,370.0,0.0,0.0,0.0,11.5,0.0,83.2699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72104613,52.481627155000005,1.3267786,0.0
1746,MINFM21123,127.5,495.0,0.0,0.0,0.0,0.0,0.0,99.8999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86712713,55.789099155,1.3985986,0.0
1747,MINFM29336,155.0,370.0,0.0,0.0,1.45,1.0,0.0,94.6799,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93122813,54.39217698,1.3706686,0.7
1753,MINFM29284,102.5,340.0,0.0,0.0,0.15,0.0,0.0,95.7799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84313813,54.055681655,1.3559685999999997,0.7
1754,MINFM29293,117.5,400.0,0.0,0.0,0.28,0.2,0.0,96.8699,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,2.8987021299999998,54.891110765,1.3784885999999998,0.7
1758,MINFM49987,130.0,245.0,0.0,0.0,0.0,0.0,0.0,98.3699,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.86963613,55.210593835,1.3849786,0.2999999999999998
1759,MINFM29265,80.0,200.0,0.0,0.0,0.1,0.0,0.0,96.3699,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.8246961300000004,54.16064258,1.3590786,0.7
1768,MINFM76680,197.0,342.5,0.0,0.0,0.17,0.8,0.0,96.9699,0.4,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.8616611299999994,55.000635175,1.3796135999999999,0.75
1769,MINFM76666,217.0,835.0,0.0,0.0,0.24,0.0,0.0,96.2099,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,2.9273121300000002,54.67050333,1.3761185999999999,0.7
1770,MINFM76691,229.0,442.5,0.0,0.0,0.27,0.8,0.0,95.8899,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,2.9047091299999996,54.690386204999996,1.3766485999999998,0.7
1771,MINFM76675,217.0,835.0,0.0,0.0,0.42,0.8,0.0,96.8699,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.8718811300000002,54.88584497,1.3791885999999998,0.7
1772,MINFM76676,229.0,930.0,0.0,0.0,0.47,0.8,0.0,96.8199,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.8722311300000003,54.86392782000001,1.3788385999999997,0.7
1797,MINFM42089,170.0,360.0,0.0,0.0,0.0,0.9,0.0,96.1599,0.3,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.82524913,54.51931344,1.3668635999999996,0.34999999999999987
1806,MINFM42193,201.0,245.0,0.0,0.0,0.0,0.4,0.0,90.3599,0.35,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,2.66291413,51.2825655625,1.2847635999999998,0.34999999999999987
1814,MINFM49997,92.5,260.0,0.0,0.0,0.28,0.0,0.0,98.3199,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.87819713,55.216301295,1.3862386,0.7
1815,MINFM49999,105.0,300.0,0.0,0.0,0.4,0.0,0.0,98.1999,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.8790371300000004,55.163700135,1.3853985999999998,0.7
1816,MINFM50004,92.0,300.0,0.0,0.0,0.2,0.0,0.0,97.6199,1.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.92637113,55.255282095000005,1.3870786,0.7
1821,MINFM50065,239.0,490.0,0.0,0.0,0.1,0.8,0.0,96.6999,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86153713,54.951546924999995,1.3769986,0.75
1822,MINFM50070,142.5,640.0,0.0,0.0,0.28,2.8,0.0,93.7199,0.4,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.12,2.84847113,54.576297395,1.3695585999999997,0.75
1823,MINFM50072,134.5,590.0,0.0,0.0,0.0,0.5,0.0,96.3399,0.5,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.84770513,54.82103488,1.3724085999999998,0.09999999999999987
1827,MINFM50127,110.0,245.0,1.0,0.0,0.3,23.0,0.0,48.8199,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.05,0.0,2.87451613,51.571892141000006,1.3017786,0.7
1828,MINFM7465,229.5,300.0,0.0,0.0,0.38,0.55,0.0,96.8399,0.7,0.0,0.0,0.0,1.1,0.0,0.15,0.0,0.0,2.9178061299999998,55.48418333,1.3924185999999998,0.7
1830,MINFM7615,215.0,470.5,0.0,0.0,0.18,0.4,0.0,98.4449,0.7,0.08,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.91620963,55.70960463,1.3976986,0.75
1835,MINFM53266,201.0,205.0,0.0,0.0,0.0,18.0,0.0,64.9849,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,2.66910563,50.359594105,1.2704385999999999,0.7499999999999999
1838,MINFM67147,103.5,275.0,0.0,0.0,0.1,1.0,0.0,95.7699,0.3,0.44,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.84864613,54.74204999,1.3715585999999997,0.75
1840,MINFM53269,183.0,205.0,0.0,0.0,0.0,19.0,0.0,64.0949,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.73872363,51.542395905,1.2983285999999998,0.04999999999999982
1841,MINFM7446,80.0,275.0,0.0,0.0,0.0,24.0,0.0,48.1749,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.74261963,50.534082905000005,1.2669486,0.04999999999999982
1842,MINFM8482,229.0,702.5,0.0,0.0,0.27,0.35,0.0,96.7199,0.6,0.15,0.0,0.0,0.35,0.0,0.15,0.0,0.0,2.87411013,54.948736815,1.3778185999999997,0.75
1843,MINFM8728,302.5,817.5,0.0,0.0,0.37,0.65,0.0,95.0099,0.6,0.2,0.0,0.0,1.55,0.0,0.15,0.0,0.0,2.88105813,54.914077115,1.3757036,0.75
1844,MINFM8218,269.0,672.5,0.0,0.0,0.56,0.7,0.0,97.1099,0.75,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.90202613,55.1164198625,1.3854085999999999,0.7
1846,MINFM66257,183.0,205.0,0.0,0.0,0.0,11.5,0.0,83.7499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73482213,52.749683155,1.3334985999999998,0.0
1848,MINFM52052,98.5,157.5,0.0,0.0,0.05,1.9,0.0,94.9399,0.3,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83535513,55.01261054,1.3729235999999998,0.75
1849,MINFM66219,223.0,300.0,0.0,0.0,0.0,19.5,0.5,51.3299,0.0,6.0,0.18,0.0,17.5,0.0,0.0,0.0,0.0,2.86508833,55.175109215000006,1.3227886,0.7999999999999999
1850,MINFM52072,108.5,157.5,0.0,0.0,0.0,6.0,0.0,89.5399,0.3,0.44,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.8102751300000004,53.850700790000005,1.3536385999999998,0.34999999999999987
1853,MINFM66203,201.0,240.0,0.0,0.0,0.0,18.0,0.0,65.7149,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,2.69005663,50.767262605,1.2806586,0.7499999999999999
1854,MINFM66213,217.0,205.0,0.0,0.0,0.04,22.0,0.0,57.0749,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.69547763,50.360632185,1.2693285999999997,0.7
1856,MINFM7487,90.0,290.0,0.0,0.0,0.0,16.0,0.0,61.9349,0.0,2.0,0.1,0.0,10.0,0.0,0.0,0.0,0.0,2.65737063,50.709067605,1.2557386,0.7999999999999999
1860,MINFM67325,163.0,205.0,0.0,0.0,0.0,4.0,0.0,92.0499,0.3,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79787713,54.08165479,1.3554235999999997,0.050000000000000044
1861,MINFM67144,108.5,380.0,0.0,0.0,0.0,8.0,0.0,87.0899,0.3,0.9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.81205013,53.96374429,1.3540085999999998,0.34999999999999987
1862,MINFM67145,248.0,415.0,0.0,0.0,0.08,8.0,0.0,87.3399,0.3,0.85,0.03,0.06,0.0,0.0,0.2,0.0,0.18,2.8128438300000003,54.132379388,1.3575386,0.7999999999999999
1863,MINFM67333,192.0,205.0,0.0,0.0,0.0,18.0,0.0,66.0999,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.69706713,50.968259155,1.2853986,0.04999999999999982
1864,MINFM53304,183.0,205.0,0.0,0.0,0.0,10.5,0.0,84.1549,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2.7387656299999996,52.808054805,1.3332685999999998,0.04999999999999982
1865,MINFM67159,197.0,315.0,0.0,0.0,0.0,0.0,0.75,95.1549,0.4,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,2.8499006299999996,54.774695485,1.3694936,0.04999999999999982
1866,MINFM67337,192.0,240.0,0.0,0.0,0.0,18.0,0.0,65.9399,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,2.6965141299999997,50.892913854999996,1.2838085999999997,0.7499999999999999
1867,MINFM66204,92.0,205.0,0.0,0.0,0.0,18.0,0.0,65.7349,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,2.69063063,50.778431605,1.2809385999999998,0.7499999999999999
1868,MINFM66222,217.0,205.0,0.0,0.0,0.04,16.0,0.0,62.0749,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.65877763,50.778048185,1.2573286,0.75
1879,MINFM67352,192.0,205.0,0.0,0.0,0.0,18.0,0.0,59.0999,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.69626713,51.69811115499999,1.2713986,0.09999999999999987
1881,MINFM52020,98.5,110.0,0.0,0.0,0.05,0.8,0.0,96.4099,0.3,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83231913,54.84903294,1.3718685999999998,0.75
