0.001 50.766 51.43
0.002 50.629 53.432
0.004 51.397 53.349
0.006 51.282 52.741
0.008 51.935 54.559
0.01 51.237 53.383
0.02 51.753 54.229
0.04 52.851 54.471
0.06 53.397 56.733
0.08 55.795 61.448
0.1 58.238 62.111
0.2 55.053 57.537
