10 4 48.073 50.158
10 6 47.288 48.762
10 8 48.389 48.383
10 10 50.352 50.283
10 12 49.693 50.701
10 14 49.81 52.949
10 16 50.114 51.745
10 18 49.907 52.017
10 20 50.126 50.21
10 22 50.364 54.432
10 24 49.872 53.631
10 26 50.761 50.504
10 28 50.453 50.767
12 4 49.504 51.059
12 6 50.324 50.062
12 8 49.64 51.624
12 10 49.878 53.952
12 12 50.009 53.236
12 14 50.543 52.293
12 16 49.907 52.719
12 18 50.709 54.181
12 20 50.012 52.221
12 22 49.909 52.389
12 24 50.221 55.338
12 26 49.858 53.439
12 28 48.278 48.774
14 4 47.904 50.457
14 6 46.187 53.772
14 8 49.632 53.99
14 10 50.107 53.625
14 12 50.437 51.001
14 14 49.668 51.333
14 16 50.484 50.971
14 18 50.215 52.234
14 20 49.886 52.203
14 22 50.19 51.793
14 24 49.582 53.505
14 26 49.823 51.723
14 28 50.049 50.126
16 4 48.63 54.549
16 6 49.361 50.628
16 8 49.398 50.925
16 10 49.545 54.744
16 12 50.786 52.489
16 14 48.79 51.089
16 16 49.848 52.629
16 18 49.92 51.686
16 20 49.975 52.051
16 22 50.08 54.2
16 24 49.007 49.348
16 26 49.632 50.602
16 28 49.414 52.594
18 4 49.778 51.942
18 6 49.963 52.965
18 8 48.925 52.495
18 10 50.235 52.749
18 12 49.852 54.406
18 14 49.533 51.52
18 16 49.97 53.265
18 18 49.961 51.089
18 20 50.042 56.398
18 22 49.49 53.431
18 24 49.77 52.035
18 26 49.747 51.603
18 28 49.988 54.487
20 4 49.684 53.681
20 6 46.748 53.985
20 8 49.783 52.918
20 10 50.19 52.82
20 12 49.451 51.409
20 14 49.962 53.056
20 16 49.793 53.119
20 18 50.233 54.622
20 20 49.984 55.271
20 22 49.724 51.702
20 24 49.967 52.268
20 26 49.895 54.973
20 28 49.997 53.883
22 4 49.05 50.139
22 6 48.785 51.551
22 8 49.497 52.332
22 10 49.526 53.572
22 12 49.658 52.631
22 14 48.677 51.531
22 16 50.476 53.421
22 18 50.2 52.251
22 20 49.677 50.471
22 22 49.65 54.015
22 24 49.645 52.493
22 26 50.084 53.26
22 28 50.149 53.32
24 4 49.976 51.276
24 6 48.917 52.482
24 8 50.183 53.838
24 10 49.711 54.392
24 12 50.451 53.99
24 14 49.573 52.317
24 16 49.61 55.575
24 18 49.568 53.831
24 20 50.009 55.052
24 22 49.827 52.825
24 24 49.799 54.029
24 26 50.053 52.089
24 28 49.932 55.224
26 4 46.704 52.37
26 6 48.576 52.336
26 8 49.932 52.098
26 10 49.683 55.108
26 12 49.008 50.396
26 14 49.8 50.51
26 16 49.024 51.573
26 18 50.169 50.816
26 20 49.7 54.934
26 22 49.65 54.148
26 24 49.432 52.923
26 26 49.657 53.239
26 28 50.472 52.247
28 4 49.067 50.88
28 6 49.076 52.551
28 8 46.586 52.105
28 10 50.171 54.656
28 12 49.584 52.931
28 14 50.074 51.444
28 16 49.705 52.737
28 18 50.345 54.086
28 20 49.833 54.248
28 22 49.776 53.1
28 24 49.543 54.788
28 26 49.652 54.722
28 28 49.649 56.534
30 4 48.769 50.549
30 6 50.151 53.246
30 8 48.177 51.971
30 10 49.913 53.547
30 12 49.962 54.673
30 14 49.745 53.759
30 16 49.982 52.807
30 18 49.801 53.886
30 20 49.741 52.994
30 22 49.971 51.776
30 24 49.983 54.691
30 26 49.769 51.685
30 28 49.949 53.143
32 4 48.404 51.141
32 6 48.885 52.269
32 8 50.043 53.862
32 10 49.78 52.918
32 12 49.997 54.332
32 14 50.184 56.147
32 16 49.271 52.101
32 18 49.538 52.732
32 20 49.681 51.683
32 22 50.082 55.133
32 24 49.685 53.626
32 26 49.846 50.79
32 28 49.591 54.092
34 4 50.042 51.808
34 6 49.056 52.015
34 8 48.682 52.23
34 10 49.79 52.051
34 12 48.614 52.495
34 14 49.698 51.707
34 16 49.996 53.697
34 18 49.829 54.067
34 20 49.794 53.019
34 22 49.754 53.961
34 24 49.625 52.811
34 26 49.714 55.071
34 28 49.667 53.184
36 4 44.834 55.233
36 6 49.366 54.823
36 8 48.975 52.212
36 10 50.248 54.449
36 12 49.251 52.644
36 14 49.89 54.551
36 16 49.573 53.616
36 18 49.837 52.093
36 20 49.758 53.751
36 22 49.553 54.349
36 24 49.677 51.782
36 26 49.873 53.681
36 28 49.868 54.079
38 4 47.128 52.918
38 6 48.667 50.624
38 8 48.855 52.15
38 10 49.854 52.316
38 12 49.823 52.982
38 14 50.147 52.155
38 16 49.601 54.61
38 18 50.204 52.776
38 20 49.9 56.174
38 22 49.528 53.444
38 24 49.7 54.048
38 26 49.428 53.351
38 28 49.927 52.661
40 4 48.57 50.802
40 6 49.771 53.812
40 8 48.619 53.158
40 10 49.83 54.009
40 12 46.128 51.641
40 14 49.573 53.187
40 16 49.767 53.702
40 18 49.9 54.01
40 20 49.696 54.436
40 22 49.761 54.456
40 24 49.452 53.484
40 26 49.8 53.589
40 28 50.208 53.504
