,internal_id,avg_hardness,avg_yield,Al,B,C,Cr,Cu,Fe,Mn,Mo,N,Nb,Ni,S,Si,Ti,V,youngs_modulus,lattice_constant,melting_point,specific_heat,atomic_mass,CTE,electrical_resistivity,atomic_radius,density_of_solid,poissons_ratio,max_min_radius
801,MINFM26605,149.0,220.0,0.0,0.0,0.0,0.0,0.0,97.7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.294489,2.80599613,1767.679792,0.433120657,54.599600655,1.1536848200000002e-05,9.776989999999999e-08,1.3687786,7698.4019260000005,0.28353271,0.0
804,MINFM21663,132.0,87.5,0.0,0.0,0.11,0.0,0.0,98.8099,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.67688899999996,2.89311113,1799.7869919999998,0.441371957,55.523228695,1.1797578200000002e-05,1.1844989999999999e-07,1.3925085999999998,7827.605225999999,0.28654871,0.7
810,MINFM27177,91.5,295.0,0.0,0.0,0.07,0.0,0.0,97.9799,0.35,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.501089,2.85378213,1781.9845919999998,0.437272657,54.9596940525,1.16464482e-05,1.6100199e-06,1.3787585999999998,7746.164225999999,0.28414171,0.7
824,MINFM27925,85.0,128.0,0.0,0.0,0.12,0.0,0.0,98.1999,0.5,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,209.084789,2.8830911300000004,1797.372692,0.43994575700000005,55.41081547,1.17205082e-05,1.6175374000000001e-06,1.3879135999999999,7801.5255259999985,0.28555471,0.75
832,MINFM27269,83.0,235.0,0.0,0.0,0.17,0.0,0.0,97.7799,0.35,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.079089,2.8516121299999995,1782.1885919999997,0.437097657,54.8600147525,1.16299482e-05,1.6198199e-06,1.3766585999999996,7732.683225999999,0.28356170999999997,0.7
837,MINFM27487,119.5,390.0,0.0,0.0,0.47,0.0,0.0,96.9199,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,205.561489,2.8509751299999997,1780.3752919999997,0.436136357,54.498186919999995,1.1582318200000002e-05,1.6511199e-06,1.3688185999999998,7682.972825999999,0.28106770999999997,0.7
838,MINFM27879,242.5,1175.0,0.0,0.0,0.5,0.5,0.0,95.4299,0.5,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,204.353089,2.88612813,1784.5865919999999,0.44027345700000003,54.25266338000001,1.1463028200000003e-05,1.3153264900000001e-05,1.3678185999999999,7628.825326,0.27779671,0.7
841,MINFM28002,126.5,490.0,0.0,0.0,0.22,0.9,0.0,97.0199,0.5,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,208.78638899999999,2.87665113,1796.474892,0.439710957,55.14149717,1.1628188200000002e-05,1.8274454000000002e-06,1.3834636,7765.325326,0.28371271,0.75
859,MINFM49127,172.5,785.0,0.0,0.0,0.3,0.6,0.0,93.6599,0.4,0.0,0.0,0.0,3.2,0.0,0.17,0.0,0.0,206.56828899999996,2.87346013,1781.7720919999997,0.437253457,54.798066184999996,1.16225882e-05,1.8324859000000001e-06,1.3724085999999998,7743.318525999998,0.28279371,0.7
862,MINFM28558,93.5,270.0,0.7,0.0,0.0,12.0,0.0,82.3049,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,208.009339,2.77954063,1763.671092,0.4350947070000001,52.6162581752,1.0482478200000001e-05,8.097733900000002e-06,1.3378186,7375.027826,0.26633421,0.2999999999999998
864,MINFM49292,127.0,295.0,0.0,0.0,0.0,23.0,0.0,68.4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.630939,2.62734263,1727.745392,0.415539507,50.193326405,9.205858200000001e-06,9.76749e-08,1.2805085999999999,7033.126225999999,0.24684820999999996,0.0
865,MINFM28446,91.5,275.0,0.0,0.0,0.09,12.0,0.0,84.1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.09958899999998,2.7647761300000004,1781.010592,0.432116857,53.26060678499999,1.0527618200000001e-05,1.084199e-07,1.3471485999999997,7487.165626,0.26932171,0.7
871,MINFM28515,84.5,245.0,0.0,0.0,0.0,16.0,0.0,79.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.59353899999996,2.7316846299999997,1771.3781919999997,0.42860330699999993,52.50667640499999,1.01207382e-05,9.944489999999998e-08,1.3317485999999998,7372.694625999999,0.26306220999999996,0.0
874,MINFM29334,235.0,310.0,0.0,0.0,0.45,0.8,0.0,96.1499,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.15,206.62928899999997,2.87276713,1790.0111919999997,0.43874605699999997,54.655225625,1.1567438200000001e-05,3.1511059e-06,1.3741735999999998,7699.139625999999,0.28106971,0.7
884,MINFM47051,184.5,272.5,0.0,0.0,0.0,0.0,0.0,99.7299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.43008899999998,2.86224813,1803.1165919999999,0.441803457,55.694162655,1.1768128200000002e-05,9.972989999999999e-08,1.3962185999999999,7852.732325999999,0.28921671,0.0
896,MINFM48032,91.5,235.0,0.0,0.0,0.22,0.0,0.0,97.5699,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,206.93298900000002,2.86070513,1782.577292,0.437238357,54.831152669999994,1.1641268200000002e-05,1.6267699000000001e-06,1.3761685999999997,7728.486326,0.28295271,0.7
898,MINFM48043,95.5,137.5,0.0,0.0,0.27,0.0,0.0,97.5199,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,206.827489,2.86105513,1783.5832919999998,0.43737235700000004,54.80923552,1.1638918200000002e-05,1.6317199e-06,1.3758186,7725.682826,0.28280771,0.7
904,MINFM47177,194.5,307.5,0.0,0.0,0.0,0.0,0.0,99.6999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.36678899999998,2.86138713,1802.5741919999998,0.44167055699999996,55.677409155,1.1764588200000001e-05,9.969989999999998e-08,1.3957985999999998,7850.370126,0.28912971,0.0
906,MINFM47674,244.0,402.5,0.0,0.0,0.0,0.0,0.0,97.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.05183899999997,2.80269563,1765.6005919999998,0.432611207,54.535378905,1.1523278200000002e-05,9.765489999999998e-08,1.3671685999999998,7689.346825999999,0.28319921,0.0
914,MINFM27065,238.5,325.0,0.0,0.0,0.0,0.0,0.0,99.3949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.723239,2.85263363,1797.059792,0.440319407,55.50708190500001,1.1728598200000003e-05,9.939489999999999e-08,1.3915286,7826.354426,0.28824521,0.0
915,MINFM27143,134.0,400.0,0.0,0.0,0.0,0.0,0.0,99.1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.195739,2.84545863,1792.539792,0.439211907,55.367469405,1.1699098200000002e-05,9.914489999999999e-08,1.3880286,7806.669426,0.28752021,0.0
919,MINFM48338,70.5,142.0,0.0,0.0,0.3,0.0,0.0,97.3299,0.6,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,206.73638899999997,2.8690651299999996,1784.8756919999996,0.437749557,54.808041575,1.16475682e-05,1.8361299000000001e-06,1.3760685999999998,7724.226325999999,0.28255271,0.7
920,MINFM48361,97.5,340.0,0.0,0.0,0.15,0.0,0.0,96.2949,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,205.034739,2.8571736299999997,1762.9192919999998,0.43300040700000003,54.33047361,1.15726482e-05,1.6242549e-06,1.3634285999999998,7656.385926,0.27925521,0.7
932,MINFM48942,120.0,490.0,0.0,0.0,0.15,2.7,0.0,95.1799,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.1,209.836589,2.86162813,1799.949592,0.439713457,55.038932540000005,1.1462478200000002e-05,2.1182389000000004e-06,1.3820185999999999,7744.385825999999,0.28268171,0.75
933,MINFM48980,165.5,785.0,0.0,0.0,0.32,2.0,0.0,94.9699,0.5,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.849489,2.85513013,1789.2142919999997,0.436818857,54.67096537,1.1451568200000001e-05,1.6368474000000001e-06,1.3720935999999997,7694.529325999999,0.28038770999999996,0.75
934,MINFM48983,84.5,265.0,0.0,0.0,0.0,2.5,0.0,95.4099,0.25,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,209.67788899999996,2.84850913,1791.8029919999997,0.43774035699999997,55.0008845175,1.14510182e-05,1.6023224e-06,1.3795136,7738.945525999999,0.28271370999999995,0.34999999999999987
936,MINFM27897,115.0,172.5,0.0,0.0,0.28,0.8,0.0,96.1799,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,207.178589,2.91338913,1793.951592,0.442114757,54.853537775,1.16053082e-05,9.136715899999999e-06,1.3807786,7717.402926,0.28060171,0.7
938,MINFM28292,267.0,637.0,0.0,0.0,0.14,0.8,0.0,95.6699,0.7,0.0,0.0,0.0,1.3,0.0,0.17,0.0,0.0,208.16138899999999,2.8909851300000002,1788.0178919999998,0.43901015699999996,55.0549653,1.16687082e-05,1.8217019000000004e-06,1.3807786,7765.396726,0.28315271,0.7
943,MINFM32646,180.0,220.0,0.0,0.0,0.0,14.0,0.0,82.5149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,213.456439,2.77875263,1794.9018919999999,0.435168507,53.479567405,1.0444258200000001e-05,1.0129489999999999e-07,1.3547086,7508.090725999999,0.26949321,0.0
949,MINFM32702,140.0,550.0,0.0,0.0,0.33,15.5,0.0,77.6949,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.813239,2.71322463,1770.599792,0.42418270700000005,52.255267715,9.989328200000001e-06,1.308199e-07,1.3186385999999999,7314.117526,0.26034521,0.75
955,MINFM49019,207.5,245.0,0.0,0.0,0.18,0.0,0.0,96.2899,0.7,0.0,0.0,0.0,1.0,0.0,0.15,0.0,0.1,206.75618899999998,2.87854113,1780.360892,0.437152557,54.85928398,1.1673188200000002e-05,1.6252899000000001e-06,1.3756186,7736.922326,0.28271071,0.7
960,MINFM48458,115.0,360.0,0.0,0.0,0.12,0.0,0.0,96.4349,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,207.57863899999998,2.96605563,1783.5159919999999,0.4397088069999999,55.051500145000006,1.18296382e-05,3.1372349e-06,1.3822286,7752.394425999999,0.27966121,0.7
961,MINFM32665,180.0,320.0,0.0,0.0,0.0,10.5,0.0,83.8849,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,207.88213900000002,2.76490663,1753.051992,0.426564107,52.75588333,1.0561618200000001e-05,1.0463589999999999e-07,1.3324385999999997,7418.871026,0.26624621,0.04999999999999982
968,MINFM48916,142.5,635.0,0.0,0.0,0.47,0.9,0.0,96.2799,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,207.24608899999998,2.8793271299999996,1793.168092,0.43913215699999997,54.76956141,1.1602698200000001e-05,1.6547029e-06,1.3766086,7717.889225999999,0.28147171,0.7
975,MINFM49191,126.5,455.0,0.0,0.0,0.16,12.0,0.0,84.1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.09958899999998,2.7672751300000002,1783.684592,0.432614557,53.269014275,1.0532588200000002e-05,1.1541989999999999e-07,1.3476385999999998,7488.752526,0.26932171,0.7
981,MINFM7497,75.0,240.0,0.0,0.0,0.0,17.0,0.0,65.2949,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,203.202239,2.68036363,1697.9717919999998,0.412086407,50.585679905,9.743798200000001e-06,9.336489999999998e-08,1.2736285999999999,7156.840426,0.25295521,0.04999999999999982
983,MINFM7713,100.0,485.0,0.0,0.0,0.38,0.8,0.0,98.1449,0.75,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,211.366739,2.93290963,1824.2527919999998,0.446396207,55.868702452499996,1.1821128200000003e-05,1.6480434000000002e-06,1.4022136,7868.604026,0.28676521,0.75
986,MINFM6762,47.5,180.0,0.0,0.0,0.08,0.0,0.0,99.2049,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.91633899999997,2.87670663,1801.2315919999996,0.441477507,55.57539909999999,1.1776958200000001e-05,1.1152489999999997e-07,1.3936285999999998,7835.617426,0.28769420999999995,0.7
992,MINFM6867,63.0,345.0,0.0,0.0,0.28,0.0,0.0,98.6949,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.434239,2.89587963,1804.2017919999998,0.442071207,55.479425135,1.1796078200000002e-05,1.353349e-07,1.3920886,7822.404025999999,0.28621521,0.7
993,MINFM7005,89.5,345.0,0.0,0.0,0.48,0.0,0.0,98.4849,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.99113899999998,2.89699263,1808.0449919999999,0.442562907,55.386172035,1.17854982e-05,1.5512489999999996e-07,1.3905485999999998,7810.402625999999,0.28560620999999997,0.7
994,MINFM6888,71.5,275.0,0.0,0.0,0.32,0.0,0.0,98.6549,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.34983899999997,2.8961596299999997,1805.0065919999997,0.442178407,55.461891415000004,1.17941982e-05,1.3929489999999999e-07,1.3918085999999998,7820.161226,0.28609921,0.7
1004,MINFM7073,98.5,540.0,0.0,0.0,0.85,0.0,0.0,98.0549,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.08383899999998,2.8978606300000003,1814.4045919999999,0.443288707,55.190478125,1.1761028200000001e-05,1.916949e-07,1.3871186,7784.932326,0.28435921,0.7
1008,MINFM6968,85.0,325.0,0.0,0.0,0.43,0.0,0.0,98.4349,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.08363899999998,2.90266263,1806.7479919999998,0.442462907,55.40718223,1.1797748200000002e-05,1.515149e-07,1.3908985999999999,7812.802126,0.28546120999999997,0.7
1024,MINFM7802,87.5,345.0,0.0,0.0,0.0,12.0,0.0,83.9299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.572089,2.75438813,1773.052592,0.430369457,53.110184655,1.0491728200000001e-05,9.916989999999999e-08,1.3430186,7465.440326,0.26859670999999996,0.0
1025,MINFM7919,77.5,310.0,0.0,0.0,0.0,16.0,0.0,77.8599,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.391889,2.7190041299999996,1770.1819919999998,0.424881857,52.519787155,1.0007468200000001e-05,9.859239999999998e-08,1.3249135999999997,7350.188525999999,0.26171870999999997,0.050000000000000044
1028,MINFM7599,75.0,276.0,0.1,0.0,0.0,11.5,0.0,82.4499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.12428899999998,2.7015621299999997,1736.577692,0.422273057,52.050679693599996,1.03156882e-05,9.708189999999999e-08,1.3165486,7315.905126,0.26360470999999996,0.1499999999999999
1029,MINFM7736,100.0,485.0,0.0,0.0,0.37,0.75,0.0,97.7849,0.65,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,210.26963899999998,2.9118906299999994,1814.7799919999998,0.44400930699999996,55.585523287499996,1.1753788200000001e-05,1.6451799e-06,1.3950035999999997,7828.9909259999995,0.2856162099999999,0.75
1030,MINFM7996,138.5,379.0,0.0,0.0,0.17,0.0,0.0,96.4549,0.45,0.2,0.0,0.0,1.65,0.0,0.15,0.0,0.0,208.439339,2.8868546299999998,1794.0085919999997,0.43951640699999994,55.3353276475,1.17259982e-05,1.6212329000000002e-06,1.3846835999999998,7803.364725999999,0.28545420999999993,0.75
1034,MINFM7814,77.5,310.0,0.0,0.0,0.0,16.0,0.0,79.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.456389,2.7298191299999996,1770.2029919999998,0.42831535699999995,52.470377155,1.01130682e-05,9.937989999999999e-08,1.3308385999999999,7367.576525999999,0.26287371,0.0
1035,MINFM50428,77.5,310.0,0.0,0.0,0.0,14.0,0.0,78.6099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.926889,2.6593041299999998,1719.466992,0.416561857,51.179152654999996,9.9619682e-06,9.638989999999999e-08,1.2965385999999999,7189.343526,0.25736870999999995,0.0
1042,MINFM6756,43.0,165.0,0.0,0.0,0.0,0.0,0.0,99.4299,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.292089,2.8758631300000004,1801.485092,0.44166695699999997,55.6639727675,1.1786978200000002e-05,1.030299e-07,1.3955186,7847.785326,0.28834671,0.0
1049,MINFM8503,138.5,931.0,0.0,0.0,0.38,0.4,0.0,97.2149,0.75,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,209.088439,2.9087786299999996,1805.8223919999998,0.442096307,55.376133152499996,1.1745388200000001e-05,1.6468934e-06,1.3889936,7802.447826,0.28446821,0.75
1056,MINFM66139,297.0,550.0,0.0,0.0,0.0,24.0,1.5,57.2399,0.0,2.9,0.1,0.0,4.5,0.0,0.0,0.0,0.0,208.227189,2.64192413,1727.989682,0.403681757,50.835345855,8.920008200000001e-06,9.28129e-08,1.2610586,7053.449726,0.24443570999999997,0.7999999999999999
1058,MINFM66146,217.0,275.0,0.0,0.0,0.0,25.0,0.0,69.2349,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,218.355639,2.7323166299999997,1807.3124919999998,0.43072710699999994,52.429258094999994,9.4343682e-06,1.0147339999999999e-07,1.3308885999999998,7317.9410259999995,0.25580621,0.050000000000000044
1076,MINFM55303,375.0,1100.0,0.75,0.0,0.0,14.0,0.0,69.5899,0.0,2.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,205.999689,2.72260513,1733.376642,0.41716825699999993,52.0781661945,1.0037858200000003e-05,9.33524e-08,1.2963836,7283.978726,0.26018570999999996,0.19999999999999996
1079,MINFM53260,201.0,205.0,0.0,0.0,0.0,16.0,0.0,70.9249,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,206.291539,2.70754463,1726.6821919999998,0.418857307,51.448990404999996,9.9571382e-06,9.556489999999999e-08,1.2979485999999998,7261.506625999999,0.25788221,0.04999999999999982
1088,MINFM55313,165.5,1000.0,0.0,0.0,0.0,14.0,2.5,71.9099,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,201.039889,2.68046413,1692.6559919999995,0.41201085699999995,51.080456655,1.00528682e-05,9.263989999999998e-08,1.2837385999999997,7196.565525999999,0.25728871,0.04999999999999982
1089,MINFM55332,259.0,585.0,0.9,0.0,0.0,12.25,0.0,74.0319,0.0,2.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,212.59480899999997,2.840965529999999,1795.0732519999997,0.434086317,54.2762756524,1.06449142e-05,9.633239999999997e-08,1.3494465999999998,7601.9218059999985,0.27301750999999996,0.19999999999999996
1091,MINFM54250,241.0,205.0,0.0,1.5,0.0,18.0,0.0,60.2549,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,201.35783899999998,2.8010656299999996,1718.5235919999998,0.423304207,50.214019905,9.6900782e-06,15000000000.0,1.2703186,7135.530825999999,0.24973921,0.5499999999999999
1094,MINFM21824,199.5,192.5,0.0,0.0,0.32,0.0,0.0,97.8999,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.142789,2.93672113,1801.9751919999999,0.44217275699999997,55.42482798,1.1857008200000002e-05,1.486199e-07,1.3910386,7813.002526,0.28390971,0.7
1105,MINFM21917,288.0,747.5,0.0,0.0,0.36,0.9,0.0,96.9999,0.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.38928899999996,2.89277413,1804.5241919999999,0.44062765699999995,55.305213890000005,1.16795482e-05,1.443604e-07,1.3865435999999995,7788.183325999999,0.28396470999999995,0.75
1106,MINFM26632,129.5,117.5,0.0,0.0,0.0,0.0,0.0,96.9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.60648899999998,2.7830361299999997,1753.2157919999997,0.429576657,54.152840655,1.14424482e-05,9.696989999999998e-08,1.3575785999999999,7635.409925999999,0.28121271,0.0
1108,MINFM21670,147.5,107.5,0.0,0.0,0.16,0.0,0.0,98.8599,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.584389,2.8874411299999996,1801.0839919999996,0.44147195699999997,55.5022185,1.17853282e-05,1.2205989999999998e-07,1.3921585999999997,7825.205725999999,0.28669371,0.7
1109,MINFM21679,159.0,122.5,0.0,0.0,0.22,0.0,0.0,98.7999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.457789,2.8878611299999997,1802.2911919999997,0.44163275699999993,55.47591791999999,1.1782508200000001e-05,1.279999e-07,1.3917385999999998,7821.841525999999,0.28651971,0.7
1112,MINFM21700,175.0,140.0,0.0,0.0,0.32,0.0,0.0,98.5999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.23378899999997,2.89458113,1804.012192,0.441934757,55.431176665,1.17877082e-05,1.3923989999999998e-07,1.3910386,7815.830526000001,0.28593971,0.7
1116,MINFM21771,163.0,147.5,0.0,0.0,0.15,0.0,0.0,98.3699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.54048899999998,2.91747113,1799.427792,0.44161515700000004,55.502067155,1.1835298200000001e-05,1.277699e-07,1.3922286,7823.746425999999,0.28527271,0.7
1120,MINFM27183,135.0,195.0,0.0,0.0,0.0,0.0,0.0,98.7849,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.83213899999996,2.85290663,1789.0649919999998,0.43857110699999996,55.27630349499999,1.17000182e-05,1.0166489999999997e-07,1.3857885999999997,7793.263025999999,0.28647620999999995,0.0
1122,MINFM47939,111.0,225.0,0.0,0.0,0.13,0.0,0.0,97.5699,0.6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.130989,2.86638213,1780.656292,0.43707545700000006,54.875281085,1.1656578200000001e-05,1.6192099e-06,1.3769385999999997,7733.916026,0.28295271,0.7
1140,MINFM27853,345.0,883.0,0.0,0.0,0.23,1.0,0.0,96.7699,0.8,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.0,208.68478900000002,2.89583813,1795.456092,0.44042625700000004,55.095132775,1.1665638200000001e-05,1.8327199e-06,1.3840185999999999,7761.799826,0.28286071,0.7
1152,MINFM27383,107.0,295.0,0.0,0.0,0.37,0.0,0.0,97.4299,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,206.63758900000002,2.86204213,1785.7760919999998,0.43768465700000003,54.77098572,1.1635398200000002e-05,1.6416299000000001e-06,1.3752585999999998,7720.8632259999995,0.28254671,0.7
1157,MINFM27433,112.5,162.5,0.0,0.0,0.42,0.0,0.0,97.3999,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,206.58368900000002,2.86405213,1787.480292,0.43804785700000004,54.76585467,1.16359282e-05,1.8465999000000003e-06,1.3754086,7720.100526,0.28245971,0.7
1162,MINFM28335,139.0,637.0,0.0,0.0,0.18,1.4,0.0,94.3599,0.4,0.6,0.0,0.0,0.8,0.0,0.2,0.0,0.03,207.50378899999998,2.84926113,1783.9529919999998,0.43463565699999995,54.781243644999996,1.14463682e-05,2.1208639000000002e-06,1.3696036,7703.256125999999,0.28103470999999997,0.75
1168,MINFM28232,172.5,834.0,0.0,0.0,0.24,2.3,0.0,95.1199,0.4,0.2,0.0,0.0,0.0,0.0,0.17,0.0,0.15,208.841889,2.86037013,1795.874892,0.43864415700000003,54.880233915,1.1467308200000001e-05,1.8282109000000003e-06,1.3779535999999997,7722.967726,0.28185270999999995,0.75
1169,MINFM28244,172.5,785.0,0.7,0.0,0.35,1.35,0.0,95.5399,0.3,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,207.013089,2.8623461300000006,1787.7679919999998,0.441620857,54.6435822102,1.1603128200000004e-05,1.8368459000000002e-06,1.3759036,7687.827225999999,0.28281571,0.75
1171,MINFM28068,142.5,317.5,0.0,0.0,0.24,2.2,0.0,95.7199,0.4,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,209.10688899999997,2.86690013,1797.732892,0.44006965699999995,54.945957064999995,1.15194082e-05,1.8284739000000003e-06,1.3813785999999997,7739.456725999999,0.28257771,0.7
1184,MINFM48881,98.5,171.5,0.0,0.0,0.3,0.7,0.0,96.8099,0.7,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,207.81578899999997,2.88379513,1792.3330919999999,0.43943595699999993,54.94674662,1.16438882e-05,1.8379789000000001e-06,1.3802586,7741.953526,0.28258870999999997,0.7
1207,MINFM47374,207.0,333.5,0.0,0.0,0.0,0.0,0.0,99.6599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.28238899999997,2.8602391299999996,1801.8509919999997,0.441493357,55.655071154999995,1.17598682e-05,9.965989999999998e-08,1.3952385999999997,7847.220525999999,0.28901371,0.0
1216,MINFM48132,90.0,367.5,0.0,0.001,0.32,0.0,0.0,98.3649,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.539939,2.8790339300000003,1798.272122,0.440426957,55.24511098000001,1.1738338200000001e-05,10000000.000000138,1.3863571,7789.8812259999995,0.28525821,0.7
1234,MINFM49941,172.5,830.0,0.01,0.001,0.34,0.8,0.0,96.1929,0.8,0.1,0.0,0.01,0.0,0.0,0.15,0.02,0.05,207.28721899999996,2.88125153,1788.605912,0.43805159699999996,54.80044384686,1.16054222e-05,10000000.000001643,1.3758140999999997,7717.699746,0.28127340999999995,0.75
1247,MINFM32708,145.0,550.0,0.0,0.0,0.0,12.5,0.0,79.0999,0.0,0.4,0.0,0.0,3.5,0.0,0.0,0.0,0.0,210.091789,2.76596713,1768.346192,0.427921557,53.110880655,1.04344882e-05,9.771489999999999e-08,1.3354486,7473.726126,0.26772971,0.09999999999999987
1248,MINFM48509,200.5,883.0,0.0,0.0,0.5,0.3,0.0,96.6199,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,206.231989,2.87800113,1788.045792,0.438493157,54.642247770000004,1.16110482e-05,3.1570809000000004e-06,1.3734786,7699.885925999999,0.28082771,0.7
1250,MINFM48513,150.0,520.0,0.0,0.0,0.52,0.3,0.0,96.9799,0.9,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,207.364089,2.90411213,1797.511092,0.44083265699999996,54.94152525,1.1697048200000003e-05,2.6623209000000003e-06,1.3809086,7742.460725999999,0.28187171,0.7
1252,MINFM48525,210.0,441.0,0.0,0.0,0.9,1.3,0.0,94.2929,0.9,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,204.53151900000003,2.8747912300000005,1786.4291319999998,0.437214047,54.03465726,1.1458562200000002e-05,3.6989039e-06,1.3610505999999998,7613.230946,0.27617941,0.7
1266,MINFM32671,200.0,320.0,0.0,0.0,0.0,17.0,0.0,75.1299,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.876089,2.70252813,1772.4685920000002,0.42030345700000005,52.522549655000006,9.784728200000001e-06,9.77099e-08,1.3159186,7314.5683260000005,0.25915671,0.050000000000000044
1268,MINFM48490,176.0,343.0,0.0,0.0,0.12,0.7,0.0,97.6799,0.4,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,208.92948900000002,2.87264813,1794.475692,0.440094257,55.195223225,1.1660268200000002e-05,1.8163289e-06,1.3856286,7777.856726,0.28474171000000004,0.7
