internal_id,avg_hardness,avg_yield,Al,As,B,Bi,C,Ca,Ce,Co,Cr,Cu,Fe,Mg,Mn,Mo,N,Nb,Ni,Other,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
MINFM32670,200,320,0,0,0,0,0,0,0,0,17,0,75.1299,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48474,210,441,0,0,0,0,0.9,0,0,0,1.3,0,95.2929,0,0.3,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48495,111.5,475.5,0,0,0,0,0.35,0,0,0,0.8,0,97.2399,0,0.5,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM32705,145,550,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32714,145,550,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48510,126.5,373,0,0,0,0,0.5,0,0,0,1,0,96.5199,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM32706,155,685,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32707,190,850,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32713,190,850,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48495,111.5,475.5,0,0,0,0,0.35,0,0,0,0.8,0,97.2399,0,0.5,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM32705,145,550,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32714,145,550,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48510,126.5,373,0,0,0,0,0.5,0,0,0,1,0,96.5199,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM32706,155,685,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32707,190,850,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32713,190,850,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32716,190,850,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32720,162.5,550,0,0,0,0,0,0,0,0,15,0,73.3999,0,0,0.8,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48611,126.5,375,0,0,0,0,0.55,0,0,0,0.8,0,96.6699,0,0.7,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM49070,207.5,245,0,0,0,0,0.18,0,0,0,0,0,95.3899,0,0.8,0,0,0,1.2,0,0,0,0,0,0.15,0,0,0,0.1,0.25,0,0
MINFM48611,126.5,375,0,0,0,0,0.55,0,0,0,0.8,0,96.6699,0,0.7,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48631,192.5,835,0,0,0,0,0.28,0,0,0,0.8,0,96.1799,0,0.8,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0
MINFM48629,192.5,880,0,0,0,0,0.28,0,0,0,0.8,0,96.1799,0,0.8,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0
MINFM48645,165.5,735,0,0,0,0,0.34,0,0,0,1.3,0,96.0099,0,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MINFM48660,84.5,127.5,0,0,0,0,0.08,0,0,0,0.5,0,97.5599,0,0.4,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.2,0,0,0
MINFM48665,85,145,0,0,0,0,0.08,0,0,0,0.5,0,97.4299,0,0.4,0.08,0,0,0,0,0,0,0,0,0.15,0,0,0,0.2,0,0,0
MINFM48842,231.5,490,0,0,0,0,0.18,0,0,0,1.2,0,96.2999,0,0.3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.45,0,0,0
MINFM48848,105.5,390,0,0,0,0,0.25,0,0,0,1.5,0,95.9299,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.2,0,0,0
MINFM49246,127,245,0,0,0,0,0,0,0,0,16,0,79.0849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM49473,125,294,0,0,0,0,0,0,0,0,17,0,62.6349,0,7,0,0.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM49131,301.5,415,0,0,0,0,0.32,0,0,0,1.7,0,94.2799,0,0.4,0.15,0,0,1.5,0,0,0,0,0,0.15,0,0,0,0.1,0,0,0
MINFM48794,142.5,317.5,0,0,0,0,0.24,0,0,0,2.2,0,95.7199,0,0.4,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM49185,122.5,450,0,0,0,0,0.09,0,0,0,12,0,84.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM49199,137.5,495,0,0,0,0,0.26,0,0,0,12,0,84.0799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48822,158.5,705,0,0,0,0,0.24,0,0,0,0.6,0,96.8599,0,1,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM48820,158.5,705,0,0,0,0,0.24,0,0,0,0.6,0,96.8599,0,1,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM7228,183.5,517.5,0,0,0,0,0.37,0,0,0,0,0,97.7299,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7277,81.5,400,0,0,0,0,0,0,0,0,0,0,98.6999,0,0.6,0,0,0,0,0,0.07,0,0.1,0,0,0,0,0,0,0,0,0
MINFM7279,83.5,415,0,0,0,0,0,0,0,0,0,0,98.5199,0,0.7,0,0,0,0,0,0.07,0,0.16,0,0,0,0,0,0,0,0,0
MINFM7375,114,415,0,0,0,0,0,0,0,0,17,0,67.0499,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7335,93.5,585,0,0,0,0,0.43,0,0,0,0,0,97.7499,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM50408,80,275,0.6,0,0,0,0,0,0,0,17,0,66.0499,0,0,0.4,0,0,8,0,0,0,0.11,0,0,0,0,0,0,0,0,0
MINFM7433,85,275,0,0,0,0,0,0,0,0,22,0,57.7249,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7390,74.5,235,0,0,0,0,0,0,0,0,18,0,66.7449,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7394,74.5,240,0,0,0,0,0,0,0,0,18,0,66.7449,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7490,80,275,0,0,0,0,0,0,0,0,18,0,57.9949,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7447,85,275,0,0,0,0,0,0,0,0,24,0,48.1749,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7484,95,380,0,0,0,0,0,0,0,0,16,0,62.0449,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7541,80,240,0,0,0,0,0,0,0,0,17,0,63.7949,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7480,71.5,240,0,0,0,0,0,0,0,0,17,0,61.2199,0,0,1.75,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7520,80,240,0,0,0,0,0,0,0,0,17,0,64.0949,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7523,106,450,0,0,0,0,0,0,0,0,17,0,64.0949,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7498,80,240,0,0,0,0,0,0,0,0,17,0,65.2949,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6757,47.5,285,0,0,0,0,0,0,0,0,0,0,99.4299,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6781,55.5,325,0,0,0,0,0.13,0,0,0,0,0,99.1549,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6783,60.5,350,0,0,0,0,0.13,0,0,0,0,0,98.8549,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6766,52.5,310,0,0,0,0,0.1,0,0,0,0,0,99.1849,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6765,47.5,185,0,0,0,0,0.1,0,0,0,0,0,99.1849,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6784,52.5,200,0,0,0,0,0.15,0,0,0,0,0,99.1349,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6790,63,370,0,0,0,0,0.15,0,0,0,0,0,98.8349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6853,63,370,0,0,0,0,0.22,0,0,0,0,0,99.0549,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6954,183.5,567.5,0,0,0,0,0.43,0,0,0,0,0,98.5349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6777,63,315,0,0,0,0,0.13,0,0,0,0,0,99.1549,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6780,50.5,190,0,0,0,0,0.13,0,0,0,0,0,99.1549,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7006,98.5,580,0,0,0,0,0.48,0,0,0,0,0,98.4849,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7007,94.5,550,0,0,0,0,0.48,0,0,0,0,0,98.4849,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6788,58,220,0,0,0,0,0.15,0,0,0,0,0,98.8349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7003,195.5,602.5,0,0,0,0,0.48,0,0,0,0,0,98.4849,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6789,71.5,275,0,0,0,0,0.15,0,0,0,0,0,98.8349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6800,65.5,379,0,0,0,0,0.15,0,0,0,0,0,98.7349,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6937,159.5,500,0,0,0,0,0.37,0,0,0,0,0,98.5949,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6934,105,415,0,0,0,0,0.37,0,0,0,0,0,98.5949,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6835,68.5,360,0,0,0,0,0.18,0,0,0,0,0,98.7049,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7039,120.5,485,0,0,0,0,0.55,0,0,0,0,0,98.3749,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6830,89.5,210,0,0,0,0,0.18,0,0,0,0,0,98.7049,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7038,91.5,485,0,0,0,0,0.55,0,0,0,0,0,98.3749,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6889,91.5,370,0,0,0,0,0.32,0,0,0,0,0,98.6549,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7043,91.5,475,0,0,0,0,0.6,0,0,0,0,0,98.4349,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6938,175,535,0,0,0,0,0.37,0,0,0,0,0,98.5949,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6952,81.5,310,0,0,0,0,0.43,0,0,0,0,0,98.8099,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7045,93.5,490,0,0,0,0,0.6,0,0,0,0,0,98.3349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7047,96,495,0,0,0,0,0.65,0,0,0,0,0,98.2749,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7157,83.5,315,0,0,0,0,0.27,0,0,0,0,0,97.8399,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7055,87,190,0,0,0,0,0.75,0,0,0,0,0,98.1549,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7014,183.5,567.5,0,0,0,0,0.48,0,0,0,0,0,98.4849,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7262,126,672.5,0,0,0,0,0.4,0,0,0,0,0,97.4999,0,1.35,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0
MINFM7078,96,380,0,0,0,0,0.9,0,0,0,0,0,98.3949,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7266,117.5,670,0,0,0,0,0.4,0,0,0,0,0,97.4999,0,1.35,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0
MINFM7229,93.5,360,0,0,0,0,0.37,0,0,0,0,0,97.7299,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7223,96,360,0,0,0,0,0.37,0,0,0,0,0,97.7299,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM67222,223,205,0,0,0,0,0,0,0,0,18,0,66.3449,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67228,223,205,0,0,0,0,0,0,0,0,17,0,63.7449,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67294,192,205,0,0,0,0,0,0,0,0,17,0,64.8449,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67299,271,380,0,0,0,0,0,0,0,0,20.5,0,51.8649,0,4,1.5,0.2,0,11.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0
MINFM67302,271,345,0,0,0,0,0,0,0,0,16,0,59.1299,0,7,0,0.08,0,8,0,0,0,0,0,3.5,0,0,0,0,0,0,0
MINFM7823,85,380,0,0,0,0,0,0,0,0,16,0,78.9699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7517,115,550,0,0,0,0,0,0,0,0,23,0,63.0999,0,0,1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7802,87.5,345,0,0,0,0,0,0,0,0,12,0,83.9299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7562,254,310,0,0,0,0,0.2,0,0,0,0,0,98.1749,0,0.7,0.2,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM7601,75,276,0.1,0,0,0,0,0,0,0,11.5,0,82.4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7809,114,690,0,0,0,0,0,0,0,0,12,0,82.8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7816,80,276,0,0,0,0,0,0,0,0,16,0,79.0599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7831,307,434.5,0,0,0,0,0.17,0,0,0,0.4,0,95.8549,0,0.45,0.2,0,0,1.65,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM7919,77.5,310,0,0,0,0,0,0,0,0,16,0,77.8599,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7974,80,310,0,0,0,0,0,0,0,0,18,0,74.7299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8078,382,472.5,0,0,0,0,0.17,0,0,0,0,0,94.5199,0,0.4,0.2,0,0,3.2,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8750,316.5,448,0,0,0,0,0.08,0,0,0,1,0,93.7699,0,0.45,0.08,0,0,3,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8124,265.5,325,0,0,0,0,0.17,0,0,0,0.6,0,97.4199,0,0.6,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM50469,352,1140,0,0,0,0,0,0,0,0,14,2.5,71.4599,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67278,223,205,0,0,0,0,0,0,0,0,18,0,66.2349,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67236,160.5,505,0,0,0,0,0,0,0,0,16,0,61.8449,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67240,223,205,0,0,0,0,0,0,0,0,17,0,64.8449,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67241,223,205,0,0,0,0,0,0,0,0,17,0,64.8449,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67222,223,205,0,0,0,0,0,0,0,0,18,0,66.3449,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67228,223,205,0,0,0,0,0,0,0,0,17,0,63.7449,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67294,192,205,0,0,0,0,0,0,0,0,17,0,64.8449,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67299,271,380,0,0,0,0,0,0,0,0,20.5,0,51.8649,0,4,1.5,0.2,0,11.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0
MINFM67302,271,345,0,0,0,0,0,0,0,0,16,0,59.1299,0,7,0,0.08,0,8,0,0,0,0,0,3.5,0,0,0,0,0,0,0
MINFM66676,192,205,0,0,0,0,0,0,0,0,17,0,67.2399,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66685,223,205,0,0,0,0,0,0,0,0,16,0,61.7349,0,0,2,0.1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66693,223,205,0,0,0,0,0,0,0,0,17,0,65.8449,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66143,192,275,0,0,0,0,0,0,0,0,16,0,79.8099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66162,321,620,0,0,0,0,0,0,0,0,15,0,78.2299,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66163,270.5,385,0,0,0,0,0,0,0,0,20,0,41.3999,0,0,6.7,0.18,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66149,223,275,0,0,0,0,0,0,0,0,11.5,0,85.2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66154,223,275,0,0,0,0,0,0,0,0,11.5,0,84.2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66174,310,550,0,0,0,0,0,0,0,0,28,0,0,0,0.8,1.5,0.3,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66093,293,380,0,0,0,0,0,0,0,0,20.5,0,51.8699,0,4,1.5,0.2,0.1,11.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0
MINFM66330,388,1170,0,0,0,0,0,0,0,0,14,2.5,72.3599,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66322,375,1100,0.75,0,0,0,0,0,0,0,14,0,69.5899,0,0,2,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66323,341,1070,0,0,0,0,0.1,0,0,0,15,0,73.6499,0,0.5,2.5,0.007,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66326,352,1100,0,0,0,0,0,0,0,0,16,0,71.2499,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.4,0,0,0,0
MINFM66325,363,1170,0,0,0,0,0,0,0,0,16,0,71.2499,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.4,0,0,0,0
MINFM66341,372,1140,0.9,0,0,0,0,0,0,0,12.25,0,74.0219,0,0,2,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66342,313,930,0.9,0,0,0,0,0,0,0,12.25,0,74.0219,0,0,2,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66344,283,620,0.9,0,0,0,0,0,0,0,12.25,0,74.0219,0,0,2,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66346,259,585,0.9,0,0,0,0,0,0,0,12.25,0,74.0219,0,0,2,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66354,363,1285,0,0,0,0,0,0,0,0,11,1.5,72.0399,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0.9,0,0,0,0
MINFM66378,285,725,0,0,0,0,0,0,0,0,14,1.25,72.1399,0,0,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66344,283,620,0.9,0,0,0,0,0,0,0,12.25,0,74.0219,0,0,2,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66346,259,585,0.9,0,0,0,0,0,0,0,12.25,0,74.0219,0,0,2,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66354,363,1285,0,0,0,0,0,0,0,0,11,1.5,72.0399,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0.9,0,0,0,0
MINFM66378,285,725,0,0,0,0,0,0,0,0,14,1.25,72.1399,0,0,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66310,311,860,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66311,302,795,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66318,388,1035,0.75,0,0,0,0,0,0,0,16,0,70.5899,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66376,331,1030,0,0,0,0,0,0,0,0,14,1.25,72.1399,0,0,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66409,176,760,0,0,0,0,0.27,0,0,0,11,0,81.9799,0,0.95,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
MINFM55098,103.5,260,0,0,0,0,0,0,0,0,0,0,98.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55140,310.5,791.5,0,0,0,0,0,0,0,0,0,0,99.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55357,262,520,0,0,0,0,0,0,0,0,14,1.25,72.1399,0,0,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55352,363,1170,0,0,0,0,0,0,0,0,14,1.25,72.1399,0,0,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55743,108.5,310,0,0,0,0,2.2,0,0,0,0,0,94.5999,0,0.15,0,0,0,0,0,0.02,0,0.02,0,0.9,0,0,0,0,0,0,0
MINFM54239,201,205,0,0,0.22,0,0,0,0,0,18,0,61.7049,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55096,91.5,230,0,0,0,0,0,0,0,0,0,0,98.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55114,103.5,260,0,0,0,0,0,0,0,0,0,0,98.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55130,221,242.5,0,0,0,0,0,0,0,0,0,0,99.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55153,221,242.5,0,0,0,0,0,0,0,0,0,0,99.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55163,310.5,791.5,0,0,0,0,0,0,0,0,0,0,99.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55163,310.5,791.5,0,0,0,0,0,0,0,0,0,0,99.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55144,361.5,935,0,0,0,0,0,0,0,0,0,0,99.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55167,361.5,935,0,0,0,0,0,0,0,0,0,0,99.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM54005,201,205,0,0,0,0,0,0,0,0,18,0,66.4949,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55292,311,860,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55294,277,725,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM53151,269,760,0,0,0,0,0,0,0,0,15.5,2.5,72.2649,0,0,0,0,0.15,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55289,393.5,1170,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55290,375,1070,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55315,302,795,0,0,0,0,0,0,0,0,14,2.5,71.9099,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM53157,311,965,0,0,0,0,0,0,0,0,14,2.5,73.5649,0,0,0,0,0.15,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM53158,277,795,0,0,0,0,0,0,0,0,14,2.5,73.5649,0,0,0,0,0.15,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21809,191,177.5,0,0,0,0,0.24,0,0,0,0,0,97.9799,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21953,203.5,450,0,0,0,0,0.32,0,0,0,0,0,97.3899,0,1.3,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
MINFM21832,103,360,0,0,0,0,0,0,0,0,0,0,98.1799,0,0.9,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
MINFM21839,103,215,0,0,0,0,0,0,0,0,0,0,98.1299,0,0.9,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
