internal_id,avg_hardness,avg_yield,Al,As,B,Bi,C,Ca,Ce,Co,Cr,Cu,Fe,Mg,Mn,Mo,N,Nb,Ni,Other,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
MINFM47997,110,235,0,0,0,0,0.17,0,0,0,0,0,97.7799,0,0.35,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM47921,45,165,0,0,0,0,0,0,0,0,0,0,99.2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48165,225,300,0,0,0,0,0.42,0,0,0,0,0,97.3999,0,0.5,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM48191,230.5,385,0,0,0,0,0.42,0,0,0,0,0,97.3999,0,0.5,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM48194,225,142.5,0,0,0,0,0.42,0,0,0,0,0,97.3999,0,0.5,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM48194,225,142.5,0,0,0,0,0.42,0,0,0,0,0,97.3999,0,0.5,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM48238,236.5,360,0,0,0,0,0.52,0,0,0,0,0,97.2699,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48260,207.5,162.5,0,0,0,0,0.52,0,0,0,0,0,97.2699,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48266,227,205,0,0,0,0,0.52,0,0,0,0,0,97.2699,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48270,253,275,0,0,0,0,0.52,0,0,0,0,0,97.2699,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48287,216.5,465,0,0,0,0,0.57,0,0,0,0,0,97.2199,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48301,220.5,177.5,0,0,0,0,0.57,0,0,0,0,0,97.2199,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48311,267.5,285,0,0,0,0,0.57,0,0,0,0,0,97.2199,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM47739,205,315,0,0,0,0,0,0,0,0,0,0,99.4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM47746,191,470,0,0,0,0,0,0,0,0,0,0,99.4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM49941,172.5,830,0.01,0,0.001,0,0.34,0,0,0,0.8,0,96.1929,0,0.8,0.1,0,0.01,0,0,0,0,0,0,0.15,0,0,0.02,0.05,0,0,0
MINFM49121,254,304,0,0,0,0,0.3,0,0,0,0.6,0,93.6599,0,0.4,0,0,0,3.2,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM49151,158.5,735,0,0,0,0,0.3,0,0,0,0.7,0,93.5799,0,0.5,0.25,0,0,2.75,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM49172,91.5,275,0,0,0,0,0.09,0,0,0,12,0,84.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48796,179.5,835,0,0,0,0,0.24,0,0,0,2.2,0,95.7199,0,0.4,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM49183,187.5,207.5,0,0,0,0,0.09,0,0,0,12,0,84.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48806,211,295,0,0,0,0,0.24,0,0,0,0.6,0,96.8599,0,1,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM48804,211,295,0,0,0,0,0.24,0,0,0,0.6,0,96.8599,0,1,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM48821,158.5,705,0,0,0,0,0.24,0,0,0,0.6,0,96.8599,0,1,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM32671,200,320,0,0,0,0,0,0,0,0,17,0,75.1299,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48477,112.5,441,0,0,0,0,0.9,0,0,0,1.3,0,95.2929,0,0.3,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48490,176,343,0,0,0,0,0.12,0,0,0,0.7,0,97.6799,0,0.4,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM48491,176,343,0,0,0,0,0.12,0,0,0,0.7,0,97.6799,0,0.4,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM32708,145,550,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48509,200.5,883,0,0,0,0,0.5,0,0,0,0.3,0,96.6199,0,0.7,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
MINFM32709,155,685,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48513,150,520,0,0,0,0,0.52,0,0,0,0.3,0,96.9799,0,0.9,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
MINFM32710,190,850,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48525,210,441,0,0,0,0,0.9,0,0,0,1.3,0,94.2929,0,0.9,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0
MINFM32726,162.5,550,0,0,0,0,0,0,0,0,15,0,73.3999,0,0,0.8,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48849,207.5,450,0,0,0,0,0.25,0,0,0,1.5,0,95.9299,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.2,0,0,0
MINFM49241,84.5,245,0,0,0,0,0,0,0,0,16,0,79.1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48868,142.5,590,0,0,0,0,0.17,0,0,0,1.2,0,96.0099,0,0.3,0.25,0,0,0,0,0,0,0,0,0.15,0,0,0,0.45,0,0,0
MINFM49242,148,122.5,0,0,0,0,0,0,0,0,16,0,79.1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48890,254,294,0,0,0,0,0.35,0,0,0,1.7,0,95.5299,0,0.6,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM49260,170,395,0,0,0,0,0,0,0,0,4,0,92.0349,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48892,359,981,0,0,0,0,0.35,0,0,0,1.7,0,95.5299,0,0.6,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.1,0,0,0
MINFM49262,119.5,445,0,0,0,0,0,0,0,0,4,0,92.0349,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM49284,93.5,270,0.7,0,0,0,0,0,0,0,12,0,82.3049,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0
MINFM48920,158.5,735,0,0,0,0,0.47,0,0,0,0.9,0,96.2799,0,0.7,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.1,0,0,0
MINFM49287,122.5,490,0,0,0,0,0.17,0,0,0,10,0,83.2549,0,0.5,0.8,0,0,0.3,0,0,0,0,0,0.25,0,0,0,0.2,0,0,0
MINFM49289,137.5,588,0,0,0,0,0.17,0,0,0,10,0,83.2549,0,0.5,0.8,0,0,0.3,0,0,0,0,0,0.25,0,0,0,0.2,0,0,0
MINFM32671,200,320,0,0,0,0,0,0,0,0,17,0,75.1299,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48477,112.5,441,0,0,0,0,0.9,0,0,0,1.3,0,95.2929,0,0.3,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM48490,176,343,0,0,0,0,0.12,0,0,0,0.7,0,97.6799,0,0.4,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM48491,176,343,0,0,0,0,0.12,0,0,0,0.7,0,97.6799,0,0.4,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM32708,145,550,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48509,200.5,883,0,0,0,0,0.5,0,0,0,0.3,0,96.6199,0,0.7,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
MINFM32709,155,685,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48513,150,520,0,0,0,0,0.52,0,0,0,0.3,0,96.9799,0,0.9,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
MINFM32710,190,850,0,0,0,0,0,0,0,0,12.5,0,79.0999,0,0,0.4,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48525,210,441,0,0,0,0,0.9,0,0,0,1.3,0,94.2929,0,0.9,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0
MINFM32726,162.5,550,0,0,0,0,0,0,0,0,15,0,73.3999,0,0,0.8,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48434,308,784.5,0,0,0,0,0.36,0,0,0,0,0,96.9199,0,1.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.07,0,0,0
MINFM48455,200.5,980,0,0,0,0,0.58,0,0,0,0,0,95.4399,0,0.65,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
MINFM32725,192.5,850,0,0,0,0,0,0,0,0,15,0,73.3999,0,0,0.8,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM32728,192.5,850,0,0,0,0,0,0,0,0,15,0,73.3999,0,0,0.8,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48553,300,686,0,0,0,0,0.17,0,0,0,1,0,96.7399,0,1,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM48569,269,696,0,0,0.001,0,0.28,0,0,0,0.8,0,96.5249,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48571,175,794,0,0,0.001,0,0.28,0,0,0,0.8,0,96.5249,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM48740,126.5,490,0,0,0,0,0.26,0,0,0,0.8,0,97.1699,0,0.4,0.15,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM49097,192.5,880,0,0,0,0,0.32,0,0,0,1.3,0,94.6299,0,0.5,0.2,0,0,1.3,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM49031,88,157.5,0,0,0,0,0,0,0,0,0,0,96.1099,0,1,0,0,0.04,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM49044,300,735,0,0,0,0,0.19,0,0,0,0.8,0,95.6199,0,0.7,0,0,0,1.3,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM49061,139,637,0,0,0,0,0.18,0,0,0,1.4,0,94.3599,0,0.4,0.6,0,0,0.8,0,0,0,0,0,0.2,0,0,0,0.03,0,0,0
MINFM49471,125,294,0,0,0,0,0,0,0,0,17,0,62.6349,0,7,0,0.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM49472,125,294,0,0,0,0,0,0,0,0,17,0,62.6349,0,7,0,0.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM49490,127.5,196,0,0,0,0,0.05,0,0,0,7,0,68.3499,0,17,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0.45,0,0,0
MINFM49489,127.5,314,0,0,0,0,0.05,0,0,0,7,0,68.3499,0,17,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0.45,0,0,0
MINFM49287,122.5,490,0,0,0,0,0.17,0,0,0,10,0,83.2549,0,0.5,0.8,0,0,0.3,0,0,0,0,0,0.25,0,0,0,0.2,0,0,0
MINFM49289,137.5,588,0,0,0,0,0.17,0,0,0,10,0,83.2549,0,0.5,0.8,0,0,0.3,0,0,0,0,0,0.25,0,0,0,0.2,0,0,0
MINFM6782,55.5,205,0,0,0,0,0.13,0,0,0,0,0,98.8549,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6762,47.5,180,0,0,0,0,0.08,0,0,0,0,0,99.2049,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6770,55.5,284,0,0,0,0,0.13,0,0,0,0,0,99.1549,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6850,127,362.5,0,0,0,0,0.22,0,0,0,0,0,99.0549,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6891,81.5,460,0,0,0,0,0.32,0,0,0,0,0,98.6549,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6814,55.5,205,0,0,0,0,0.18,0,0,0,0,0,99.1049,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6880,89.5,345,0,0,0,0,0.28,0,0,0,0,0,98.6949,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6958,106,405,0,0,0,0,0.43,0,0,0,0,0,98.5349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6852,58,220,0,0,0,0,0.22,0,0,0,0,0,99.0549,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6958,106,405,0,0,0,0,0.43,0,0,0,0,0,98.5349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6852,58,220,0,0,0,0,0.22,0,0,0,0,0,99.0549,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6791,81.5,485,0,0,0,0,0.15,0,0,0,0,0,98.8349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6886,164,500,0,0,0,0,0.32,0,0,0,0,0,98.6549,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7019,98.5,560,0,0,0,0,0.52,0,0,0,0,0,98.4349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6941,85,490,0,0,0,0,0.37,0,0,0,0,0,98.5949,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6903,78,300,0,0,0,0,0.37,0,0,0,0,0,98.4949,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6847,68.5,400,0,0,0,0,0.18,0,0,0,0,0,98.7049,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6912,74.5,353,0,0,0,0,0.37,0,0,0,0,0,98.5949,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7071,96,515,0,0,0,0,0.75,0,0,0,0,0,98.1549,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM6956,81.5,310,0,0,0,0,0.43,0,0,0,0,0,98.5349,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7145,58,220,0,0,0,0,0.14,0,0,0,0,0,98.0299,0,1.3,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7102,146,172.5,0,0,0,0,0.14,0,0,0,0,0,98.3299,0,1,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7005,89.5,345,0,0,0,0,0.48,0,0,0,0,0,98.4849,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7193,195.5,602.5,0,0,0,0,0.32,0,0,0,0,0,97.7899,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7226,195.5,602.5,0,0,0,0,0.37,0,0,0,0,0,97.7299,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7230,106,605,0,0,0,0,0.37,0,0,0,0,0,97.7299,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7189,96,380,0,0,0,0,0.32,0,0,0,0,0,97.7899,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM7280,60.5,240,0,0,0,0,0,0,0,0,0,0,98.4199,0,0.7,0,0,0,0,0,0.07,0,0.24,0,0,0,0,0,0,0,0,0
MINFM7283,83.5,415,0,0,0,0,0,0,0,0,0,0,98.5009,0,0.75,0,0,0,0,0,0.04,0,0.26,0,0,0,0,0,0,0,0,0
MINFM7280,60.5,240,0,0,0,0,0,0,0,0,0,0,98.4199,0,0.7,0,0,0,0,0,0.07,0,0.24,0,0,0,0,0,0,0,0,0
MINFM67279,223,205,0,0,0,0,0,0,0,0,18,0,66.2349,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67253,223,240,0,0,0,0,0,0,0,0,16,0,61.6849,0,0,2,0.1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67246,223,240,0,0,0,0,0,0,0,0,18,0,66.1849,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67248,321,517.5,0,0,0,0,0,0,0,0,18,0,66.1849,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67287,192,205,0,0,0,0,0,0,0,0,17,0,63.7449,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67223,223,205,0,0,0,0,0,0,0,0,18,0,66.3449,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67288,192,205,0,0,0,0,0,0,0,0,16,0,61.8449,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67289,321,447.5,0,0,0,0,0,0,0,0,16,0,61.8449,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67258,223,240,0,0,0,0,0,0,0,0,19.5,0.5,51.4199,0,0,6,0.18,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7688,117.5,620,0,0,0,0,0,0,0,0,11.5,0,81.7799,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8015,302,420.5,0,0,0,0,0.17,0,0,0,0,0,96.3699,0,0.35,0.2,0,0,1.55,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8098,80,205,0,0,0,0,0,0,0,0,4,0,91.2799,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8125,306.5,424,0,0,0,0,0.17,0,0,0,0.6,0,97.4199,0,0.6,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM7828,135,760,0,0,0,0,0,0,0,0,15,0,78.2299,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7975,127.5,192.5,0,0,0,0,0.2,0,0,0,0,0,97.9749,0,0.7,0.35,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM7976,277.5,335,0,0,0,0,0.2,0,0,0,0,0,97.9749,0,0.7,0.35,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8052,341.5,535,0,0,0,0,0.12,0,0,0,0,0,94.6699,0,0.3,0.2,0,0,3.2,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8059,408,569,0,0,0,0,0.18,0,0,0,0,0,95.0699,0,0.5,0.2,0,0,3.25,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8695,289,254.5,0,0,0,0,0.14,0,0,0,0.25,0,97.0499,0,0.7,0.08,0,0,0.25,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8102,80,205,0,0,0,0,0,0,0,0,4,0,91.2799,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8105,75,170,0,0,0,0,0,0,0,0,4,0,91.1799,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8034,336,367.5,0,0,0,0,0.16,0,0,0,0.35,0,96.8599,0,0.7,0.3,0,0,0.9,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8035,364.5,505,0,0,0,0,0.16,0,0,0,0.35,0,96.8599,0,0.7,0.3,0,0,0.9,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8662,176,346.5,0,0,0,0,0.19,0,0,0,0.35,0,96.5499,0,0.7,0.3,0,0,0.35,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8388,121.5,550,0,0,0,0,0.14,0,0,0,0.35,0,96.8499,0,0.6,0.15,0,0,0.35,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8449,408.5,574.5,0,0,0,0,0.2,0,0,0,0.4,0,97.5049,0,0.7,0.15,0,0,0.4,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8453,176,346.5,0,0,0,0,0.19,0,0,0,0.35,0,96.7999,0,0.6,0.15,0,0,0.35,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8751,369,558.5,0,0,0,0,0.08,0,0,0,1,0,93.7699,0,0.45,0.08,0,0,3,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM67229,223,205,0,0,0,0,0,0,0,0,17,0,63.7449,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8052,341.5,535,0,0,0,0,0.12,0,0,0,0,0,94.6699,0,0.3,0.2,0,0,3.2,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8059,408,569,0,0,0,0,0.18,0,0,0,0,0,95.0699,0,0.5,0.2,0,0,3.25,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8695,289,254.5,0,0,0,0,0.14,0,0,0,0.25,0,97.0499,0,0.7,0.08,0,0,0.25,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8102,80,205,0,0,0,0,0,0,0,0,4,0,91.2799,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8105,75,170,0,0,0,0,0,0,0,0,4,0,91.1799,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8034,336,367.5,0,0,0,0,0.16,0,0,0,0.35,0,96.8599,0,0.7,0.3,0,0,0.9,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8035,364.5,505,0,0,0,0,0.16,0,0,0,0.35,0,96.8599,0,0.7,0.3,0,0,0.9,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8662,176,346.5,0,0,0,0,0.19,0,0,0,0.35,0,96.5499,0,0.7,0.3,0,0,0.35,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8388,121.5,550,0,0,0,0,0.14,0,0,0,0.35,0,96.8499,0,0.6,0.15,0,0,0.35,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8449,408.5,574.5,0,0,0,0,0.2,0,0,0,0.4,0,97.5049,0,0.7,0.15,0,0,0.4,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM67288,192,205,0,0,0,0,0,0,0,0,16,0,61.8449,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67289,321,447.5,0,0,0,0,0,0,0,0,16,0,61.8449,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67258,223,240,0,0,0,0,0,0,0,0,19.5,0.5,51.4199,0,0,6,0.18,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67259,223,240,0,0,0,0,0,0,0,0,19.5,0.5,51.4199,0,0,6,0.18,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67260,160.5,517.5,0,0,0,0,0,0,0,0,19.5,0.5,51.4199,0,0,6,0.18,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66688,321,517.5,0,0,0,0,0,0,0,0,17,0,64.8449,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66679,223,205,0,0,0,0,0,0,0,0,16,0,61.8449,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66678,192,205,0,0,0,0,0,0,0,0,18,0,66.2349,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66144,192,275,0,0,0,0,0,0,0,0,17,0,78.3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66158,302,690,0,0,0,0,0,0,0,0,11.5,0,83.9499,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66142,207,170,0.1,0,0,0,0,0,0,0,11.5,0,82.4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66374,321,655,0,0,0,0,0,0,0,0,14,1.25,72.1399,0,0,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66092,255,345,0,0,0,0,0,0,0,0,15,0,65.5699,0,4,0,0.08,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0
MINFM66101,241,345,0,0,0,0,0,0,0,0,16,0,59.1299,0,7,0,0.08,0,8,0,0,0,0,0,3.5,0,0,0,0,0,0,0
MINFM66400,176,795,0,0,0,0,0.08,0,0,0,11,0,80.5999,0,0.5,1.5,0.01,0,2,0,0,0,0,0,0,0,0,0,0.25,0,0,0
MINFM66309,331,1000,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66308,375,1070,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66406,142.5,585,0,0,0,0,0.2,0,0,0,11,0,81.8999,0,0.5,0.9,0,0,0.5,0,0,0,0,0,0,0,0,0,0.2,0.9,0,0
MINFM66397,160.5,380,0,0,0,0,0,0,0,0,12,0,74.0049,0,0.5,1.5,0.06,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66144,192,275,0,0,0,0,0,0,0,0,17,0,78.3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66308,375,1070,0,0,0,0,0,0,0,0,15,3,69.9099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66406,142.5,585,0,0,0,0,0.2,0,0,0,11,0,81.8999,0,0.5,0.9,0,0,0.5,0,0,0,0,0,0,0,0,0,0.2,0.9,0,0
MINFM66397,160.5,380,0,0,0,0,0,0,0,0,12,0,74.0049,0,0.5,1.5,0.06,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55403,302,515,0,0,0,0,0.03,0,0,0,12.5,0,62.3529,0,1.65,1.5,0,0,14.5,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0
MINFM66328,302,515,0,0,0,0,0,0,0,0,16,0,71.2499,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.4,0,0,0,0
