10 4 110.407 125.051
10 6 87.272 98.619
10 8 75.208 79.681
10 10 59.914 66.277
10 12 53.621 55.858
10 14 49.055 47.626
10 16 42.211 48.103
10 18 42.513 46.655
10 20 36.588 43.409
10 22 37.583 47.467
10 24 34.901 43.923
10 26 69.332 75.199
10 28 36.999 44.67
12 4 110.62 125.783
12 6 88.462 98.629
12 8 72.949 79.677
12 10 64.715 67.482
12 12 71.45 61.211
12 14 61.433 63.689
12 16 64.485 59.213
12 18 38.37 45.855
12 20 38.762 44.809
12 22 34.768 50.271
12 24 38.464 46.642
12 26 34.458 43.511
12 28 32.903 45.227
14 4 113.538 125.786
14 6 88.528 98.631
14 8 78.607 79.69
14 10 68.904 65.839
14 12 60.227 62.989
14 14 46.753 49.599
14 16 71.451 61.219
14 18 37.627 43.926
14 20 71.448 61.209
14 22 31.472 50.167
14 24 40.323 46.699
14 26 30.731 44.829
14 28 71.451 61.223
16 4 113.483 125.787
16 6 88.498 98.629
16 8 78.513 79.689
16 10 72.331 65.854
16 12 50.016 54.318
16 14 71.45 61.211
16 16 71.451 61.219
16 18 38.306 44.343
16 20 51.349 48.469
16 22 35.692 48.167
16 24 71.483 61.222
16 26 67.591 70.711
16 28 44.644 46.153
18 4 110.626 125.79
18 6 91.689 98.635
18 8 75.211 79.687
18 10 72.331 65.854
18 12 71.451 61.218
18 14 95.907 132.555
18 16 95.906 132.554
18 18 36.907 43.058
18 20 39.11 46.398
18 22 71.451 61.221
18 24 71.45 61.208
18 26 31.017 42.348
18 28 71.45 61.207
20 4 110.624 125.787
20 6 91.74 98.636
20 8 78.514 79.691
20 10 72.332 65.857
20 12 71.45 61.211
20 14 71.448 61.219
20 16 71.352 61.179
20 18 71.451 61.22
20 20 71.451 61.22
20 22 71.451 61.221
20 24 71.45 61.208
20 26 71.45 61.207
20 28 71.451 61.223
22 4 110.685 125.861
22 6 88.535 98.645
22 8 97.59 133.524
22 10 72.333 65.86
22 12 95.899 132.555
22 14 70.164 73.365
22 16 71.349 61.178
22 18 71.45 61.21
22 20 36.383 42.35
22 22 95.969 132.56
22 24 31.785 45.899
22 26 71.45 61.207
22 28 98.407 137.341
24 4 113.487 125.792
24 6 91.665 98.649
24 8 78.613 79.696
24 10 95.906 132.555
24 12 71.352 61.171
24 14 71.352 61.17
24 16 71.352 61.169
24 18 71.45 61.21
24 20 48.972 47.813
24 22 71.45 61.208
24 24 71.45 61.208
24 26 71.451 61.222
24 28 62.12 52.379
26 4 113.552 125.803
26 6 106.266 139.877
26 8 75.262 79.704
26 10 72.239 65.87
26 12 71.606 71.023
26 14 45.847 48.647
26 16 95.976 132.56
26 18 95.884 132.556
26 20 71.451 61.22
26 22 71.45 61.208
26 24 95.948 132.56
26 26 30.771 46.962
26 28 98.298 137.33
28 4 123.256 153.579
28 6 91.767 98.674
28 8 97.588 133.524
28 10 95.87 132.555
28 12 71.45 61.211
28 14 95.877 132.555
28 16 95.924 132.561
28 18 95.886 132.554
28 20 44.853 46.625
28 22 71.45 61.208
28 24 28.682 44.648
28 26 98.231 137.145
28 28 71.45 61.207
30 4 113.549 125.799
30 6 91.687 98.679
30 8 97.554 133.524
30 10 95.85 132.555
30 12 95.83 132.554
30 14 95.841 132.555
30 16 95.831 132.554
30 18 95.837 132.554
30 20 71.451 61.22
30 22 97.283 135.526
30 24 71.451 61.222
30 26 71.886 61.964
30 28 98.364 137.34
32 4 113.55 125.8
32 6 91.672 98.658
32 8 97.621 133.525
32 10 95.821 132.555
32 12 71.352 61.177
32 14 95.828 132.554
32 16 95.919 132.561
32 18 71.451 61.22
32 20 71.451 61.22
32 22 71.45 61.208
32 24 71.45 61.208
32 26 98.173 137.145
32 28 71.45 61.207
34 4 113.494 125.8
34 6 91.754 98.655
34 8 97.528 133.525
34 10 72.334 65.864
34 12 95.906 132.561
34 14 95.831 132.554
34 16 95.83 132.554
34 18 95.809 132.554
34 20 47.827 45.217
34 22 97.359 135.619
34 24 71.352 61.167
34 26 71.442 61.222
34 28 71.45 61.207
36 4 123.234 153.575
36 6 106.219 139.87
36 8 97.533 133.524
36 10 95.835 132.555
36 12 95.811 132.555
36 14 95.908 132.559
36 16 96.529 134.064
36 18 95.844 132.556
36 20 97.757 136.365
36 22 97.917 136.672
36 24 98.07 136.928
36 26 39.51 44.31
36 28 95.905 132.56
38 4 123.232 153.581
38 6 106.317 139.874
38 8 97.54 133.524
38 10 95.822 132.554
38 12 95.808 132.555
38 14 95.819 132.555
38 16 95.929 132.56
38 18 47.013 47.666
38 20 97.753 136.365
38 22 97.929 136.671
38 24 71.451 61.222
38 26 71.45 61.207
38 28 98.36 137.339
40 4 113.662 125.8
40 6 106.219 139.874
40 8 78.521 79.704
40 10 72.336 65.873
40 12 95.841 132.555
40 14 68.557 67.122
40 16 95.807 132.554
40 18 96.539 134.014
40 20 95.803 132.554
40 22 96.709 134.808
40 24 98.054 136.928
40 26 95.904 132.56
40 28 98.239 137.329
