internal_id,avg_hardness,avg_yield,composition_element,avg_composition
MINFM28189,144.5,635,C,0.51
MINFM28189,144.5,635,Cr,1.05
MINFM28189,144.5,635,Fe,96.9799
MINFM28189,144.5,635,Mn,0.85
MINFM28189,144.5,635,Ni,0.15
MINFM28189,144.5,635,P,0.0175
MINFM28189,144.5,635,Si,0.275
MINFM28189,144.5,635,S,0.0175
MINFM28189,144.5,635,V,0.15
MINFM28202,165.5,716,C,0.585
MINFM28202,165.5,716,Cr,1.05
MINFM28202,165.5,716,Fe,96.9599
MINFM28202,165.5,716,Mn,0.95
MINFM28202,165.5,716,P,0.0175
MINFM28202,165.5,716,Si,0.27
MINFM28202,165.5,716,S,0.0175
MINFM28202,165.5,716,V,0.15
MINFM28230,179.5,834,C,0.29
MINFM28230,179.5,834,Cr,2.5
MINFM28230,179.5,834,Fe,95.8299
MINFM28230,179.5,834,Mn,0.6
MINFM28230,179.5,834,Mo,0.25
MINFM28230,179.5,834,P,0.0175
MINFM28230,179.5,834,Si,0.27
MINFM28230,179.5,834,S,0.0175
MINFM28230,179.5,834,V,0.225
MINFM28252,285,367.5,C,0.36
MINFM28252,285,367.5,Cr,2.25
MINFM28252,285,367.5,Fe,95.8749
MINFM28252,285,367.5,Mn,0.65
MINFM28252,285,367.5,Mo,0.3
MINFM28252,285,367.5,Ni,0.25
MINFM28252,285,367.5,P,0.02
MINFM28252,285,367.5,Si,0.275
MINFM28252,285,367.5,S,0.02
MINFM28292,267,637,C,0.165
MINFM28292,267,637,Cr,0.95
MINFM28292,267,637,Fe,96.2799
MINFM28292,267,637,Mn,0.85
MINFM28292,267,637,Ni,1.45
MINFM28292,267,637,P,0.0175
MINFM28292,267,637,Si,0.27
MINFM28292,267,637,S,0.0175
MINFM28305,88,157.5,Al,0.005
MINFM28305,88,157.5,C,0.09
MINFM28305,88,157.5,Cr,0.15
MINFM28305,88,157.5,Cu,0.15
MINFM28305,88,157.5,Fe,97.1799
MINFM28305,88,157.5,Mn,1.25
MINFM28305,88,157.5,Ni,0.9
MINFM28305,88,157.5,Nb,0.06
MINFM28305,88,157.5,P,0.02
MINFM28305,88,157.5,Si,0.175
MINFM28305,88,157.5,S,0.02
MINFM27724,146,490,C,0.63
MINFM27724,146,490,Cr,0.15
MINFM27724,146,490,Cu,0.15
MINFM27724,146,490,Fe,96.3549
MINFM27724,146,490,Mn,0.775
MINFM27724,146,490,Ni,0.2
MINFM27724,146,490,P,0.02
MINFM27724,146,490,Si,1.7
MINFM27724,146,490,S,0.02
MINFM27732,115,360,C,0.16
MINFM27732,115,360,Cr,0.15
MINFM27732,115,360,Fe,97.0074
MINFM27732,115,360,Mn,2.2
MINFM27732,115,360,P,0.0175
MINFM27732,115,360,Si,0.45
MINFM27732,115,360,S,0.015
MINFM28095,158.5,705,C,0.27
MINFM28095,158.5,705,Cr,0.75
MINFM28095,158.5,705,Fe,97.3749
MINFM28095,158.5,705,Mn,1.15
MINFM28095,158.5,705,P,0.0175
MINFM28095,158.5,705,Si,0.27
MINFM28095,158.5,705,S,0.0175
MINFM28095,158.5,705,V,0.15
MINFM28094,158.5,705,C,0.27
MINFM28094,158.5,705,Cr,0.75
MINFM28094,158.5,705,Fe,97.3749
MINFM28094,158.5,705,Mn,1.15
MINFM28094,158.5,705,P,0.0175
MINFM28094,158.5,705,Si,0.27
MINFM28094,158.5,705,S,0.0175
MINFM28094,158.5,705,V,0.15
MINFM27748,210,441,C,1
MINFM27748,210,441,Cr,1.475
MINFM27748,210,441,Cu,0.125
MINFM27748,210,441,Fe,96.3214
MINFM27748,210,441,Mn,0.4
MINFM27748,210,441,Ni,0.15
MINFM27748,210,441,P,0.0135
MINFM27748,210,441,Si,0.25
MINFM27748,210,441,S,0.015
MINFM28123,207.5,450,C,0.3
MINFM28123,207.5,450,Cr,1.75
MINFM28123,207.5,450,Fe,96.6649
MINFM28123,207.5,450,Mn,0.7
MINFM28123,207.5,450,P,0.0175
MINFM28123,207.5,450,Si,0.275
MINFM28123,207.5,450,S,0.0175
MINFM28123,207.5,450,V,0.275
MINFM27765,176,343,C,0.15
MINFM27765,176,343,Cr,0.85
MINFM27765,176,343,Fe,98.1449
MINFM27765,176,343,Mn,0.55
MINFM27765,176,343,P,0.0175
MINFM27765,176,343,Si,0.27
MINFM27765,176,343,S,0.0175
MINFM28155,98.5,171.5,C,0.35
MINFM28155,98.5,171.5,Cr,0.9
MINFM28155,98.5,171.5,Fe,97.4199
MINFM28155,98.5,171.5,Mn,0.85
MINFM28155,98.5,171.5,P,0.0175
MINFM28155,98.5,171.5,Si,0.27
MINFM28155,98.5,171.5,S,0.0175
MINFM28155,98.5,171.5,V,0.175
MINFM28157,142.5,588,C,0.35
MINFM28157,142.5,588,Cr,0.9
MINFM28157,142.5,588,Fe,97.4199
MINFM28157,142.5,588,Mn,0.85
MINFM28157,142.5,588,P,0.0175
MINFM28157,142.5,588,Si,0.27
MINFM28157,142.5,588,S,0.0175
MINFM28157,142.5,588,V,0.175
MINFM27787,150,520,C,0.57
MINFM27787,150,520,Cr,0.45
MINFM27787,150,520,Fe,97.5049
MINFM27787,150,520,Mn,1.05
MINFM27787,150,520,P,0.02
MINFM27787,150,520,Si,0.35
MINFM27787,150,520,S,0.02
MINFM27789,165,539,C,0.57
MINFM27789,165,539,Cr,0.45
MINFM27789,165,539,Fe,97.5049
MINFM27789,165,539,Mn,1.05
MINFM27789,165,539,P,0.02
MINFM27789,165,539,Si,0.35
MINFM27789,165,539,S,0.02
MINFM28742,216.5,137.5,C,0.06
MINFM28742,216.5,137.5,Cr,18.5
MINFM28742,216.5,137.5,Fe,67.2674
MINFM28742,216.5,137.5,Mn,8.5
MINFM28742,216.5,137.5,Ni,5
MINFM28742,216.5,137.5,N,0.175
MINFM28742,216.5,137.5,P,0.03
MINFM28742,216.5,137.5,Si,0.45
MINFM28742,216.5,137.5,S,0.0175
MINFM28745,125,294,C,0.06
MINFM28745,125,294,Cr,18.5
MINFM28745,125,294,Fe,67.2674
MINFM28745,125,294,Mn,8.5
MINFM28745,125,294,Ni,5
MINFM28745,125,294,N,0.175
MINFM28745,125,294,P,0.03
MINFM28745,125,294,Si,0.45
MINFM28745,125,294,S,0.0175
MINFM28748,125,294,C,0.06
MINFM28748,125,294,Cr,18.5
MINFM28748,125,294,Fe,67.2674
MINFM28748,125,294,Mn,8.5
MINFM28748,125,294,Ni,5
MINFM28748,125,294,N,0.175
MINFM28748,125,294,P,0.03
MINFM28748,125,294,Si,0.45
MINFM28748,125,294,S,0.0175
MINFM28763,127.5,314,C,0.085
MINFM28763,127.5,314,Cr,8
MINFM28763,127.5,314,Fe,71.5499
MINFM28763,127.5,314,Mn,18.5
MINFM28763,127.5,314,Mo,0.6
MINFM28763,127.5,314,P,0.0225
MINFM28763,127.5,314,Si,0.625
MINFM28763,127.5,314,S,0.0175
MINFM28763,127.5,314,V,0.6
MINFM76395,143,225,C,0.15
MINFM76395,143,225,Cr,0.125
MINFM76395,143,225,Cu,0.125
MINFM76395,143,225,Mn,0.5
MINFM76395,143,225,Ni,0.15
MINFM76395,143,225,P,0.0175
MINFM76395,143,225,Si,0.27
MINFM76395,143,225,S,0.0175
MINFM76397,170,275,C,0.255
MINFM76397,170,275,Cr,0.125
MINFM76397,170,275,Cu,0.125
MINFM76397,170,275,Mn,0.65
MINFM76397,170,275,Ni,0.15
MINFM76397,170,275,P,0.0175
MINFM76397,170,275,Si,0.27
MINFM76397,170,275,S,0.0175
MINFM76398,179,295,C,0.305
MINFM76398,179,295,Cr,0.125
MINFM76398,179,295,Cu,0.125
MINFM76398,179,295,Mn,0.65
MINFM76398,179,295,Ni,0.15
MINFM76398,179,295,P,0.0175
MINFM76398,179,295,Si,0.27
MINFM76398,179,295,S,0.0175
MINFM76444,187,315,C,0.305
MINFM76444,187,315,Cr,0.125
MINFM76444,187,315,Cu,0.125
MINFM76444,187,315,Mn,0.85
MINFM76444,187,315,Ni,0.15
MINFM76444,187,315,P,0.0175
MINFM76444,187,315,Si,0.27
MINFM76444,187,315,S,0.0175
MINFM76414,229,335,C,0.355
MINFM76414,229,335,Cr,0.125
MINFM76414,229,335,Cu,0.125
MINFM76414,229,335,Mn,0.85
MINFM76414,229,335,Ni,0.15
MINFM76414,229,335,P,0.0175
MINFM76414,229,335,Si,0.27
MINFM76414,229,335,S,0.0175
MINFM76446,207,355,C,0.405
MINFM76446,207,355,Cr,0.125
MINFM76446,207,355,Cu,0.125
MINFM76446,207,355,Mn,0.85
MINFM76446,207,355,Ni,0.15
MINFM76446,207,355,P,0.0175
MINFM76446,207,355,Si,0.27
MINFM76446,207,355,S,0.0175
MINFM76418,269,410,C,0.61
MINFM76418,269,410,Cr,0.125
MINFM76418,269,410,Cu,0.125
MINFM76418,269,410,Mn,0.85
MINFM76418,269,410,Ni,0.15
MINFM76418,269,410,P,0.0175
MINFM76418,269,410,Si,0.27
MINFM76418,269,410,S,0.0175
MINFM76419,285,430,C,0.66
MINFM76419,285,430,Cr,0.125
MINFM76419,285,430,Cu,0.125
MINFM76419,285,430,Mn,1.05
MINFM76419,285,430,Ni,0.15
MINFM76419,285,430,P,0.0175
MINFM76419,285,430,Si,0.27
MINFM76419,285,430,S,0.0175
MINFM76407,285,880,C,0.76
MINFM76407,285,880,Cr,0.125
MINFM76407,285,880,Cu,0.125
MINFM76407,285,880,Mn,0.65
MINFM76407,285,880,Ni,0.15
MINFM76407,285,880,P,0.0175
MINFM76407,285,880,Si,0.27
MINFM76407,285,880,S,0.0175
MINFM76408,285,930,C,0.81
MINFM76408,285,930,Cr,0.125
MINFM76408,285,930,Cu,0.125
MINFM76408,285,930,Mn,0.65
MINFM76408,285,930,Ni,0.15
MINFM76408,285,930,P,0.0175
MINFM76408,285,930,Si,0.27
MINFM76408,285,930,S,0.0175
MINFM76407,285,880,C,0.76
MINFM76407,285,880,Cr,0.125
MINFM76407,285,880,Cu,0.125
MINFM76407,285,880,Mn,0.65
MINFM76407,285,880,Ni,0.15
MINFM76407,285,880,P,0.0175
MINFM76407,285,880,Si,0.27
MINFM76407,285,880,S,0.0175
MINFM76408,285,930,C,0.81
MINFM76408,285,930,Cr,0.125
MINFM76408,285,930,Cu,0.125
MINFM76408,285,930,Mn,0.65
MINFM76408,285,930,Ni,0.15
MINFM76408,285,930,P,0.0175
MINFM76408,285,930,Si,0.27
MINFM76408,285,930,S,0.0175
MINFM76440,255,980,C,0.86
MINFM76440,255,980,Cr,0.125
MINFM76440,255,980,Cu,0.125
MINFM76440,255,980,Mn,0.65
MINFM76440,255,980,Ni,0.15
MINFM76440,255,980,P,0.0175
MINFM76440,255,980,Si,0.27
MINFM76440,255,980,S,0.0175
MINFM89350,217,235,C,0.125
MINFM89350,217,235,Cr,0.55
MINFM89350,217,235,Mn,0.55
MINFM89350,217,235,Mo,0.5
MINFM89350,217,235,Ni,0.15
MINFM89350,217,235,P,0.015
MINFM89350,217,235,Si,0.27
MINFM89350,217,235,S,0.0125
MINFM89357,269,735,C,0.19
MINFM89357,269,735,Cr,3.05
MINFM89357,269,735,Mn,0.375
MINFM89357,269,735,Mo,0.45
MINFM89357,269,735,Ni,0.15
MINFM89357,269,735,P,0.015
MINFM89357,269,735,Si,0.27
MINFM89357,269,735,S,0.0125
MINFM89357,269,735,W,0.4
MINFM89357,269,735,V,0.725
MINFM47125,135,190,C,0.075
MINFM47125,135,190,Cr,0.15
MINFM47125,135,190,Cu,0.15
MINFM47125,135,190,Fe,98.7099
MINFM47125,135,190,Mn,0.2
MINFM47125,135,190,Ni,0.15
MINFM47125,135,190,P,0.02
MINFM47125,135,190,Si,0.175
MINFM47125,135,190,S,0.02
MINFM47162,118,102.5,Al,0.01
MINFM47162,118,102.5,C,0.07
MINFM47162,118,102.5,Cr,0.15
MINFM47162,118,102.5,Cu,0.15
MINFM47162,118,102.5,Fe,98.5049
MINFM47162,118,102.5,Mn,0.4
MINFM47162,118,102.5,Ni,0.15
MINFM47162,118,102.5,P,0.02
MINFM47162,118,102.5,Si,0.175
MINFM47162,118,102.5,S,0.02
MINFM47227,192,292.5,C,0.085
MINFM47227,192,292.5,Fe,99.8699
MINFM47227,192,292.5,P,0.0225
MINFM47227,192,292.5,S,0.0225
MINFM47603,249.5,357.5,C,0.19
MINFM47603,249.5,357.5,Fe,99.7599
MINFM47603,249.5,357.5,P,0.025
MINFM47603,249.5,357.5,S,0.025
MINFM47665,92.5,305,Al,0.005
MINFM47665,92.5,305,C,0.09
MINFM47665,92.5,305,Cu,0.15
MINFM47665,92.5,305,Fe,98.2724
MINFM47665,92.5,305,Mn,0.7
MINFM47665,92.5,305,Ni,0.15
MINFM47665,92.5,305,Nb,0.0475
MINFM47665,92.5,305,P,0.0175
MINFM47665,92.5,305,Si,0.2
MINFM47665,92.5,305,S,0.0175
MINFM48008,203.5,440,C,0.26
MINFM48008,203.5,440,Cr,0.125
MINFM48008,203.5,440,Cu,0.15
MINFM48008,203.5,440,Fe,98.3499
MINFM48008,203.5,440,Mn,0.65
MINFM48008,203.5,440,Ni,0.15
MINFM48008,203.5,440,P,0.02
MINFM48008,203.5,440,Si,0.275
MINFM48008,203.5,440,S,0.02
MINFM48035,177.5,185,C,0.26
MINFM48035,177.5,185,Cr,0.125
MINFM48035,177.5,185,Cu,0.15
MINFM48035,177.5,185,Fe,98.3499
MINFM48035,177.5,185,Mn,0.65
MINFM48035,177.5,185,Ni,0.15
MINFM48035,177.5,185,P,0.02
MINFM48035,177.5,185,Si,0.275
MINFM48035,177.5,185,S,0.02
MINFM48052,192.5,200,C,0.31
MINFM48052,192.5,200,Cr,0.125
MINFM48052,192.5,200,Cu,0.15
MINFM48052,192.5,200,Fe,98.2999
MINFM48052,192.5,200,Mn,0.65
MINFM48052,192.5,200,Ni,0.15
MINFM48052,192.5,200,P,0.02
MINFM48052,192.5,200,Si,0.275
MINFM48052,192.5,200,S,0.02
MINFM47939,111,225,C,0.165
MINFM47939,111,225,Cr,0.125
MINFM47939,111,225,Cu,0.15
MINFM47939,111,225,Fe,98.3449
MINFM47939,111,225,Mn,0.75
MINFM47939,111,225,Ni,0.15
MINFM47939,111,225,P,0.02
MINFM47939,111,225,Si,0.275
MINFM47939,111,225,S,0.02
MINFM47995,83,235,C,0.205
MINFM47995,83,235,Cr,0.125
MINFM47995,83,235,Cu,0.15
MINFM47995,83,235,Fe,98.5549
MINFM47995,83,235,Mn,0.5
MINFM47995,83,235,Ni,0.15
MINFM47995,83,235,P,0.02
MINFM47995,83,235,Si,0.275
MINFM47995,83,235,S,0.02
MINFM47603,249.5,357.5,C,0.19
MINFM47603,249.5,357.5,Fe,99.7599
MINFM47603,249.5,357.5,P,0.025
MINFM47603,249.5,357.5,S,0.025
MINFM47665,92.5,305,Al,0.005
MINFM47665,92.5,305,C,0.09
MINFM47665,92.5,305,Cu,0.15
MINFM47665,92.5,305,Fe,98.2724
MINFM47665,92.5,305,Mn,0.7
MINFM47665,92.5,305,Ni,0.15
MINFM47665,92.5,305,Nb,0.0475
MINFM47665,92.5,305,P,0.0175
MINFM47665,92.5,305,Si,0.2
MINFM47665,92.5,305,S,0.0175
MINFM47667,96,335,Al,0.005
MINFM47667,96,335,C,0.09
MINFM47667,96,335,Cu,0.15
MINFM47667,96,335,Fe,98.2724
MINFM47667,96,335,Mn,0.7
MINFM47667,96,335,Ni,0.15
MINFM47667,96,335,Nb,0.0475
MINFM47667,96,335,P,0.0175
MINFM47667,96,335,Si,0.2
MINFM47667,96,335,S,0.0175
MINFM47808,219,355,C,0.275
MINFM47808,219,355,Fe,99.6299
MINFM47808,219,355,P,0.025
MINFM47808,219,355,S,0.025
MINFM48183,225,295,C,0.46
MINFM48183,225,295,Cr,0.125
MINFM48183,225,295,Cu,0.15
MINFM48183,225,295,Fe,98.1549
MINFM48183,225,295,Mn,0.65
MINFM48183,225,295,Ni,0.15
MINFM48183,225,295,P,0.02
MINFM48183,225,295,Si,0.27
MINFM48183,225,295,S,0.02
MINFM48274,261,602.5,C,0.61
MINFM48274,261,602.5,Cr,0.125
MINFM48274,261,602.5,Cu,0.15
MINFM48274,261,602.5,Fe,97.9999
MINFM48274,261,602.5,Mn,0.65
MINFM48274,261,602.5,Ni,0.15
MINFM48274,261,602.5,P,0.02
MINFM48274,261,602.5,Si,0.275
MINFM48274,261,602.5,S,0.02
MINFM48285,132.5,380,C,0.61
MINFM48285,132.5,380,Cr,0.125
MINFM48285,132.5,380,Cu,0.15
MINFM48285,132.5,380,Fe,97.9999
MINFM48285,132.5,380,Mn,0.65
MINFM48285,132.5,380,Ni,0.15
MINFM48285,132.5,380,P,0.02
MINFM48285,132.5,380,Si,0.275
MINFM48285,132.5,380,S,0.02
MINFM48307,240,220,C,0.61
MINFM48307,240,220,Cr,0.125
MINFM48307,240,220,Cu,0.15
MINFM48307,240,220,Fe,97.9999
MINFM48307,240,220,Mn,0.65
MINFM48307,240,220,Ni,0.15
MINFM48307,240,220,P,0.02
MINFM48307,240,220,Si,0.275
MINFM48307,240,220,S,0.02
MINFM47995,83,235,C,0.205
MINFM47995,83,235,Cr,0.125
MINFM47995,83,235,Cu,0.15
MINFM47995,83,235,Fe,98.5549
MINFM47995,83,235,Mn,0.5
MINFM47995,83,235,Ni,0.15
MINFM47995,83,235,P,0.02
MINFM47995,83,235,Si,0.275
MINFM47995,83,235,S,0.02
MINFM48379,126.5,220.5,C,0.46
MINFM48379,126.5,220.5,Fe,97.3499
MINFM48379,126.5,220.5,Mn,0.65
MINFM48379,126.5,220.5,P,0.02
MINFM48379,126.5,220.5,Si,1.5
MINFM48379,126.5,220.5,S,0.02
MINFM48430,158.5,635,C,0.37
MINFM48430,158.5,635,Fe,97.0949
MINFM48430,158.5,635,Mn,1.25
MINFM48430,158.5,635,P,0.0175
MINFM48430,158.5,635,Si,1.25
MINFM48430,158.5,635,S,0.0175
MINFM48441,146,440,C,0.47
MINFM48441,146,440,Cr,0.15
MINFM48441,146,440,Cu,0.15
MINFM48441,146,440,Fe,96.6449
MINFM48441,146,440,Mn,0.65
MINFM48441,146,440,Ni,0.2
MINFM48441,146,440,P,0.0175
MINFM48441,146,440,Si,1.7
MINFM48441,146,440,S,0.0175
MINFM48446,198.5,960,C,0.47
MINFM48446,198.5,960,Cr,0.15
MINFM48446,198.5,960,Cu,0.15
MINFM48446,198.5,960,Fe,96.6449
MINFM48446,198.5,960,Mn,0.65
MINFM48446,198.5,960,Ni,0.2
MINFM48446,198.5,960,P,0.0175
MINFM48446,198.5,960,Si,1.7
MINFM48446,198.5,960,S,0.0175
MINFM48458,115,360,C,0.16
MINFM48458,115,360,Cr,0.15
MINFM48458,115,360,Fe,97.0074
MINFM48458,115,360,Mn,2.2
MINFM48458,115,360,P,0.0175
MINFM48458,115,360,Si,0.45
MINFM48458,115,360,S,0.015
MINFM32667,180,320,C,0.015
MINFM32667,180,320,Cr,11.5
MINFM32667,180,320,Fe,86.2924
MINFM32667,180,320,Mn,1
MINFM32667,180,320,Ni,0.65
MINFM32667,180,320,N,0.015
MINFM32667,180,320,P,0.02
MINFM32667,180,320,Si,0.5
MINFM32667,180,320,S,0.0075
MINFM48262,232,387.5,C,0.56
MINFM48262,232,387.5,Cr,0.125
MINFM48262,232,387.5,Cu,0.15
MINFM48262,232,387.5,Fe,98.0499
MINFM48262,232,387.5,Mn,0.65
MINFM48262,232,387.5,Ni,0.15
MINFM48262,232,387.5,P,0.02
MINFM48262,232,387.5,Si,0.275
MINFM48262,232,387.5,S,0.02
MINFM48274,261,602.5,C,0.61
MINFM48274,261,602.5,Cr,0.125
MINFM48274,261,602.5,Cu,0.15
MINFM48274,261,602.5,Fe,97.9999
MINFM48274,261,602.5,Mn,0.65
MINFM48274,261,602.5,Ni,0.15
MINFM48274,261,602.5,P,0.02
MINFM48274,261,602.5,Si,0.275
MINFM48274,261,602.5,S,0.02
MINFM48285,132.5,380,C,0.61
MINFM48285,132.5,380,Cr,0.125
MINFM48285,132.5,380,Cu,0.15
MINFM48285,132.5,380,Fe,97.9999
MINFM48285,132.5,380,Mn,0.65
MINFM48285,132.5,380,Ni,0.15
MINFM48285,132.5,380,P,0.02
MINFM48285,132.5,380,Si,0.275
MINFM48285,132.5,380,S,0.02
MINFM48307,240,220,C,0.61
MINFM48307,240,220,Cr,0.125
MINFM48307,240,220,Cu,0.15
MINFM48307,240,220,Fe,97.9999
MINFM48307,240,220,Mn,0.65
MINFM48307,240,220,Ni,0.15
MINFM48307,240,220,P,0.02
MINFM48307,240,220,Si,0.275
MINFM48307,240,220,S,0.02
MINFM48379,126.5,220.5,C,0.46
MINFM48379,126.5,220.5,Fe,97.3499
MINFM48379,126.5,220.5,Mn,0.65
MINFM48379,126.5,220.5,P,0.02
MINFM48379,126.5,220.5,Si,1.5
MINFM48379,126.5,220.5,S,0.02
MINFM48707,104,365,C,0.14
MINFM48707,104,365,Cr,0.625
MINFM48707,104,365,Fe,97.5599
MINFM48707,104,365,Mn,0.575
MINFM48707,104,365,Mo,0.5
MINFM48707,104,365,P,0.02
MINFM48707,104,365,Si,0.275
MINFM48707,104,365,S,0.02
MINFM48707,104,365,V,0.285
MINFM46957,166,314,C,0.115
MINFM46957,166,314,Fe,98.5849
MINFM46957,166,314,Mn,0.85
MINFM46957,166,314,P,0.05
MINFM46957,166,314,Si,0.2
MINFM46957,166,314,S,0.2
MINFM46969,181.5,343,C,0.2
MINFM46969,181.5,343,Fe,98.5099
MINFM46969,181.5,343,Mn,0.85
MINFM46969,181.5,343,P,0.05
MINFM46969,181.5,343,Si,0.2
MINFM46969,181.5,343,S,0.19
MINFM46984,218,442.5,C,0.4
MINFM46984,218,442.5,Fe,98.4399
MINFM46984,218,442.5,Mn,0.75
MINFM46984,218,442.5,P,0.05
MINFM46984,218,442.5,Si,0.2
MINFM46984,218,442.5,S,0.16
MINFM48742,165.5,735,C,0.3
MINFM48742,165.5,735,Cr,0.95
MINFM48742,165.5,735,Fe,97.6949
MINFM48742,165.5,735,Mn,0.55
MINFM48742,165.5,735,Mo,0.2
MINFM48742,165.5,735,P,0.0175
MINFM48742,165.5,735,Si,0.27
MINFM48742,165.5,735,S,0.0175
MINFM47939,111,225,C,0.165
MINFM47939,111,225,Cr,0.125
MINFM47939,111,225,Cu,0.15
MINFM47939,111,225,Fe,98.3449
MINFM47939,111,225,Mn,0.75
MINFM47939,111,225,Ni,0.15
MINFM47939,111,225,P,0.02
MINFM47939,111,225,Si,0.275
MINFM47939,111,225,S,0.02
MINFM48535,197,294,C,0.165
MINFM48535,197,294,Cr,0.95
MINFM48535,197,294,Fe,97.3299
MINFM48535,197,294,Mn,1.25
MINFM48535,197,294,P,0.0175
MINFM48535,197,294,Si,0.27
MINFM48535,197,294,S,0.0175
MINFM48552,300,686,C,0.195
MINFM48552,300,686,Cr,1.15
MINFM48552,300,686,Fe,97.1999
MINFM48552,300,686,Mn,1.15
MINFM48552,300,686,P,0.0175
MINFM48552,300,686,Si,0.27
MINFM48552,300,686,S,0.0175
MINFM48568,269,696,B,0.003
MINFM48568,269,696,C,0.315
MINFM48568,269,696,Cr,0.95
MINFM48568,269,696,Fe,97.2719
MINFM48568,269,696,Mn,1.05
MINFM48568,269,696,Ni,0.2
MINFM48568,269,696,P,0.0175
MINFM48568,269,696,Si,0.175
MINFM48568,269,696,S,0.0175
MINFM48921,158.5,735,C,0.51
MINFM48921,158.5,735,Cr,1.05
MINFM48921,158.5,735,Fe,96.9799
MINFM48921,158.5,735,Mn,0.85
MINFM48921,158.5,735,Ni,0.15
MINFM48921,158.5,735,P,0.0175
MINFM48921,158.5,735,Si,0.275
MINFM48921,158.5,735,S,0.0175
MINFM48921,158.5,735,V,0.15
MINFM48590,238.5,265,C,0.36
MINFM48590,238.5,265,Cr,0.3
MINFM48590,238.5,265,Fe,97.3349
MINFM48590,238.5,265,Mn,1.7
MINFM48590,238.5,265,P,0.0175
MINFM48590,238.5,265,Si,0.27
MINFM48590,238.5,265,S,0.0175
MINFM48950,269.5,318.5,C,0.29
MINFM48950,269.5,318.5,Cr,2.5
MINFM48950,269.5,318.5,Fe,95.8299
MINFM48950,269.5,318.5,Mn,0.6
MINFM48950,269.5,318.5,Mo,0.25
MINFM48950,269.5,318.5,P,0.0175
MINFM48950,269.5,318.5,Si,0.27
MINFM48950,269.5,318.5,S,0.0175
MINFM48950,269.5,318.5,V,0.225
MINFM48609,253.5,1275,C,0.55
MINFM48609,253.5,1275,Cr,0.6
MINFM48609,253.5,1275,Cu,0.15
MINFM48609,253.5,1275,Fe,96.3149
MINFM48609,253.5,1275,Mn,0.65
MINFM48609,253.5,1275,Ni,0.25
MINFM48609,253.5,1275,P,0.0175
MINFM48609,253.5,1275,Si,1.45
MINFM48609,253.5,1275,S,0.0175
MINFM48707,104,365,C,0.14
MINFM48707,104,365,Cr,0.625
MINFM48707,104,365,Fe,97.5599
MINFM48707,104,365,Mn,0.575
MINFM48707,104,365,Mo,0.5
MINFM48707,104,365,P,0.02
MINFM48707,104,365,Si,0.275
MINFM48707,104,365,S,0.02
MINFM48707,104,365,V,0.285
MINFM46957,166,314,C,0.115
MINFM46957,166,314,Fe,98.5849
MINFM46957,166,314,Mn,0.85
MINFM46957,166,314,P,0.05
MINFM46957,166,314,Si,0.2
MINFM46957,166,314,S,0.2
MINFM48441,146,440,C,0.47
MINFM48441,146,440,Cr,0.15
MINFM48441,146,440,Cu,0.15
MINFM48441,146,440,Fe,96.6449
MINFM48441,146,440,Mn,0.65
MINFM48441,146,440,Ni,0.2
MINFM48441,146,440,P,0.0175
MINFM48441,146,440,Si,1.7
MINFM48441,146,440,S,0.0175
MINFM48446,198.5,960,C,0.47
MINFM48446,198.5,960,Cr,0.15
MINFM48446,198.5,960,Cu,0.15
MINFM48446,198.5,960,Fe,96.6449
MINFM48446,198.5,960,Mn,0.65
MINFM48446,198.5,960,Ni,0.2
MINFM48446,198.5,960,P,0.0175
MINFM48446,198.5,960,Si,1.7
MINFM48446,198.5,960,S,0.0175
MINFM48458,115,360,C,0.16
MINFM48458,115,360,Cr,0.15
MINFM48458,115,360,Fe,97.0074
MINFM48458,115,360,Mn,2.2
MINFM48458,115,360,P,0.0175
MINFM48458,115,360,Si,0.45
MINFM48458,115,360,S,0.015
MINFM32667,180,320,C,0.015
MINFM32667,180,320,Cr,11.5
MINFM32667,180,320,Fe,86.2924
MINFM32667,180,320,Mn,1
MINFM32667,180,320,Ni,0.65
MINFM32667,180,320,N,0.015
MINFM32667,180,320,P,0.02
MINFM32667,180,320,Si,0.5
MINFM32667,180,320,S,0.0075
MINFM48461,125,390,C,0.16
MINFM48461,125,390,Cr,0.15
MINFM48461,125,390,Fe,97.0074
MINFM48461,125,390,Mn,2.2
MINFM48461,125,390,P,0.0175
MINFM48461,125,390,Si,0.45
MINFM48461,125,390,S,0.015
MINFM49218,134.5,490,C,0.2
MINFM49218,134.5,490,Cr,15
MINFM49218,134.5,490,Fe,83.9624
MINFM49218,134.5,490,Mn,0.45
MINFM49218,134.5,490,P,0.02
MINFM49218,134.5,490,Si,0.35
MINFM49218,134.5,490,S,0.0175
MINFM49219,238,465,C,0.2
MINFM49219,238,465,Cr,15
MINFM49219,238,465,Fe,83.9624
MINFM49219,238,465,Mn,0.45
MINFM49219,238,465,P,0.02
MINFM49219,238,465,Si,0.35
MINFM49219,238,465,S,0.0175
MINFM48841,111.5,440,C,0.23
MINFM48841,111.5,440,Cr,1.35
MINFM48841,111.5,440,Fe,96.9349
MINFM48841,111.5,440,Mn,0.45
MINFM48841,111.5,440,P,0.0175
MINFM48841,111.5,440,Si,0.45
MINFM48841,111.5,440,S,0.0175
MINFM48841,111.5,440,V,0.55
MINFM48861,126.5,540,C,0.22
MINFM48861,126.5,540,Cr,1.35
