0.001 55.06 50.97
0.002 36.201 44.235
0.004 39.949 43.488
0.006 44.484 45.259
0.008 40.75 45.842
0.01 46.231 45.836
0.02 41.709 45.007
0.04 38.505 43.229
0.06 40.453 43.024
0.08 49.823 49.802
0.1 41.555 43.962
0.2 49.247 45.404
