,internal_id,avg_hardness,avg_yield,Al,B,Bi,C,Ca,Ce,Co,Cr,Cu,Fe,Mg,Mn,Mo,N,Nb,Ni,P,Pb,S,Se,Si,Ti,V,W,Zn,Zr,youngs_modulus,lattice_constant,melting_point,specific_heat,atomic_mass,CTE,electrical_resistivity,atomic_radius,density_of_solid,poissons_ratio,electronegativity,max_min_radius
447,MINFM66312,277.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,69.9099,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.259889,2.6523141299999993,1675.9489919999999,0.40774085699999996,50.507780655,9.881368199999999e-06,9.163589999999998e-08,1.2697385999999997,7110.545525999999,0.25373871,1.64265117,0.04999999999999982
448,MINFM66319,352.0,965.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,70.5899,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.109689,2.7459051299999997,1736.2566419999998,0.42633825699999994,51.7577381945,1.0157858200000001e-05,9.57924e-08,1.3093835999999999,7299.918726,0.26108570999999997,1.6936201700000002,0.1499999999999999
449,MINFM66337,400.0,1310.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,74.0219,0.0,0.0,2.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.57370899999998,2.84067853,1794.8924519999998,0.434042017,54.270691152400005,1.06437342e-05,9.632239999999999e-08,1.3493065999999998,7601.134405999999,0.27298850999999996,1.7588907699999998,0.19999999999999996
450,MINFM66402,176.0,760.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,12.0,0.0,78.5299,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,213.053089,2.7471231300000003,1804.2185919999997,0.418812957,55.765051905,1.02188782e-05,1.1141589999999999e-07,1.3265186,7685.238826,0.26551671,1.7170021699999998,0.7
451,MINFM66360,363.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.5,72.4299,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,201.62708899999998,2.74318813,1712.9615919999999,0.41877445699999993,52.001913655,1.04242282e-05,9.60579e-08,1.3035186,7335.500325999999,0.26469671,1.69521717,0.04999999999999982
452,MINFM53981,255.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,69.5999,0.0,7.0,0.0,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.56578900000002,3.1106756300000002,1710.041127,0.42156255700000006,51.414553355,1.06677882e-05,1.905299e-07,1.3036236,7207.816126,0.23798971000000002,1.6643881700000003,0.7499999999999999
453,MINFM54238,201.0,205.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,18.0,0.0,61.7049,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.417339,2.73093663,1711.8051919999998,0.41660770700000005,50.885391605,9.7843782e-06,2200000000.0,1.2797386,7218.215826,0.25394421,1.66168767,0.5499999999999999
454,MINFM55347,363.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.5,72.9199,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,202.66098899999997,2.7572511299999998,1721.8207919999998,0.4209451569999999,52.275554154999995,1.04820482e-05,9.654789999999999e-08,1.3103786,7374.082925999999,0.26611770999999995,1.70418417,0.04999999999999982
455,MINFM55346,415.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.5,72.9199,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,202.66098899999997,2.7572511299999998,1721.8207919999998,0.4209451569999999,52.275554154999995,1.04820482e-05,9.654789999999999e-08,1.3103786,7374.082925999999,0.26611770999999995,1.70418417,0.04999999999999982
456,MINFM55351,311.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.25,72.1399,0.0,0.0,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.545189,2.71049013,1720.196892,0.41611725699999996,51.774676155,1.00987582e-05,9.40099e-08,1.2975835999999998,7288.195726,0.25990571,1.68261017,0.09999999999999987
457,MINFM53126,156.0,221.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,94.5999,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.9,0.0,0.0,0.0,0.0,0.0,200.325789,2.85929013,1811.969352,0.44205985700000006,53.4413338749,1.1374938200000002e-05,1.9999999999999996e+19,1.3521986,7531.601726000001,0.27433971,1.80765717,0.7
458,MINFM55745,120.5,379.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,94.5999,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.9,0.0,0.0,0.0,0.0,0.0,200.325789,2.85929013,1811.969352,0.44205985700000006,53.4413338749,1.1374938200000002e-05,1.9999999999999996e+19,1.3521986,7531.601726000001,0.27433971,1.80765717,0.7
459,MINFM55747,151.0,586.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,94.5999,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.9,0.0,0.0,0.0,0.0,0.0,200.325789,2.85929013,1811.969352,0.44205985700000006,53.4413338749,1.1374938200000002e-05,1.9999999999999996e+19,1.3521986,7531.601726000001,0.27433971,1.80765717,0.7
460,MINFM55405,250.0,415.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,8.0,0.0,87.3399,0.0,0.3,0.85,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.0,210.38508899999997,2.8128438300000003,1790.594979,0.432528857,54.132379388,1.0834388200000001e-05,2.1107386000000002e-06,1.3575386,7580.747326,0.27362671,1.7647761700000002,0.7999999999999999
461,MINFM66145,217.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,74.8699,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.557989,2.7078911299999997,1776.972792,0.421466157,52.589363155,9.7761482e-06,9.805739999999998e-08,1.3185536,7324.655925999999,0.25929771,1.69841917,0.050000000000000044
462,MINFM66141,297.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,60.8749,0.0,0.0,1.0,0.15,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.276039,2.65666813,1743.8231269999999,0.414570807,50.549252955,8.9742382e-06,9.69649e-08,1.2789736,7064.269626,0.24508720999999997,1.63862067,0.7999999999999999
463,MINFM66104,230.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,43.2299,0.0,5.0,4.0,0.4,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.445089,3.05295413,1739.359752,0.408518457,52.132313705,9.6491282e-06,1.581599e-07,1.2738185999999998,7256.102326,0.23566670999999997,1.65456717,0.7999999999999999
464,MINFM54246,217.0,205.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,60.7549,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.412839,2.77176563,1714.698592,0.42039420699999996,50.439189905000006,9.7190782e-06,10000000000.0,1.2730685999999998,7162.600826,0.25118921,1.66021467,0.5499999999999999
465,MINFM54253,241.0,205.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,18.0,0.0,59.7449,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.281739,2.80825363,1715.7352919999998,0.423607407,49.956237905,9.644898200000001e-06,17500000000.0,1.2653036,7101.523426,0.24826020999999998,1.65703167,0.5499999999999999
466,MINFM53997,201.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,68.0249,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.962539,2.72351463,1730.070192,0.419750307,51.523314404999994,9.931938200000001e-06,9.53749e-08,1.2983486,7282.720626,0.25777221,1.67985567,0.04999999999999982
467,MINFM54020,217.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,66.4349,0.0,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.397639,2.71072063,1722.686282,0.417586607,51.169346605,9.7933182e-06,9.50549e-08,1.2907385999999998,7228.924026,0.25526120999999996,1.67039867,0.7499999999999999
468,MINFM54037,217.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,61.9349,0.0,0.0,2.0,0.1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.902639,2.65737063,1691.046282,0.40177160700000003,50.709067605,9.5283182e-06,9.055489999999999e-08,1.2557386,7115.554026,0.25041121,1.6362486699999998,0.7999999999999999
469,MINFM55111,87.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.94028899999998,2.8283821299999996,1781.7821919999997,0.43657605699999996,55.035191655,1.16288882e-05,9.854989999999997e-08,1.3796985999999998,7759.819125999999,0.28579470999999995,1.80346317,0.0
470,MINFM55112,91.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.94028899999998,2.8283821299999996,1781.7821919999997,0.43657605699999996,55.035191655,1.16288882e-05,9.854989999999997e-08,1.3796985999999998,7759.819125999999,0.28579470999999995,1.80346317,0.0
471,MINFM55121,204.5,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.94028899999998,2.8283821299999996,1781.7821919999997,0.43657605699999996,55.035191655,1.16288882e-05,9.854989999999997e-08,1.3796985999999998,7759.819125999999,0.28579470999999995,1.80346317,0.0
472,MINFM55127,117.5,207.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.830989,2.86770113,1806.5517919999998,0.442645157,55.800268155,1.1790548200000001e-05,9.991989999999998e-08,1.3988785999999998,7867.692926,0.28976770999999996,1.82853417,0.0
473,MINFM55150,117.5,207.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.830989,2.86770113,1806.5517919999998,0.442645157,55.800268155,1.1790548200000001e-05,9.991989999999998e-08,1.3988785999999998,7867.692926,0.28976770999999996,1.82853417,0.0
474,MINFM55150,117.5,207.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.830989,2.86770113,1806.5517919999998,0.442645157,55.800268155,1.1790548200000001e-05,9.991989999999998e-08,1.3988785999999998,7867.692926,0.28976770999999996,1.82853417,0.0
475,MINFM55293,302.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,69.9099,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.259889,2.6523141299999993,1675.9489919999999,0.40774085699999996,50.507780655,9.881368199999999e-06,9.163589999999998e-08,1.2697385999999997,7110.545525999999,0.25373871,1.64265117,0.04999999999999982
476,MINFM55299,388.0,1035.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,70.5899,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.109689,2.7459051299999997,1736.2566419999998,0.42633825699999994,51.7577381945,1.0157858200000001e-05,9.57924e-08,1.3093835999999999,7299.918726,0.26108570999999997,1.6936201700000002,0.1499999999999999
477,MINFM55312,375.0,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.5,71.9099,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.039889,2.68046413,1692.6559919999995,0.41201085699999995,51.080456655,1.00528682e-05,9.263989999999998e-08,1.2837385999999997,7196.565525999999,0.25728871,1.66270117,0.04999999999999982
478,MINFM55328,380.0,1210.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,74.0319,0.0,0.0,2.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.59480899999997,2.840965529999999,1795.0732519999997,0.434086317,54.2762756524,1.06449142e-05,9.633239999999997e-08,1.3494465999999998,7601.9218059999985,0.27301750999999996,1.7590737699999996,0.19999999999999996
479,MINFM55332,259.0,585.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,74.0319,0.0,0.0,2.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.59480899999997,2.840965529999999,1795.0732519999997,0.434086317,54.2762756524,1.06449142e-05,9.633239999999997e-08,1.3494465999999998,7601.9218059999985,0.27301750999999996,1.7590737699999996,0.19999999999999996
480,MINFM53149,311.0,965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.5,72.2649,0.0,0.0,0.0,0.0,0.15,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.331439,2.74232263,1736.861892,0.421748507,52.25670087500001,1.01926082e-05,9.519989999999999e-08,1.3132335999999998,7353.3812259999995,0.26237821,1.6984076700000001,0.09999999999999987
481,MINFM26399,135.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.399989,2.80743113,1768.583792,0.433342157,54.627523155000006,1.1542748200000002e-05,9.781989999999999e-08,1.3694785999999999,7702.338925999999,0.28367770999999997,1.79010417,0.0
482,MINFM21830,103.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1799,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.941589,2.91871313,1789.517592,0.440693957,55.38713756,1.1780528200000002e-05,2e+20,1.3891185999999998,7801.835325999999,0.28472171,1.81580217,0.3999999999999999
483,MINFM21837,103.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1299,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.83608900000002,2.92251313,1788.806592,0.440838457,55.375247560000005,1.1774628200000002e-05,2.4999999999999997e+20,1.3889185999999998,7798.878326,0.28457671,1.8161771700000002,0.3999999999999999
484,MINFM21658,132.0,87.5,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,98.8099,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.67688899999996,2.89311113,1799.7869919999998,0.441371957,55.523228695,1.1797578200000002e-05,1.1844989999999999e-07,1.3925085999999998,7827.605225999999,0.28654871,1.82032617,0.7
485,MINFM21709,217.0,232.5,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,98.5599,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.14938899999999,2.89486113,1804.8169919999998,0.442041957,55.413642945,1.1785828200000001e-05,1.431999e-07,1.3907585999999998,7813.587726,0.28582370999999995,1.82212617,0.7
486,MINFM21784,228.0,492.5,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,98.1999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.18178899999998,2.9186611300000003,1802.848192,0.442070757,55.427548845000004,1.1827308200000001e-05,1.445999e-07,1.3910386,7814.214525999999,0.28477970999999996,1.8207181700000001,0.7
487,MINFM26389,135.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.219089,2.85937813,1801.3085919999999,0.44136045700000004,55.638317655,1.1756328200000001e-05,9.96299e-08,1.3948186,7844.858326,0.28892671,1.8232271700000002,0.0
488,MINFM26258,218.0,442.5,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,97.8399,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.432189,2.87646713,1790.3249919999998,0.439109457,54.990691330000004,1.16784582e-05,1.0999999999999998e+20,1.3803086,7751.3542259999995,0.28373571,1.80998317,0.7
489,MINFM26399,135.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.399989,2.80743113,1768.583792,0.433342157,54.627523155000006,1.1542748200000002e-05,9.781989999999999e-08,1.3694785999999999,7702.338925999999,0.28367770999999997,1.79010417,0.0
490,MINFM21830,103.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1799,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.941589,2.91871313,1789.517592,0.440693957,55.38713756,1.1780528200000002e-05,2e+20,1.3891185999999998,7801.835325999999,0.28472171,1.81580217,0.3999999999999999
491,MINFM21837,103.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1299,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.83608900000002,2.92251313,1788.806592,0.440838457,55.375247560000005,1.1774628200000002e-05,2.4999999999999997e+20,1.3889185999999998,7798.878326,0.28457671,1.8161771700000002,0.3999999999999999
492,MINFM21871,276.5,702.5,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,97.5799,0.0,1.3,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.191389,2.93446713,1802.5475919999997,0.44130735699999996,55.45719198,1.1829808200000002e-05,1.4842089999999998e-07,1.3897486,7810.421726,0.28366370999999996,1.8187741700000002,0.75
493,MINFM27322,104.0,305.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,97.5199,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,206.827489,2.86105513,1783.5832919999998,0.43737235700000004,54.80923552,1.1638918200000002e-05,1.6317199e-06,1.3758186,7725.682826,0.28280771,1.8020991700000002,0.7
494,MINFM27323,104.0,305.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,97.5199,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,206.827489,2.86105513,1783.5832919999998,0.43737235700000004,54.80923552,1.1638918200000002e-05,1.6317199e-06,1.3758186,7725.682826,0.28280771,1.8020991700000002,0.7
495,MINFM27361,168.5,127.5,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,97.4699,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,206.721989,2.86140513,1784.5892919999997,0.437506357,54.787318369999994,1.16365682e-05,1.6366699e-06,1.3754685999999996,7722.879325999999,0.28266271,1.80245917,0.7
496,MINFM27368,204.0,215.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,97.4699,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,206.721989,2.86140513,1784.5892919999997,0.437506357,54.787318369999994,1.16365682e-05,1.6366699e-06,1.3754685999999996,7722.879325999999,0.28266271,1.80245917,0.7
497,MINFM27406,90.0,367.5,0.0,0.001,0.0,0.32,0.0,0.0,0.0,0.0,0.0,98.3649,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.539939,2.8790339300000003,1798.272122,0.440426957,55.24511098000001,1.1738338200000001e-05,10000000.000000138,1.3863571,7789.8812259999995,0.28525821,1.81600807,0.7
498,MINFM27840,134.5,588.0,0.0,0.001,0.0,0.28,0.0,0.0,0.0,0.8,0.0,96.5249,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.68153900000001,2.88339793,1786.5849219999998,0.437803357,54.848479680000004,1.1644378200000001e-05,10000000.00000014,1.3771171,7731.092825999999,0.28160221,1.80079607,0.7
499,MINFM27841,134.5,588.0,0.0,0.001,0.0,0.28,0.0,0.0,0.0,0.8,0.0,96.5249,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.68153900000001,2.88339793,1786.5849219999998,0.437803357,54.848479680000004,1.1644378200000001e-05,10000000.00000014,1.3771171,7731.092825999999,0.28160221,1.80079607,0.7
500,MINFM27843,269.0,696.0,0.0,0.001,0.0,0.28,0.0,0.0,0.0,0.8,0.0,96.5249,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.68153900000001,2.88339793,1786.5849219999998,0.437803357,54.848479680000004,1.1644378200000001e-05,10000000.00000014,1.3771171,7731.092825999999,0.28160221,1.80079607,0.7
501,MINFM27844,175.0,794.0,0.0,0.001,0.0,0.28,0.0,0.0,0.0,0.8,0.0,96.5249,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.68153900000001,2.88339793,1786.5849219999998,0.437803357,54.848479680000004,1.1644378200000001e-05,10000000.00000014,1.3771171,7731.092825999999,0.28160221,1.80079607,0.7
502,MINFM27845,175.0,794.0,0.0,0.001,0.0,0.28,0.0,0.0,0.0,0.8,0.0,96.5249,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.68153900000001,2.88339793,1786.5849219999998,0.437803357,54.848479680000004,1.1644378200000001e-05,10000000.00000014,1.3771171,7731.092825999999,0.28160221,1.80079607,0.7
503,MINFM27416,160.0,794.0,0.0,0.001,0.0,0.32,0.0,0.0,0.0,0.0,0.0,98.3649,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.539939,2.8790339300000003,1798.272122,0.440426957,55.24511098000001,1.1738338200000001e-05,10000000.000000138,1.3863571,7789.8812259999995,0.28525821,1.81600807,0.7
504,MINFM27845,175.0,794.0,0.0,0.001,0.0,0.28,0.0,0.0,0.0,0.8,0.0,96.5249,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.68153900000001,2.88339793,1786.5849219999998,0.437803357,54.848479680000004,1.1644378200000001e-05,10000000.00000014,1.3771171,7731.092825999999,0.28160221,1.80079607,0.7
505,MINFM27416,160.0,794.0,0.0,0.001,0.0,0.32,0.0,0.0,0.0,0.0,0.0,98.3649,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.539939,2.8790339300000003,1798.272122,0.440426957,55.24511098000001,1.1738338200000001e-05,10000000.000000138,1.3863571,7789.8812259999995,0.28525821,1.81600807,0.7
506,MINFM27419,265.5,520.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,97.3999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,206.58368900000002,2.86405213,1787.480292,0.43804785700000004,54.76585467,1.16359282e-05,1.8465999000000003e-06,1.3754086,7720.100526,0.28245971,1.8041081700000001,0.7
507,MINFM27915,142.5,588.0,0.9,0.0,0.0,0.28,0.0,0.0,0.0,1.3,0.0,95.0799,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,205.94548899999998,2.8663601299999995,1776.2781919999995,0.44121885699999996,54.3722188374,1.1623828200000002e-05,1.8321739000000002e-06,1.3713985999999998,7651.369925999999,0.28161170999999996,1.7941521699999998,0.7
508,MINFM27540,227.0,205.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,97.2699,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,206.299989,2.86280513,1788.613292,0.438042357,54.69964977,1.1627168200000002e-05,1.6564699e-06,1.3740686,7711.665325999999,0.28208271,1.8038991700000002,0.7
509,MINFM27918,165.5,735.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.3,0.0,96.0099,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,207.271889,2.8860321300000003,1797.917992,0.44254625699999994,54.77918347000001,1.1508108200000001e-05,1.01359809e-05,1.3799185999999999,7706.057325999999,0.28115871,1.81088117,0.7
510,MINFM27919,165.5,735.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.3,0.0,96.0099,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,207.271889,2.8860321300000003,1797.917992,0.44254625699999994,54.77918347000001,1.1508108200000001e-05,1.01359809e-05,1.3799185999999999,7706.057325999999,0.28115871,1.81088117,0.7
