,internal_id,avg_yield,Al,B,Bi,C,Ca,Ce,Co,Cr,Cu,Fe,Mg,Mn,Mo,N,Nb,Ni,P,Pb,S,Se,Si,Ti,V,W,Zn,Zr,youngs_modulus,lattice_constant,melting_point,specific_heat,atomic_mass,CTE,electrical_resistivity,atomic_radius,density_of_solid,poissons_ratio
318,MINFM48461,390.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,96.4349,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,207.578639,2.96605563,1783.5159919999999,0.43970880700000003,55.051500145000006,1.18296382e-05,3.1372349e-06,1.3822286,7752.394426000001,0.27966121
319,MINFM49218,490.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,14.0,0.0,82.0749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.238039,2.7641046300000003,1787.844192,0.432978307,53.132197954999995,1.03814882e-05,1.148549e-07,1.3460985999999997,7465.578125999999,0.26741720999999996
320,MINFM49219,465.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,14.0,0.0,82.0749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.238039,2.7641046300000003,1787.844192,0.432978307,53.132197954999995,1.03814882e-05,1.148549e-07,1.3460985999999997,7465.578125999999,0.26741720999999996
321,MINFM48841,440.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.2,0.0,96.2999,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.45,0.0,0.0,0.0,207.851789,2.8613431300000003,1792.8581919999997,0.439466857,54.902559,1.15456682e-05,3.1210439e-06,1.3798336,7729.3097259999995,0.28345470999999994
322,MINFM48861,540.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.2,0.0,96.0099,0.0,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.45,0.0,0.0,0.0,207.99188900000001,2.8523931300000003,1791.9334920000001,0.437684057,54.93712918000001,1.1518838200000001e-05,1.6198914e-06,1.3776785999999999,7728.453426,0.28338871
323,MINFM49244,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,79.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.509139,2.73053663,1770.654992,0.428426107,52.484338404999995,1.01160182e-05,9.94049e-08,1.3311886,7369.545026,0.26294621
324,MINFM32717,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,73.3999,0.0,0.0,0.8,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.35578900000002,2.7221771300000004,1747.360192,0.420304557,52.198312155,1.00375882e-05,9.612990000000001e-08,1.3099486000000002,7333.608126,0.26078971
325,MINFM32723,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,73.3999,0.0,0.0,0.8,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.35578900000002,2.7221771300000004,1747.360192,0.420304557,52.198312155,1.00375882e-05,9.612990000000001e-08,1.3099486000000002,7333.608126,0.26078971
326,MINFM48519,441.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.3,0.0,94.2929,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,204.531519,2.8747912300000005,1786.4291320000002,0.43721404700000005,54.034657259999996,1.1458562200000002e-05,3.6989038999999996e-06,1.3610506,7613.230946,0.27617941
327,MINFM32724,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,73.3999,0.0,0.0,0.8,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.35578900000002,2.7221771300000004,1747.360192,0.420304557,52.198312155,1.00375882e-05,9.612990000000001e-08,1.3099486000000002,7333.608126,0.26078971
328,MINFM48841,440.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.2,0.0,96.2999,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.45,0.0,0.0,0.0,207.851789,2.8613431300000003,1792.8581919999997,0.439466857,54.902559,1.15456682e-05,3.1210439e-06,1.3798336,7729.3097259999995,0.28345470999999994
329,MINFM48861,540.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.2,0.0,96.0099,0.0,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.45,0.0,0.0,0.0,207.99188900000001,2.8523931300000003,1791.9334920000001,0.437684057,54.93712918000001,1.1518838200000001e-05,1.6198914e-06,1.3776785999999999,7728.453426,0.28338871
330,MINFM49244,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,79.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.509139,2.73053663,1770.654992,0.428426107,52.484338404999995,1.01160182e-05,9.94049e-08,1.3311886,7369.545026,0.26294621
331,MINFM48883,588.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,96.8099,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,0.0,0.0,0.0,207.815789,2.88379513,1792.333092,0.439435957,54.94674662,1.16438882e-05,1.8379789000000001e-06,1.3802586000000001,7741.953526,0.28258871
332,MINFM48884,514.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,96.8099,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,0.0,0.0,0.0,207.815789,2.88379513,1792.333092,0.439435957,54.94674662,1.16438882e-05,1.8379789000000001e-06,1.3802586000000001,7741.953526,0.28258871
333,MINFM48914,635.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.9,0.0,96.2799,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,207.246089,2.87932713,1793.168092,0.439132157,54.769561409999994,1.16026982e-05,1.6547029e-06,1.3766085999999997,7717.889226,0.28147170999999993
334,MINFM32723,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,73.3999,0.0,0.0,0.8,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.35578900000002,2.7221771300000004,1747.360192,0.420304557,52.198312155,1.00375882e-05,9.612990000000001e-08,1.3099486000000002,7333.608126,0.26078971
335,MINFM48519,441.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.3,0.0,94.2929,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,204.531519,2.8747912300000005,1786.4291320000002,0.43721404700000005,54.034657259999996,1.1458562200000002e-05,3.6989038999999996e-06,1.3610506,7613.230946,0.27617941
336,MINFM32724,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,73.3999,0.0,0.0,0.8,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.35578900000002,2.7221771300000004,1747.360192,0.420304557,52.198312155,1.00375882e-05,9.612990000000001e-08,1.3099486000000002,7333.608126,0.26078971
337,MINFM48757,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,95.5399,0.0,0.3,0.0,0.0,0.0,0.3,0.06,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,204.685689,2.8223321300000004,1756.208072,0.431808457,54.2345679972,1.14595082e-05,2.6008225e-06,1.3602086,7641.324525999999,0.28006570999999997
338,MINFM49128,735.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,1.7,0.0,94.2799,0.0,0.4,0.15,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,208.157589,2.8704671299999998,1793.9920919999997,0.438700157,54.91011102499999,1.1538348199999999e-05,1.6355614000000002e-06,1.3769836,7740.758725999999,0.28246670999999995
339,MINFM48770,373.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.8,0.0,96.7499,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,0.0,0.0,0.0,208.16618900000003,2.88741713,1788.0192920000002,0.43885535699999995,54.998554505,1.16506282e-05,1.8214859000000001e-06,1.3809586,7747.758526,0.28262471
340,MINFM49149,1350.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.9,0.0,94.0899,0.0,1.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,206.24368900000002,2.9229891300000004,1785.1103920000003,0.440428957,54.668755995000005,1.15938782e-05,9.137640900000001e-06,1.3745486,7699.401626,0.27909071
341,MINFM49150,685.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,93.5799,0.0,0.5,0.25,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,206.789589,2.8738831300000003,1783.0940919999998,0.43635745699999995,54.83043693,1.15909282e-05,1.6337864000000001e-06,1.3714186,7736.777325999999,0.28215170999999994
342,MINFM48780,196.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,96.4399,0.0,1.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,206.921689,2.89816913,1779.5258919999997,0.43596895699999993,54.866485135,1.16706782e-05,1.6308848999999998e-06,1.3741485999999998,7721.506625999999,0.28060570999999995
343,MINFM49167,883.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.35,0.0,91.4499,0.0,0.25,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.8,0.0,0.0,208.58868900000002,2.86602613,1792.6507920000001,0.43387805700000004,55.7925054475,1.14978482e-05,1.8140764000000003e-06,1.3703485999999998,7833.284925999999,0.28267971
344,MINFM48616,1175.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.7,0.0,96.1299,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,206.267089,2.8718131300000005,1787.9335920000003,0.43792695699999995,54.55451152,1.15737782e-05,2.1620989e-06,1.3714685999999998,7688.666826,0.28024671
345,MINFM48972,785.0,0.7,0.0,0.0,0.35,0.0,0.0,0.0,1.35,0.0,95.5399,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,207.01308899999998,2.86234613,1787.767992,0.441620857,54.6435822102,1.16031282e-05,1.8368459000000002e-06,1.3759035999999998,7687.827225999999,0.28281570999999994
346,MINFM48617,1275.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.7,0.0,96.1299,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,206.267089,2.8718131300000005,1787.9335920000003,0.43792695699999995,54.55451152,1.15737782e-05,2.1620989e-06,1.3714685999999998,7688.666826,0.28024671
347,MINFM48975,457.5,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.95,0.0,95.7399,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.0,0.0,207.48668900000004,2.893735130000001,1791.3798920000002,0.43841925700000006,54.8483222325,1.16022582e-05,2.1460363999999998e-06,1.3765336000000001,7719.674226000001,0.28081571
348,MINFM48623,172.5,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.8,0.0,96.1799,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,207.17858900000002,2.9133891300000005,1793.9515920000001,0.442114757,54.85353777500001,1.16053082e-05,9.136715900000002e-06,1.3807786000000002,7717.402926,0.28060171
349,MINFM48630,835.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.8,0.0,96.1799,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,207.17858900000002,2.9133891300000005,1793.9515920000001,0.442114757,54.85353777500001,1.16053082e-05,9.136715900000002e-06,1.3807786000000002,7717.402926,0.28060171
350,MINFM48994,540.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3.0,0.0,94.1049,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.45,0.0,0.0,0.0,209.840339,2.8601496300000004,1803.897592,0.43900790700000003,55.06310448,1.1395548200000002e-05,2.1204099e-06,1.3803836,7733.838726,0.28241921
351,MINFM48641,588.0,0.9,0.0,0.0,0.28,0.0,0.0,0.0,1.3,0.0,95.0799,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,205.94548899999998,2.8663601300000003,1776.278192,0.44121885699999996,54.37221883739999,1.1623828199999999e-05,1.8321739000000004e-06,1.3713985999999998,7651.369925999999,0.28161170999999996
352,MINFM48659,255.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.5,0.0,97.5599,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.0,0.0,208.36488900000003,2.86697013,1790.501492,0.43913165700000006,55.115678644999996,1.16497482e-05,1.6123548999999999e-06,1.3833486000000002,7764.975126,0.28471371
353,MINFM48673,147.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,96.7899,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,208.35818900000004,2.8579051300000002,1788.8438920000003,0.436872757,55.073943485,1.1572508200000003e-05,1.6136589e-06,1.3786086,7747.978725999999,0.28340071000000006
354,MINFM48659,255.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.5,0.0,97.5599,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.0,0.0,208.36488900000003,2.86697013,1790.501492,0.43913165700000006,55.115678644999996,1.16497482e-05,1.6123548999999999e-06,1.3833486000000002,7764.975126,0.28471371
355,MINFM48673,147.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,96.7899,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,208.35818900000004,2.8579051300000002,1788.8438920000003,0.436872757,55.073943485,1.1572508200000003e-05,1.6136589e-06,1.3786086,7747.978725999999,0.28340071000000006
356,MINFM49292,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,68.4649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.630939,2.62734263,1727.745392,0.415539507,50.19332640499999,9.2058582e-06,9.76749e-08,1.2805085999999999,7033.126225999999,0.24684820999999998
357,MINFM7284,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5009,0.0,0.75,0.0,0.0,0.0,0.0,0.04,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.32189900000003,2.9237408300000003,1793.404292,0.44214248700000003,55.5156214473,1.17858562e-05,2.5999999999999997e+20,1.3925125999999999,7817.811065999999,0.28565261
358,MINFM7391,327.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,66.7449,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.051739,2.71557863,1728.227792,0.41895990699999996,51.328459405,9.8298982e-06,9.536489999999999e-08,1.2944285999999998,7253.333426,0.25616021
359,MINFM7337,620.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,98.0349,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.03163899999998,2.92709963,1805.965992,0.4426700069999999,55.40475547999999,1.18380582e-05,1.578749e-07,1.3909685999999999,7811.412826,0.28430120999999997
360,MINFM50409,415.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,66.0499,0.0,0.0,0.4,0.0,0.0,8.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.531289,2.71524913,1711.947792,0.41821025700000003,51.001296386599996,9.8566882e-06,1.1e+20,1.2850985999999998,7186.685125999999,0.25538471
361,MINFM7462,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,46.6749,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,201.35903900000002,2.75221963,1686.967192,0.413724807,49.597729405,9.219638200000003e-06,1.50895649e-05,1.2484486,7044.851626000001,0.24255721000000002
362,MINFM7471,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,61.9949,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.029239,2.65505363,1692.067792,0.402037407,50.72856790499999,9.5353982e-06,9.06149e-08,1.2559285999999998,7120.278426000001,0.25058520999999995
363,MINFM7469,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,61.9949,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.029239,2.65505363,1692.067792,0.402037407,50.72856790499999,9.5353982e-06,9.06149e-08,1.2559285999999998,7120.278426000001,0.25058520999999995
364,MINFM7469,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,61.9949,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.029239,2.65505363,1692.067792,0.402037407,50.72856790499999,9.5353982e-06,9.06149e-08,1.2559285999999998,7120.278426000001,0.25058520999999995
365,MINFM7483,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,62.0449,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.134739,2.6564886300000006,1692.971792,0.40225890700000005,50.756490405,9.5412982e-06,9.06649e-08,1.2566286,7124.215426000001,0.25073021
366,MINFM50423,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,83.3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.30608899999996,2.73716813,1762.2045919999998,0.42771145699999996,52.77511465499999,1.0420928199999999e-05,9.856989999999998e-08,1.3346185999999998,7418.196325999999,0.26685670999999994
367,MINFM7814,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,79.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.456389,2.7298191299999996,1770.2029919999998,0.42831535699999995,52.470377154999994,1.0113068199999999e-05,9.937989999999999e-08,1.3308385999999999,7367.576525999999,0.26287371
368,MINFM7543,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,63.7949,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.037239,2.63731363,1670.851792,0.405441407,49.748004905,9.5667982e-06,9.186489999999999e-08,1.2526286,7038.730426,0.24860520999999997
369,MINFM7518,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,63.0999,0.0,0.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.600789,2.5928671299999997,1702.7961920000002,0.40535755700000003,49.623977155000006,8.9557882e-06,9.46599e-08,1.2536486,6936.186126,0.24213970999999995
370,MINFM7871,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,78.5599,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.868889,2.73909413,1782.8379919999998,0.427982857,52.91070215499999,1.00900682e-05,9.92924e-08,1.3347135999999997,7405.306526,0.26374871
371,MINFM7806,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,83.9299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.572089,2.75438813,1773.052592,0.430369457,53.110184655,1.0491728200000001e-05,9.916989999999999e-08,1.3430186,7465.440326,0.26859670999999996
372,MINFM7600,483.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,82.4499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.124289,2.7015621299999997,1736.5776919999998,0.422273057,52.0506796936,1.03156882e-05,9.70819e-08,1.3165486,7315.905126,0.26360470999999996
373,MINFM7851,510.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.35,0.0,95.7699,0.0,0.4,0.2,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,207.67148900000004,2.86931013,1786.5942920000002,0.437508357,55.048613325000005,1.1638068200000002e-05,1.6202004000000001e-06,1.3779435999999998,7761.774826000001,0.28389271
374,MINFM7870,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,78.5599,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.868889,2.73909413,1782.8379919999998,0.427982857,52.91070215499999,1.00900682e-05,9.92924e-08,1.3347135999999997,7405.306526,0.26374871
375,MINFM7980,280.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,97.9349,0.0,0.7,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,209.250639,2.90069963,1803.089492,0.440830007,55.48305515,1.17459582e-05,1.6322074e-06,1.3892936,7808.599826,0.28509621
376,MINFM7981,451.5,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,97.9349,0.0,0.7,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,209.250639,2.90069963,1803.089492,0.440830007,55.48305515,1.17459582e-05,1.6322074e-06,1.3892936,7808.599826,0.28509621
377,MINFM7988,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.9,72.9799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.377589,2.6454131299999997,1715.085992,0.414605957,50.68683715499999,9.6421282e-06,9.599469999999999e-08,1.2858685999999997,7111.917326000001,0.25250171
378,MINFM7801,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,83.9299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.572089,2.75438813,1773.052592,0.430369457,53.110184655,1.0491728200000001e-05,9.916989999999999e-08,1.3430186,7465.440326,0.26859670999999996
379,MINFM8014,379.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,96.3699,0.0,0.35,0.2,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,207.861989,2.8720051300000002,1789.2287919999999,0.438219857,55.1742279525,1.1680868200000001e-05,1.6196359000000001e-06,1.3807436,7780.293825999999,0.28489770999999997
380,MINFM7805,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,83.9299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.572089,2.75438813,1773.052592,0.430369457,53.110184655,1.0491728200000001e-05,9.916989999999999e-08,1.3430186,7465.440326,0.26859670999999996
381,MINFM7824,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,78.9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.26648899999998,2.7272361299999996,1768.5757919999999,0.427916657,52.420116654999994,1.01024482e-05,9.928989999999999e-08,1.3295785999999998,7360.489926,0.26261270999999997
382,MINFM7832,510.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.4,0.0,95.8549,0.0,0.45,0.2,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,208.28933899999998,2.88115463,1791.680592,0.438810407,55.20824204749999,1.16747982e-05,1.6211409e-06,1.3818836,7784.6807260000005,0.28455421
383,MINFM50428,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,78.6099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.926889,2.65930413,1719.4669920000001,0.416561857,51.179152655,9.9619682e-06,9.63899e-08,1.2965385999999999,7189.343526000001,0.25736871
384,MINFM6759,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3349,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.190639,2.8775816300000003,1800.525992,0.44148460700000003,55.63838904,1.17866182e-05,1.036549e-07,1.3948886,7844.040026000001,0.28807120999999997
385,MINFM6828,395.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,98.8049,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.666339,2.8954666300000005,1802.3705920000002,0.44184750700000003,55.528843935000005,1.1801958200000002e-05,1.254449e-07,1.3929286,7828.798426,0.28653421
386,MINFM6819,360.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,98.8049,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.666339,2.8954666300000005,1802.3705920000002,0.44184750700000003,55.528843935000005,1.1801958200000002e-05,1.254449e-07,1.3929286,7828.798426,0.28653421
387,MINFM6815,350.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,99.1049,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.70533899999998,2.87740663,1803.2435919999998,0.441745507,55.5315648,1.17722582e-05,1.214249e-07,1.3929285999999999,7830.010426,0.28740421
